Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
925.00,88.40,83.30,79.09,76.03,71.25,67.96,64.90,63.64,63.22,60.24,61.54,61.79,64.95,67.58,72.72,77.68,83.78,87.15,92.05,96.82,101.40,107.80,115.01,124.34,129.94,134.71,137.93,140.60,144.40,145.32,153.42,159.04,162.00,170.14,172.05,176.36,174.88,173.40,174.02,173.62,172.18,171.67,169.99,170.22,171.13,172.69,174.50,181.01,186.59,196.23,204.56,213.66,
926.00,84.19,79.28,74.83,70.89,67.89,65.90,60.80,59.78,58.69,57.46,57.58,58.66,61.19,63.79,68.96,72.98,78.89,82.94,87.17,91.83,96.55,102.37,108.42,118.73,123.32,128.12,129.91,134.77,137.17,138.64,145.38,152.04,155.89,163.14,164.96,167.32,166.88,166.51,165.15,165.14,163.69,164.55,162.32,162.65,162.81,164.47,166.89,172.46,178.81,187.48,196.12,205.30,
927.00,77.79,73.18,69.14,65.09,63.48,61.59,56.31,55.39,54.59,52.87,52.29,53.80,55.67,58.93,63.38,67.15,73.32,76.36,80.42,84.83,89.23,95.47,101.02,110.01,114.64,119.08,121.48,125.26,128.17,129.52,135.06,141.92,145.36,151.78,153.89,155.84,155.52,155.60,153.49,154.91,153.36,152.76,151.92,151.26,152.75,153.91,156.67,162.00,166.06,174.69,184.00,192.16,
928.00,68.85,66.63,63.02,59.41,55.46,54.44,50.31,48.77,48.33,46.45,46.53,47.48,49.71,52.63,56.32,60.61,65.42,68.17,72.03,75.64,79.93,85.17,89.64,100.63,104.92,108.53,109.04,113.33,116.25,117.63,123.12,128.10,130.85,137.72,137.72,141.49,139.61,141.15,140.12,140.81,139.26,138.58,137.89,137.72,139.26,139.43,141.50,145.96,150.94,158.50,167.25,173.78,
929.00,58.81,58.60,54.54,50.36,48.14,48.11,43.29,41.77,40.79,40.47,39.47,41.27,43.23,45.43,49.21,51.81,56.13,59.14,62.65,65.99,69.80,74.51,78.22,87.71,92.13,95.37,94.97,99.36,101.49,103.68,107.14,112.52,116.58,122.76,121.64,124.31,123.12,125.86,123.26,124.14,121.95,123.04,121.43,122.19,123.09,122.33,125.75,128.15,134.39,140.96,147.67,154.97,
930.00,49.92,50.02,46.06,42.85,41.51,40.89,36.70,35.53,34.73,33.85,32.65,34.91,35.99,38.53,41.56,43.49,48.21,50.11,53.28,56.18,59.69,64.22,68.08,74.60,79.36,81.39,82.67,85.01,87.36,90.25,92.73,97.15,100.36,105.22,105.87,107.32,107.32,108.70,105.35,107.42,105.45,105.18,104.73,105.18,106.87,105.70,109.62,111.80,116.04,122.35,128.59,134.14,
931.00,41.36,42.50,38.99,36.59,33.82,33.38,30.70,29.18,28.79,27.15,27.46,28.46,30.22,31.77,34.19,36.87,40.14,41.95,44.72,46.77,50.28,53.28,58.22,63.42,68.11,69.78,70.06,72.14,74.37,77.03,78.97,83.05,84.19,89.22,89.03,91.61,90.45,92.35,90.24,91.47,89.76,89.53,89.38,90.03,92.11,90.26,92.83,95.15,100.09,105.01,110.26,114.47,
932.00,33.82,35.93,32.55,29.78,28.18,28.04,24.65,23.90,22.94,22.92,22.70,23.83,25.20,26.05,28.76,30.05,32.70,34.76,37.14,38.95,42.22,44.83,48.56,52.79,56.86,58.73,58.86,60.85,61.95,64.80,66.09,70.32,72.26,76.40,76.04,76.98,77.36,79.31,76.16,76.64,75.25,76.84,75.94,76.54,77.88,75.92,79.20,80.42,86.11,90.10,93.47,97.98,
933.00,28.10,30.37,26.97,25.22,24.52,22.96,20.69,20.25,19.60,18.99,18.72,20.08,20.47,21.74,23.74,24.70,27.67,28.89,31.03,32.87,35.35,37.88,41.89,43.99,48.00,49.05,51.06,51.23,52.71,55.86,56.30,59.87,61.72,64.68,65.63,66.24,67.02,67.04,63.89,65.45,64.84,64.76,64.85,64.32,67.02,65.11,68.16,69.39,72.53,77.24,80.73,84.57,
934.00,24.12,25.91,22.99,22.25,19.58,18.56,17.47,16.57,16.57,15.56,16.34,16.71,17.49,18.15,19.58,21.58,23.45,24.65,26.51,27.82,29.93,31.62,35.53,38.48,42.17,43.12,44.08,44.39,46.12,47.74,49.11,51.40,52.77,55.27,55.73,57.66,57.42,57.60,56.57,57.17,56.54,55.94,56.50,55.98,58.61,57.70,58.47,59.82,62.97,67.38,70.41,72.45,
935.00,21.95,23.38,20.46,18.67,17.10,17.41,14.61,14.32,13.84,14.37,14.34,15.09,15.69,15.88,17.57,18.92,20.12,21.89,23.86,25.19,26.59,28.21,30.12,34.06,37.78,38.80,39.26,40.27,40.98,42.15,42.92,46.30,48.48,50.72,50.78,51.49,52.07,52.71,51.01,51.83,50.25,51.82,51.11,50.51,52.16,52.44,53.45,53.74,57.14,61.38,63.35,65.37,
936.00,20.21,22.55,19.16,18.58,16.75,16.28,13.86,14.13,13.73,13.54,13.19,14.31,14.06,15.07,16.42,17.48,19.63,20.30,22.77,24.23,25.14,27.01,28.87,32.33,35.76,36.23,38.29,38.43,39.55,40.74,41.71,44.21,46.57,48.18,49.36,50.19,50.92,50.06,47.85,50.29,49.07,48.68,49.40,47.71,49.50,50.85,51.39,52.40,53.63,57.92,61.20,63.51,
937.00,21.03,21.81,19.00,18.51,15.02,15.57,13.89,13.76,13.71,12.74,13.51,13.71,13.87,14.82,15.83,18.39,19.60,20.68,22.57,24.00,25.11,26.61,28.95,33.43,36.29,37.05,38.18,39.47,39.83,40.56,42.28,44.17,45.95,47.97,48.69,50.78,50.03,49.73,49.50,51.20,50.03,49.13,49.61,48.20,49.73,52.12,50.40,52.22,53.64,57.97,61.64,62.98,
938.00,21.97,22.34,19.92,18.07,15.26,17.13,13.50,13.87,13.41,13.59,13.32,14.24,14.52,15.36,17.03,18.90,19.64,21.69,23.27,24.67,26.07,28.01,28.87,35.00,37.05,38.54,38.55,40.59,40.58,40.77,43.18,46.73,48.59,50.26,51.37,51.57,52.13,52.30,51.57,52.69,51.57,52.31,51.38,50.82,50.27,53.81,52.50,54.17,56.59,60.33,63.12,65.90,
939.00,22.79,24.06,21.09,19.63,17.77,18.09,14.69,15.42,14.92,14.20,13.51,15.23,14.32,16.08,17.79,19.05,21.43,22.86,24.34,25.99,27.06,29.62,31.65,36.70,38.34,39.72,41.42,42.37,42.67,44.23,46.26,49.23,51.36,52.90,54.46,55.49,55.57,54.38,52.90,55.57,54.95,53.98,53.90,52.57,52.90,56.11,55.90,57.57,58.49,63.00,66.80,70.29,
940.00,23.43,24.09,21.64,19.77,16.74,17.47,15.51,15.46,15.45,13.79,14.08,14.84,14.49,16.55,17.81,20.26,22.44,23.75,24.99,26.34,27.63,30.08,32.63,38.68,40.02,41.51,42.59,44.69,44.77,46.15,48.48,50.97,52.17,54.53,55.34,57.56,56.07,55.31,56.18,57.64,56.92,55.61,55.34,55.41,55.15,58.14,56.61,58.56,61.05,65.49,68.52,71.63,
941.00,24.03,24.21,22.10,19.24,17.73,18.40,14.94,14.77,14.74,14.19,13.62,14.83,14.83,16.65,18.39,19.89,21.72,24.05,25.19,26.36,27.71,30.66,31.54,38.77,40.13,42.45,41.96,45.16,44.35,45.36,48.05,51.73,53.26,56.06,57.07,57.37,57.30,56.87,56.03,57.56,56.07,57.73,54.89,56.74,55.41,57.95,57.50,58.68,63.42,66.94,68.58,72.23,
942.00,23.83,23.99,22.04,20.67,18.71,18.01,15.14,15.20,15.04,13.68,13.07,14.71,14.32,16.39,17.96,18.83,21.86,23.33,24.93,26.24,27.29,30.51,31.88,37.59,39.38,41.03,41.96,43.99,44.65,46.49,48.02,51.42,52.52,55.99,57.28,57.55,58.10,55.56,54.00,57.08,55.56,55.68,54.54,55.40,54.97,56.65,57.59,59.50,62.55,66.07,68.10,72.67,
943.00,22.82,23.11,21.05,19.77,16.82,16.52,15.10,14.41,14.90,12.44,13.42,13.57,14.21,16.03,16.87,19.23,21.34,22.57,24.09,25.28,27.04,29.50,31.86,36.68,38.85,40.42,41.01,44.06,44.35,45.93,47.50,50.06,50.35,55.47,55.36,56.45,55.56,53.60,54.09,56.45,54.48,54.29,53.70,55.07,54.38,55.47,56.06,58.12,61.56,65.50,67.27,70.32,
944.00,22.53,22.81,20.48,19.45,16.72,17.12,14.07,13.58,13.74,12.55,13.01,13.42,14.41,15.93,17.14,18.82,20.02,21.92,23.64,24.99,26.71,29.71,30.17,35.70,38.23,40.25,39.18,43.29,42.62,43.81,45.82,48.98,50.25,55.59,55.31,54.08,54.95,53.89,53.25,55.03,52.94,55.03,52.62,54.48,52.74,53.33,55.59,57.13,61.95,64.60,66.06,69.46,
945.00,22.78,22.07,20.00,20.36,18.22,16.61,14.27,14.39,14.40,12.97,12.89,13.74,14.08,16.05,17.15,18.06,20.52,21.90,23.59,25.53,26.95,29.94,31.36,35.66,38.66,39.75,39.65,42.27,43.10,45.64,46.39,48.93,50.43,55.45,55.25,55.15,55.71,53.84,51.59,55.02,53.35,53.45,52.58,53.07,52.82,52.38,56.36,58.22,60.60,63.64,66.79,70.76,
946.00,22.21,22.57,19.39,18.80,16.89,16.18,14.44,14.33,14.55,12.24,13.51,13.19,14.24,15.96,16.84,19.16,20.48,21.97,23.50,25.50,27.05,29.47,31.85,35.34,39.35,39.19,39.66,43.00,43.39,45.65,46.29,48.78,49.74,54.70,53.47,55.57,54.26,53.11,53.39,55.77,53.46,53.03,53.15,53.23,53.31,53.51,55.45,57.83,59.73,63.77,66.91,69.68,
947.00,21.54,22.45,19.39,18.46,17.58,18.03,14.12,14.12,13.92,13.37,13.41,13.54,14.89,16.03,17.83,19.32,19.96,22.23,23.88,26.00,27.61,30.10,31.29,35.42,39.51,40.31,39.83,42.91,42.60,44.52,45.87,48.81,50.82,55.59,55.00,55.37,55.37,55.40,54.44,56.28,53.62,55.48,53.79,53.90,53.62,54.64,55.88,57.86,61.47,64.82,67.55,69.93,
948.00,22.45,21.47,20.29,19.87,18.70,18.50,14.57,15.36,14.87,14.08,13.30,14.37,14.87,16.05,18.22,19.00,20.97,22.84,24.32,26.87,28.16,30.72,32.89,36.63,39.97,40.16,41.36,42.35,43.72,46.47,47.07,49.23,51.58,55.52,56.12,57.51,57.90,56.90,54.35,57.11,54.94,55.13,54.95,53.76,54.75,55.73,56.52,60.25,61.04,64.98,68.33,72.66,
949.00,22.40,22.59,21.18,18.18,17.92,17.92,14.98,15.48,15.05,13.55,14.29,14.20,15.20,16.02,18.01,19.93,21.40,23.16,24.75,26.61,28.69,30.42,34.20,37.39,39.94,40.31,43.06,44.10,44.10,46.39,47.48,50.09,52.11,55.04,56.14,58.36,56.93,56.60,56.40,57.97,55.95,55.62,56.27,54.84,56.08,58.17,56.02,60.58,61.03,65.78,68.91,72.84,
950.00,22.80,22.68,21.54,18.56,18.25,18.90,14.76,15.07,14.20,14.43,14.56,14.41,15.75,16.13,18.44,20.17,20.96,23.36,25.03,26.67,28.91,31.05,33.33,37.61,39.43,41.49,43.76,44.03,43.42,44.66,47.83,50.32,53.66,55.77,57.27,57.90,57.22,58.79,57.80,57.24,56.91,57.99,56.66,56.37,56.47,58.84,56.52,61.14,62.54,67.46,68.64,73.85,
951.00,23.00,22.46,23.00,20.30,19.53,18.62,15.50,16.10,15.19,15.05,14.77,15.33,15.57,16.58,18.71,19.75,22.01,24.05,25.40,27.67,29.33,31.64,34.44,39.44,40.43,42.37,45.40,44.48,45.40,47.05,50.36,51.73,55.57,56.75,58.50,59.59,59.43,60.39,58.42,57.38,58.64,57.59,57.31,56.72,57.52,59.57,58.27,63.19,63.32,68.45,69.59,77.40,
952.00,24.78,23.73,23.31,18.70,18.31,17.70,15.87,15.78,15.75,14.08,15.55,14.84,15.58,16.60,18.22,20.52,22.64,24.33,25.97,27.78,29.58,31.91,35.30,40.11,41.01,42.76,46.15,46.61,46.61,48.19,51.13,52.84,56.51,56.79,58.40,60.46,58.65,60.08,60.40,58.55,59.84,57.65,57.70,58.03,59.21,61.45,58.64,63.88,63.83,69.82,70.44,77.97,
953.00,25.35,24.20,23.06,19.61,19.40,19.11,15.55,15.41,15.28,14.92,15.59,15.13,16.19,17.13,19.22,20.85,22.47,24.63,26.82,28.39,30.27,32.98,34.39,39.70,41.45,44.46,46.23,47.23,47.11,48.26,51.18,54.29,58.24,58.31,60.46,60.43,60.08,62.28,61.95,59.69,61.08,59.96,58.35,59.69,60.63,62.71,60.27,64.79,66.63,71.96,72.47,78.90,
954.00,25.93,25.50,24.05,21.93,20.66,19.72,16.46,16.75,16.64,15.79,15.71,16.22,16.47,18.08,20.07,20.92,24.09,25.53,27.57,30.01,31.35,34.70,36.08,41.25,44.52,46.17,47.61,48.05,50.06,52.44,53.95,56.43,59.97,61.64,62.69,63.74,64.27,64.76,63.36,62.26,63.44,61.14,60.54,61.51,63.10,64.03,63.74,67.60,69.14,74.17,75.91,82.90,
955.00,27.20,25.76,25.17,21.73,21.07,19.79,17.37,17.54,17.81,15.69,16.70,16.27,17.22,19.08,20.53,22.56,25.31,26.43,28.68,30.86,32.91,35.75,38.65,42.90,46.12,47.36,49.68,51.30,52.95,54.98,55.73,58.76,61.41,64.16,64.72,66.41,65.69,65.35,66.53,65.75,65.88,63.25,62.94,63.88,65.72,66.63,66.53,69.72,71.06,77.05,80.30,84.21,
956.00,27.89,26.87,24.99,23.01,22.36,21.82,17.53,17.71,17.63,16.89,17.03,17.06,18.08,20.04,22.03,23.40,25.54,27.09,29.98,31.84,34.30,37.38,39.37,43.36,47.61,49.69,50.82,52.07,53.80,55.38,56.74,60.33,63.51,66.72,67.78,66.96,67.78,68.05,68.81,67.98,67.71,67.40,65.16,66.01,67.60,67.89,69.00,71.05,74.28,80.50,82.99,86.25,
957.00,29.11,28.56,26.51,25.03,23.86,22.08,18.79,19.60,18.79,18.22,17.38,18.29,18.65,21.03,23.06,23.65,27.03,28.58,30.98,33.34,35.84,38.80,41.48,45.07,50.84,51.57,52.78,53.38,57.15,58.29,60.27,62.62,65.40,69.30,70.08,70.41,72.00,70.41,70.37,70.41,70.04,69.14,67.92,67.96,69.67,68.99,72.12,73.59,76.75,82.70,86.06,90.89,
958.00,29.55,28.95,28.38,24.34,24.54,22.49,20.14,20.63,19.56,17.90,18.48,18.47,19.06,21.87,23.36,25.58,28.31,29.97,32.49,34.58,37.48,39.70,44.65,47.20,52.50,52.44,54.99,57.24,59.98,60.32,62.57,64.42,67.93,71.80,72.82,73.25,73.48,71.62,73.31,73.26,73.08,71.68,70.36,70.38,72.37,72.91,74.22,76.26,79.22,85.84,89.16,93.12,
959.00,31.87,30.81,28.62,25.80,26.02,24.19,20.84,20.83,19.54,18.84,19.38,19.69,20.66,22.62,25.03,26.90,28.62,31.20,33.91,35.68,38.94,41.65,45.39,48.38,53.25,55.04,56.84,58.57,61.05,60.02,64.19,66.76,70.71,73.63,76.78,74.81,76.74,74.95,76.31,75.06,75.72,76.16,73.38,73.74,75.06,75.32,76.97,79.60,83.37,90.01,91.50,95.85,
960.00,34.19,33.57,30.24,27.75,27.56,24.56,22.29,22.50,20.93,20.39,20.30,21.20,21.84,23.67,26.42,27.64,30.80,32.93,35.31,37.95,40.84,43.86,47.61,51.54,56.71,57.78,59.18,60.20,64.22,63.77,67.99,69.24,73.37,76.78,79.85,79.52,81.63,78.47,79.14,78.41,79.07,78.48,77.27,76.59,78.10,78.63,80.63,83.86,87.31,92.66,95.09,101.23,
961.00,35.88,34.96,32.60,28.63,28.45,25.19,24.19,23.72,22.74,21.02,22.01,22.01,23.47,25.00,27.18,30.17,33.15,34.88,37.41,39.94,43.03,46.21,51.09,55.25,59.95,60.15,62.51,64.87,67.21,67.22,71.56,73.19,77.18,80.99,83.53,84.42,84.06,81.18,83.34,82.79,83.52,81.72,81.89,81.35,81.89,84.07,84.24,88.59,90.95,97.29,100.56,105.61,
962.00,38.03,36.71,33.46,30.80,30.56,27.91,25.08,24.12,23.54,22.66,23.12,23.54,25.29,26.43,29.45,32.01,34.15,36.74,39.64,42.26,45.18,49.13,52.58,57.69,62.15,64.26,65.77,67.64,69.03,69.44,74.02,76.92,81.93,84.09,88.62,87.29,87.59,86.74,87.41,86.27,87.48,87.11,85.96,86.32,86.03,88.08,89.16,92.35,96.33,102.73,104.96,109.78,
963.00,40.75,39.30,35.25,33.62,32.19,29.12,26.72,25.92,25.60,24.89,24.49,25.46,26.59,28.20,31.31,33.00,36.41,38.96,41.71,45.09,47.76,52.25,54.94,61.70,66.88,67.99,69.42,70.63,73.58,74.40,79.19,81.72,85.59,88.48,92.12,93.24,92.89,91.97,90.83,91.13,91.38,90.05,90.36,90.79,90.18,91.06,93.61,97.20,101.05,107.05,109.65,116.92,
964.00,43.60,41.07,38.34,35.26,33.65,30.74,28.95,27.78,27.76,25.64,26.49,26.43,28.15,30.39,32.69,36.05,39.09,41.61,44.52,47.86,51.28,55.11,59.52,65.70,70.22,70.94,74.52,76.89,78.21,79.64,83.27,87.20,90.63,93.93,97.18,99.00,96.87,97.00,96.45,96.84,97.35,94.47,95.57,96.79,96.11,97.34,98.50,102.77,106.05,113.10,116.36,122.40,
965.00,46.08,43.68,41.01,38.96,36.20,34.48,30.96,29.78,29.69,28.17,28.65,28.99,30.98,33.21,36.16,39.40,41.21,45.13,48.45,51.30,55.07,59.49,63.32,69.81,74.44,77.30,80.65,81.96,83.14,85.01,88.41,93.81,98.20,100.11,104.96,104.69,103.88,105.69,104.01,103.64,104.32,103.56,102.83,105.01,104.01,104.10,106.42,109.41,114.41,122.10,124.97,130.23,
966.00,50.28,47.76,44.47,42.27,39.27,37.64,34.36,33.57,32.86,31.52,31.56,32.70,33.91,36.69,39.64,42.38,45.67,49.59,52.87,56.51,59.93,64.70,68.98,76.78,81.67,84.65,87.65,87.97,91.36,92.94,97.32,102.34,105.71,109.13,112.47,114.75,113.40,114.57,112.11,112.16,112.24,111.15,110.97,112.78,112.57,111.56,115.81,118.22,123.74,130.94,134.30,141.69,
967.00,55.82,52.70,49.44,45.52,43.19,41.36,38.50,37.45,36.63,34.17,35.41,35.68,37.20,40.69,43.16,47.45,50.92,54.49,58.15,61.76,65.47,70.36,77.06,83.76,88.64,91.22,95.93,97.26,99.32,102.33,105.97,111.33,114.71,119.98,121.81,124.42,121.73,123.10,122.09,122.17,121.97,120.32,120.72,122.49,122.03,122.45,125.29,128.80,133.35,141.47,145.75,152.71,
968.00,60.86,57.39,53.71,50.50,48.00,46.34,41.74,40.82,39.58,38.09,38.60,39.70,41.51,44.72,47.50,52.05,54.99,59.66,63.85,66.90,71.12,76.74,83.06,89.80,95.03,99.55,104.02,104.78,106.05,110.12,113.70,120.41,124.99,129.11,132.11,132.43,131.31,133.08,132.61,131.28,131.28,131.57,130.66,132.29,131.57,132.32,135.93,138.82,144.38,152.47,157.37,163.51,
969.00,64.56,61.51,57.63,54.30,51.69,49.98,45.35,44.94,42.91,42.10,41.47,43.31,44.75,48.04,51.15,54.75,59.49,64.07,68.26,72.05,75.91,82.17,87.72,96.36,102.48,106.62,110.04,110.68,114.27,117.70,122.20,127.60,132.46,136.69,138.94,141.56,140.93,141.10,140.03,139.57,138.50,138.39,138.41,139.03,138.94,139.49,144.61,148.23,153.34,159.92,166.41,175.87,
970.00,68.30,65.51,60.66,56.85,54.06,52.12,47.68,46.97,45.51,43.15,43.65,44.87,46.49,50.13,52.72,57.83,62.70,66.31,71.01,74.99,79.38,85.62,91.87,99.42,105.75,108.98,114.07,116.44,118.48,122.44,126.55,132.12,137.03,142.49,144.14,146.57,145.31,145.40,145.99,145.19,143.60,142.13,143.39,144.23,144.20,145.93,148.43,154.77,157.78,165.06,172.79,181.31,
971.00,69.68,66.78,61.84,59.27,55.56,53.66,48.06,47.25,45.83,44.16,44.01,45.47,47.55,51.24,54.33,59.13,63.34,67.04,72.37,76.19,80.87,87.92,92.61,99.75,106.18,110.71,115.89,118.02,118.89,123.70,127.69,134.15,140.27,143.33,147.76,147.11,148.45,148.63,148.52,147.52,146.37,146.21,146.39,146.96,147.11,148.22,150.76,156.86,160.95,168.05,176.38,183.46,
972.00,69.33,66.41,62.15,59.28,55.32,52.43,48.01,47.97,46.23,44.87,43.82,45.96,47.59,51.46,54.57,58.20,63.94,67.15,71.94,76.55,81.01,87.80,91.95,101.26,107.60,111.51,115.01,117.21,120.35,124.13,129.37,134.36,140.04,143.02,146.40,149.06,150.26,149.19,148.62,147.90,146.91,145.25,146.45,146.81,147.30,147.52,151.26,157.09,161.61,167.16,176.80,186.36,
973.00,68.08,66.74,61.70,58.85,55.30,51.29,47.68,47.45,46.03,43.54,43.79,44.86,46.89,50.93,53.51,58.05,63.96,66.30,71.38,75.92,80.37,86.51,91.87,99.81,106.22,110.03,113.50,117.25,119.28,123.19,128.78,133.28,139.83,143.22,145.76,148.47,147.91,147.84,147.80,147.38,146.49,143.72,145.62,146.50,146.62,147.86,149.41,155.74,159.51,166.47,176.03,184.60,
974.00,68.11,65.17,61.45,58.58,55.86,51.49,46.64,46.28,45.01,43.07,43.16,44.28,46.57,50.66,53.42,58.22,62.52,65.72,70.93,75.06,79.44,85.82,91.08,97.81,104.77,109.24,113.18,115.90,116.71,121.26,127.41,132.75,139.84,141.17,146.57,146.45,146.31,147.38,147.35,145.72,146.24,144.47,145.32,146.45,145.84,147.56,148.86,153.06,159.33,166.65,175.49,182.28,
975.00,67.86,64.19,61.47,58.06,55.34,50.75,46.66,46.88,45.16,44.02,42.96,44.72,46.86,50.59,53.42,57.07,62.21,66.13,70.66,75.27,79.71,85.29,91.23,99.60,107.02,110.83,112.67,115.23,118.76,121.44,128.89,133.00,139.35,141.70,145.47,148.45,148.01,148.08,146.43,146.50,146.69,144.00,145.03,145.88,145.47,147.27,150.17,153.18,159.82,166.14,175.50,184.16,
976.00,67.59,65.01,61.43,58.83,55.89,51.10,47.36,47.38,46.19,43.67,44.16,44.86,47.13,50.47,53.28,58.04,62.93,66.74,71.07,75.61,80.50,85.26,92.62,99.96,107.32,110.32,113.08,116.84,119.89,122.36,129.07,134.15,140.65,143.95,146.46,149.79,148.16,148.77,147.74,147.22,148.03,143.80,145.46,147.32,146.85,149.22,150.87,154.69,159.92,168.31,177.12,184.61,
977.00,69.17,65.68,61.63,59.38,56.97,53.49,47.95,47.57,46.29,44.38,44.90,46.01,47.96,50.90,54.42,59.47,63.25,67.86,72.28,76.71,81.98,87.51,94.05,100.35,107.93,112.32,115.81,118.00,120.99,123.20,129.67,135.73,143.06,145.31,149.88,151.03,150.49,151.39,150.32,149.01,150.09,148.08,147.89,149.53,149.18,151.58,153.26,156.39,163.06,172.39,179.98,185.15,
978.00,71.16,68.02,63.11,60.17,57.38,54.19,49.40,49.34,47.77,46.56,46.20,47.83,49.36,52.13,56.28,60.12,65.34,69.85,73.50,78.75,83.78,89.37,96.71,105.07,112.20,115.76,118.66,119.82,125.79,126.84,133.67,138.77,144.54,149.11,150.99,155.74,155.25,154.51,153.95,153.42,153.34,151.60,150.82,150.82,152.29,153.79,158.20,159.88,167.22,175.91,183.42,190.74,
979.00,73.13,69.63,64.08,62.49,58.98,55.84,51.53,50.88,49.74,47.37,48.24,48.85,50.63,53.62,57.59,62.33,67.93,71.66,75.66,81.08,86.03,91.63,99.36,107.61,114.19,118.13,121.59,123.99,129.34,131.25,136.66,142.45,148.18,154.89,154.70,159.07,158.21,157.78,158.09,158.21,157.17,154.46,155.01,154.77,156.80,158.89,161.53,164.18,169.85,181.18,187.33,194.78,
980.00,75.12,73.09,66.43,64.22,61.43,58.66,53.29,52.46,50.62,48.76,49.78,50.61,52.27,55.51,60.22,65.22,69.67,73.92,78.27,83.91,88.63,95.02,101.96,108.99,116.58,121.57,126.56,127.31,131.76,134.53,140.08,146.19,152.67,157.68,160.25,161.74,162.83,162.65,162.47,161.74,160.99,160.79,160.79,159.51,161.36,163.21,165.98,169.68,175.97,186.70,192.27,198.74,
981.00,78.62,76.85,69.35,66.10,63.03,60.50,55.71,55.03,52.80,51.78,51.51,53.25,54.76,57.95,62.77,66.96,72.20,77.08,81.49,87.49,91.79,97.95,105.43,114.22,122.34,127.06,130.63,131.56,137.08,140.11,146.00,151.76,156.33,162.72,164.82,168.03,169.65,168.03,168.09,168.28,165.56,165.96,166.98,164.19,166.13,168.01,172.07,175.75,182.74,191.33,198.13,207.15,
982.00,81.94,78.90,71.98,69.72,65.86,62.24,58.34,57.53,55.25,53.51,53.71,54.83,56.92,60.61,64.90,69.99,75.65,79.87,85.03,90.72,94.98,101.35,109.15,117.82,125.51,130.23,134.55,137.31,140.83,145.41,150.41,157.19,162.10,168.82,171.28,172.96,174.10,173.73,173.38,174.20,171.44,170.55,172.80,169.95,171.88,174.78,176.91,182.45,187.33,197.14,204.69,214.13,
983.00,84.14,82.40,75.98,71.92,68.65,65.62,60.22,59.26,56.93,55.67,55.89,56.90,59.07,63.02,67.43,73.28,77.55,82.68,88.15,93.60,98.58,105.63,112.53,119.87,127.78,135.07,139.41,141.13,143.97,150.17,154.32,162.37,168.40,172.80,178.72,177.64,178.73,179.89,178.95,178.59,177.02,177.01,178.19,175.91,176.89,180.26,182.30,188.35,194.51,204.12,211.13,219.21,
984.00,87.79,85.63,79.75,73.78,70.03,66.65,62.53,61.89,58.98,59.09,57.65,59.54,61.65,65.62,70.12,74.89,80.53,85.90,91.18,96.67,102.12,108.84,116.29,126.03,132.93,140.76,142.75,145.42,149.30,154.67,160.69,167.53,173.03,178.15,182.70,184.27,184.73,184.92,184.85,184.32,182.33,181.83,182.65,180.28,181.46,184.95,188.68,193.23,200.57,209.17,217.19,228.12,
985.00,91.74,87.55,82.20,77.64,73.02,69.00,64.65,63.93,61.79,60.52,60.14,60.86,63.59,68.13,71.98,77.64,83.52,88.50,94.23,99.19,105.10,112.36,120.02,129.74,135.63,143.73,145.84,151.01,153.32,159.24,164.60,172.91,179.12,185.33,188.28,189.25,188.78,189.61,189.89,189.06,188.12,185.54,186.11,185.90,186.94,191.29,193.53,197.64,204.49,214.73,223.39,234.79,
