Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
647.00,405.61,467.01,402.07,525.71,344.57,301.37,292.45,290.71,285.62,284.53,284.72,284.53,290.22,283.48,276.76,272.24,274.52,281.24,283.21,277.16,255.36,248.12,258.29,257.77,274.25,275.14,253.29,258.42,205.58,194.22,206.25,188.81,185.53,182.11,163.38,164.41,177.97,165.66,154.70,146.88,148.68,164.76,162.76,169.91,152.31,151.55,156.32,150.93,145.44,145.89,160.18,159.76,159.74,157.60,
648.00,404.14,465.33,400.25,521.62,343.96,299.84,290.93,290.18,284.31,282.26,282.53,283.14,288.07,282.99,275.87,269.74,272.28,279.56,281.20,275.85,254.39,247.05,256.44,257.47,273.55,274.55,252.61,256.11,203.72,194.29,205.78,187.87,183.52,181.95,162.42,163.22,177.26,164.67,153.61,145.94,148.00,164.13,162.21,169.03,151.54,150.62,155.86,150.03,144.82,144.98,159.55,159.37,159.24,156.20,
649.00,404.31,464.70,399.12,520.05,342.79,299.95,289.62,289.72,283.60,282.11,282.30,282.91,286.76,282.37,275.41,268.55,271.53,279.70,280.09,275.23,254.69,247.04,255.85,258.32,273.35,274.20,251.69,255.34,203.43,194.43,205.20,187.08,183.02,181.10,161.72,162.22,176.37,164.76,153.30,145.80,147.49,164.33,161.45,168.81,151.15,150.42,155.56,150.13,144.09,144.59,159.16,159.01,158.92,155.67,
650.00,403.30,464.91,398.12,519.44,341.19,299.85,288.57,289.08,283.34,281.54,281.61,282.60,286.25,282.15,275.51,268.58,270.54,279.56,279.59,275.22,254.08,246.32,255.11,257.32,272.99,273.20,252.05,254.18,203.24,194.53,203.93,186.38,182.65,180.49,161.79,162.63,176.44,164.58,152.79,145.71,147.11,164.49,161.23,168.83,150.44,149.55,154.94,150.22,144.04,144.56,158.58,158.78,158.54,155.70,
651.00,403.07,464.26,397.33,520.16,340.93,300.34,288.99,289.40,283.51,281.55,281.27,281.16,287.06,282.78,275.11,268.39,269.07,279.39,279.06,274.78,253.59,245.72,254.04,257.27,272.80,273.96,251.97,254.44,202.19,194.55,204.27,186.67,182.52,180.54,162.15,163.05,175.75,164.55,152.68,145.34,146.30,163.87,160.47,169.00,150.96,149.04,154.73,150.25,143.87,144.53,158.93,158.63,158.64,156.19,
652.00,401.02,461.12,394.71,517.85,340.64,298.11,288.78,287.83,282.88,280.08,279.23,278.97,285.27,281.55,273.02,267.00,266.44,276.90,277.72,272.60,252.36,244.58,252.38,256.37,270.99,272.61,251.68,252.55,200.99,194.29,202.97,185.52,181.55,179.24,161.37,162.21,174.69,163.44,151.74,144.47,145.17,163.58,160.23,167.83,149.98,148.04,153.30,149.30,143.00,144.15,157.75,157.71,157.84,155.08,
653.00,396.95,455.99,390.47,513.32,336.75,294.24,285.53,284.23,280.07,276.94,276.31,275.30,282.56,278.21,269.66,264.87,263.81,273.85,275.16,269.55,249.65,242.07,250.44,254.19,267.85,269.14,248.42,249.22,199.33,192.14,200.88,183.79,180.39,176.27,159.76,160.16,172.09,161.82,150.42,142.86,143.41,161.64,158.37,166.01,148.53,146.86,151.22,147.81,141.76,142.90,155.42,155.90,156.08,153.37,
654.00,390.61,450.36,386.89,506.53,333.42,290.42,282.89,279.95,276.23,273.18,273.01,270.73,280.00,275.82,267.19,261.75,261.32,270.25,272.10,266.59,246.16,238.81,247.49,251.10,265.56,265.57,245.98,247.16,196.12,190.23,198.38,181.50,178.37,174.26,158.44,158.50,169.94,159.79,149.07,141.53,141.86,159.55,156.29,163.86,146.58,144.82,148.98,146.31,140.03,141.68,153.03,153.92,154.13,152.01,
655.00,386.78,445.80,384.44,503.15,331.01,287.65,280.92,277.33,272.87,271.74,270.43,268.06,278.23,273.42,264.68,259.32,259.11,268.72,270.45,263.45,243.77,237.04,245.26,247.95,264.26,263.55,243.04,244.45,194.58,188.72,196.83,180.19,177.53,173.25,157.43,157.53,168.19,158.32,147.72,140.46,141.06,157.80,154.91,162.54,145.16,143.75,147.76,144.68,138.05,139.98,152.19,152.79,152.92,150.95,
656.00,384.98,443.81,383.53,500.32,330.09,285.23,278.91,275.38,271.06,269.98,269.07,267.45,275.74,271.41,263.37,258.49,257.59,267.11,268.89,261.73,241.67,235.36,243.94,246.12,262.81,262.06,241.31,242.72,194.11,186.95,196.10,179.93,176.36,172.40,156.68,156.53,167.63,157.07,146.84,139.92,140.47,157.24,154.82,161.99,143.97,143.34,147.02,143.96,137.50,139.11,151.50,152.03,151.94,150.33,
657.00,385.43,444.84,384.09,499.69,330.54,285.98,277.79,276.43,271.03,270.81,269.77,268.48,276.37,271.18,263.87,259.03,257.61,268.04,268.87,262.38,242.91,235.55,243.07,246.70,262.67,260.88,241.42,242.48,194.40,188.34,196.91,180.90,176.50,172.84,156.86,156.72,167.42,157.32,147.48,140.09,141.11,157.45,154.78,161.84,144.34,144.30,147.42,144.12,138.04,139.30,152.37,152.08,151.89,150.89,
658.00,388.02,448.90,386.37,503.72,332.87,289.57,279.70,279.24,272.74,273.35,272.56,271.09,278.23,273.50,266.50,261.19,260.61,270.55,271.31,265.24,245.04,237.58,245.18,248.28,265.21,262.77,243.32,245.58,196.14,190.40,198.54,182.04,177.74,174.58,158.20,158.40,169.45,158.63,148.71,141.12,142.34,159.12,156.23,163.35,145.65,145.32,148.78,145.48,139.19,140.59,154.06,153.59,153.11,152.70,
659.00,391.43,453.19,389.13,509.42,334.87,292.94,282.00,282.94,275.26,277.34,275.91,274.00,281.18,275.52,268.77,262.74,262.53,272.79,272.82,267.98,247.22,240.18,247.78,250.55,268.02,266.33,245.85,248.19,198.26,192.17,200.24,183.95,179.00,176.74,159.69,159.80,171.43,160.50,150.06,141.92,143.84,160.30,157.75,165.27,147.76,146.67,150.85,146.97,140.55,141.90,156.46,155.04,154.93,154.31,
660.00,394.16,457.15,391.64,512.27,337.55,294.73,284.42,286.12,277.90,278.66,277.60,275.89,283.04,277.82,271.02,264.26,264.12,273.67,274.57,270.11,250.01,242.39,249.79,252.46,270.02,268.87,247.68,250.45,199.46,192.96,201.82,185.13,180.16,178.57,160.79,160.78,172.85,161.84,151.42,142.66,144.82,161.87,159.36,166.46,149.47,147.55,152.22,148.48,141.94,143.20,157.90,156.63,156.23,155.09,
661.00,397.26,459.62,392.43,514.22,338.14,296.08,285.15,288.19,279.03,280.12,279.22,278.11,284.06,279.22,272.75,265.56,265.39,275.40,276.52,271.30,252.77,244.53,251.88,254.60,270.95,270.42,249.38,251.90,200.34,194.01,203.90,184.89,181.99,178.61,161.53,161.43,174.01,163.31,152.72,143.37,145.89,163.04,160.36,167.01,150.82,148.58,153.43,149.75,143.29,144.36,158.30,157.75,158.02,155.25,
662.00,399.02,461.03,394.43,515.26,338.85,297.02,286.77,288.84,280.35,280.62,280.86,279.09,284.40,281.53,274.39,267.28,267.64,275.40,277.86,272.95,253.61,245.73,253.13,256.22,272.11,272.41,250.25,253.13,201.35,194.25,203.54,185.13,183.34,178.63,162.41,161.82,175.28,164.21,153.39,144.04,146.95,163.28,160.97,167.89,151.69,148.92,154.15,150.90,144.20,145.52,158.73,159.14,159.05,156.07,
663.00,401.17,462.00,396.97,516.98,339.63,298.24,289.11,288.98,281.24,282.37,282.06,279.45,286.00,283.04,274.93,268.03,269.17,276.62,278.30,273.44,254.17,246.21,254.52,256.97,271.69,274.39,251.51,254.41,200.94,194.53,204.43,185.71,183.95,179.51,163.53,162.55,176.16,165.30,153.56,145.18,147.41,163.29,161.13,168.25,152.03,149.70,155.10,151.49,144.46,145.67,159.69,159.62,159.96,156.75,
664.00,403.60,463.42,399.09,519.05,341.64,298.17,290.93,289.60,282.11,281.98,282.26,280.35,286.25,283.86,275.88,269.17,269.61,277.77,280.38,274.36,255.67,246.79,255.05,257.28,271.71,275.03,251.70,254.93,201.47,195.51,205.10,186.83,184.69,180.61,163.75,163.19,176.71,165.30,153.84,145.74,147.92,164.14,162.28,168.76,152.00,150.66,155.65,151.79,145.03,146.34,160.10,160.39,160.57,157.22,
665.00,405.68,464.40,400.44,519.66,342.61,298.75,291.29,289.66,282.94,282.36,283.20,280.91,287.10,284.06,276.68,269.63,270.67,279.54,281.40,275.39,256.42,247.44,255.48,258.76,271.35,275.02,252.30,255.79,202.01,195.60,206.13,187.94,184.94,180.29,164.46,163.53,177.18,166.07,154.48,146.31,148.22,164.49,162.60,168.99,152.65,151.40,156.00,152.06,145.97,146.99,160.30,160.30,161.20,157.94,
666.00,405.31,465.35,402.16,521.34,343.02,299.48,293.57,289.83,283.81,283.39,283.75,280.48,288.17,284.84,277.40,270.36,271.61,280.44,281.81,276.71,256.63,247.86,255.40,260.13,271.84,275.06,252.60,255.72,202.78,196.66,206.37,188.49,184.54,180.83,164.86,163.99,177.75,166.43,154.44,146.91,148.55,165.16,163.00,169.95,152.90,151.73,156.01,152.10,145.83,147.71,160.70,160.61,160.98,158.69,
667.00,405.30,466.72,402.41,524.68,343.36,300.75,293.95,290.20,284.63,284.89,284.29,280.88,290.28,284.19,277.77,270.68,272.09,282.18,281.63,277.30,256.55,248.00,257.21,259.22,272.53,275.91,253.02,256.14,204.56,197.86,206.13,188.54,184.96,181.20,165.46,164.37,177.80,166.71,154.82,147.33,148.61,165.66,163.00,170.90,153.19,152.06,156.78,152.35,145.64,147.42,161.26,159.90,161.44,159.16,
668.00,405.47,466.94,403.03,525.52,343.95,299.98,294.18,289.82,284.95,283.79,283.65,280.87,290.16,284.71,277.93,270.80,270.73,281.74,281.35,277.90,256.62,247.61,256.73,258.31,274.21,275.38,252.42,256.43,204.37,197.86,206.40,189.20,184.67,182.01,165.32,164.41,177.72,166.09,155.28,147.05,148.92,166.24,163.25,171.21,153.55,151.93,156.48,152.38,145.70,147.70,161.73,159.98,161.23,159.14,
669.00,405.73,466.81,402.05,524.31,343.26,300.00,292.83,289.90,285.49,284.11,283.28,281.08,290.17,284.75,277.68,270.61,270.61,281.81,280.99,277.04,256.28,247.64,257.01,258.85,274.00,274.65,252.97,256.18,205.02,197.40,206.03,189.13,184.72,181.60,165.20,164.42,177.74,166.30,155.65,147.24,148.53,166.26,162.91,170.99,153.90,152.02,155.97,152.57,145.64,147.29,161.44,159.97,161.34,158.82,
670.00,404.47,466.37,401.42,523.98,342.04,300.46,291.71,289.02,284.45,283.29,283.17,281.95,289.80,285.37,277.19,270.95,270.80,280.59,280.22,276.96,255.94,246.63,257.19,258.58,274.07,274.18,253.23,256.34,205.35,196.96,205.92,189.25,184.26,181.18,164.47,164.22,177.74,166.47,155.35,147.15,148.41,165.87,162.44,171.47,153.18,151.79,155.45,152.90,145.20,147.67,161.54,160.03,161.13,158.83,
671.00,403.85,465.36,400.61,523.26,341.38,300.44,290.91,289.14,284.46,282.63,283.41,280.98,290.04,285.38,277.08,270.18,271.10,280.16,279.65,275.93,255.20,246.21,256.82,257.61,274.74,273.88,252.84,256.29,205.78,197.27,205.22,188.40,184.14,182.09,164.57,164.14,177.20,166.51,155.07,146.77,148.30,165.07,161.89,170.75,152.86,151.10,155.58,152.81,145.15,146.83,161.54,159.44,160.90,158.67,
672.00,404.37,464.73,401.06,522.22,340.89,299.44,290.70,289.33,283.46,281.28,282.96,280.77,289.17,285.63,276.55,269.62,270.95,278.55,280.36,274.81,254.99,246.95,255.37,257.39,274.91,274.20,253.15,255.80,204.60,196.49,204.98,188.41,184.53,182.91,163.95,164.12,176.93,166.10,154.71,146.47,148.04,164.99,162.31,170.00,152.47,151.10,155.35,152.20,145.03,146.48,161.17,159.80,160.54,157.76,
673.00,404.76,464.30,400.21,520.27,340.05,298.97,289.11,290.52,282.51,281.36,284.31,281.41,287.98,284.18,275.64,269.27,271.58,277.96,280.81,273.77,255.04,247.13,254.99,257.52,273.80,273.52,253.85,255.28,204.86,196.01,204.59,188.33,183.98,181.98,163.74,163.35,176.84,166.16,154.66,146.24,147.75,164.68,162.55,169.84,151.96,151.15,155.11,152.14,145.40,146.22,160.45,159.51,160.64,157.49,
674.00,404.10,463.99,400.49,520.23,340.13,299.37,289.59,289.96,281.90,281.24,284.77,281.24,287.44,284.49,275.03,269.15,272.08,278.01,280.90,274.48,255.22,246.65,255.14,257.31,273.01,273.45,253.56,254.15,203.95,195.26,204.78,188.04,183.57,181.00,163.63,163.01,176.37,166.22,154.45,146.00,148.21,164.79,162.73,169.78,151.72,150.58,155.24,152.00,145.43,146.41,160.14,159.60,160.40,157.61,
675.00,403.51,463.63,400.31,520.54,339.89,299.88,290.26,289.65,281.82,282.25,284.47,280.35,287.24,284.03,274.35,268.20,271.58,278.55,280.65,274.60,254.20,246.73,254.76,255.87,272.69,273.55,253.51,253.46,202.72,195.87,204.08,187.30,183.48,181.19,163.90,163.19,176.36,165.79,154.41,146.12,148.18,164.55,162.95,169.15,151.88,150.53,155.55,151.61,145.01,145.81,159.90,159.50,160.36,157.74,
676.00,403.78,463.44,399.85,520.21,340.19,299.87,290.34,288.58,280.92,281.71,283.11,280.74,285.97,283.19,274.19,268.18,270.97,277.78,280.44,274.46,254.17,246.35,254.01,254.25,271.95,274.03,253.58,253.87,202.81,195.82,203.55,187.85,182.95,180.89,163.62,163.14,176.08,164.94,154.46,146.07,147.90,164.91,163.15,169.10,151.58,150.51,155.34,151.27,144.55,146.27,159.84,159.54,160.51,157.57,
677.00,401.86,463.07,398.84,519.50,341.31,299.60,289.64,287.83,281.05,281.59,282.50,280.48,285.66,282.14,273.70,267.20,270.14,278.43,279.00,274.37,254.46,245.30,253.89,253.59,270.90,271.83,251.90,254.26,201.74,195.44,202.85,187.85,182.41,179.96,163.28,162.75,176.10,164.97,153.80,146.05,147.25,164.84,162.65,168.80,151.86,150.48,154.89,151.12,144.21,146.60,160.05,159.14,160.17,158.05,
678.00,401.15,462.56,397.92,520.29,340.57,299.27,289.15,286.99,281.50,280.63,281.27,280.04,285.65,281.96,274.08,266.96,270.45,278.98,278.42,274.14,253.76,245.22,253.94,254.06,270.69,271.41,250.98,253.37,201.77,195.37,203.20,187.04,182.53,178.93,163.03,163.06,176.06,165.15,153.43,146.36,147.25,164.46,162.44,168.49,151.54,150.44,154.75,151.23,143.95,146.83,159.81,158.94,160.09,158.31,
679.00,400.38,462.10,396.66,519.34,339.59,299.63,288.17,286.74,281.42,280.13,280.44,278.84,285.95,281.44,273.91,266.22,269.95,278.29,277.43,273.40,252.17,244.94,252.86,253.57,270.39,272.07,250.46,253.02,202.02,195.10,202.00,185.99,182.68,179.01,162.80,163.00,175.82,164.57,153.17,146.47,146.97,163.91,161.57,168.21,151.29,150.01,154.58,150.70,143.71,146.83,159.93,158.21,159.78,158.00,
680.00,399.88,460.09,396.63,518.29,339.91,298.94,287.92,286.57,280.31,278.71,279.23,278.46,284.78,281.07,273.30,266.16,268.75,277.13,277.06,271.86,250.99,244.41,252.32,253.00,270.16,272.06,248.99,252.55,202.15,194.52,202.21,186.20,182.07,178.82,162.17,162.49,175.29,163.86,152.55,145.94,146.46,163.97,161.60,167.77,150.64,149.70,154.36,150.44,143.26,146.40,159.67,158.11,159.15,157.14,
681.00,399.63,457.87,395.61,516.47,338.48,296.89,285.83,286.34,279.54,277.87,278.84,277.65,284.21,279.64,272.38,265.40,267.20,276.61,276.38,270.92,250.79,244.02,252.16,252.99,269.67,270.92,248.21,251.29,201.53,192.96,202.01,186.22,181.52,178.14,161.77,161.97,175.00,163.67,152.37,145.17,145.98,163.52,161.02,167.53,150.67,149.82,154.27,150.11,143.49,145.90,159.27,157.97,158.71,156.40,
682.00,399.18,455.95,394.81,514.36,336.03,294.99,285.12,285.10,278.35,276.17,278.35,276.55,283.47,279.62,271.95,265.78,267.24,274.88,276.36,270.51,249.53,243.30,250.99,253.17,268.67,271.05,248.05,250.43,201.14,191.32,201.90,186.56,180.70,177.41,161.36,161.26,174.32,163.18,152.59,144.75,145.93,163.09,160.35,167.03,150.22,148.67,153.42,150.13,143.27,145.47,158.26,157.80,157.79,155.42,
683.00,394.52,451.03,390.52,508.47,332.53,292.28,282.64,281.63,274.94,274.35,275.14,274.00,280.84,277.20,268.53,262.70,264.02,271.48,273.72,267.33,247.30,241.26,248.47,250.51,266.20,269.07,245.40,248.21,198.09,189.78,200.56,184.67,178.15,176.37,159.92,159.54,172.42,161.06,150.69,143.06,144.05,161.35,158.40,165.35,148.98,146.76,152.06,148.14,140.98,143.34,156.89,156.09,155.68,153.40,
684.00,386.81,441.54,383.32,498.84,325.61,285.25,277.70,275.60,269.73,268.16,269.30,269.36,274.81,270.97,262.99,258.11,258.98,265.15,268.78,261.86,242.82,236.29,243.38,245.65,261.18,263.93,240.54,243.06,193.37,185.78,196.42,181.14,174.39,173.49,156.49,156.21,169.16,157.38,147.36,139.86,140.52,157.89,155.25,162.14,145.70,143.86,148.76,144.82,137.75,139.83,152.95,152.87,151.99,150.02,
685.00,377.91,431.13,372.55,486.26,317.45,276.93,270.15,269.11,263.21,260.73,262.30,263.14,268.06,263.54,256.03,251.21,252.34,257.98,261.33,254.97,237.56,230.03,236.42,240.07,253.90,257.23,235.25,237.16,188.23,181.46,191.24,176.34,169.83,168.95,152.23,151.44,164.35,153.29,143.45,135.77,136.55,153.06,150.19,157.49,142.00,140.10,144.15,140.35,133.87,135.65,148.35,148.30,147.94,145.44,
686.00,366.95,420.71,362.50,473.83,309.18,270.18,263.94,261.32,256.30,253.15,255.27,255.82,260.08,257.01,248.76,244.36,246.55,251.32,254.17,248.47,231.64,224.10,230.30,234.71,247.78,249.92,228.81,231.59,182.44,176.63,186.37,170.90,165.11,163.56,147.69,146.36,159.22,148.98,139.00,132.37,132.25,148.21,145.87,152.91,137.42,135.65,139.70,136.01,129.48,131.20,143.35,143.47,143.22,141.19,
687.00,355.37,409.85,352.09,461.95,300.71,264.15,256.65,254.83,249.34,247.69,247.16,248.61,252.64,249.35,241.49,236.72,239.28,245.13,247.33,241.66,224.66,217.72,224.48,227.40,241.49,242.95,222.83,225.58,177.87,171.83,182.24,164.88,160.68,158.67,143.59,142.31,154.92,144.59,134.36,127.96,127.96,143.41,141.58,148.89,133.08,131.71,135.91,131.53,125.40,126.86,139.20,138.75,138.93,137.29,
688.00,348.35,402.27,346.28,454.34,296.15,259.27,252.32,250.51,245.22,242.12,242.45,243.56,247.10,244.31,237.84,231.85,233.32,240.01,241.90,237.46,219.94,212.48,219.31,222.34,237.76,238.28,218.01,220.46,174.37,167.54,177.74,160.96,157.96,155.44,140.53,139.48,151.35,141.46,131.43,124.77,125.13,140.59,138.71,145.60,129.80,128.40,132.94,128.56,122.83,124.11,135.99,135.83,135.77,134.25,
689.00,346.96,401.12,344.01,451.33,295.18,257.66,250.46,249.49,243.99,240.54,240.70,241.89,244.88,242.29,236.53,229.98,230.80,239.12,240.20,235.78,219.53,210.65,217.96,220.66,235.97,235.74,215.48,219.49,173.50,167.33,176.57,160.29,157.06,153.65,139.37,138.22,149.84,140.68,130.77,123.45,124.58,140.02,138.08,144.18,128.60,127.91,131.86,127.79,122.12,123.01,135.08,134.93,135.14,133.17,
690.00,347.67,402.13,344.94,452.79,295.61,258.56,250.97,249.64,245.42,241.40,242.27,242.19,245.91,242.95,237.36,231.52,231.94,240.49,241.24,237.15,219.67,211.43,218.84,221.53,237.21,235.54,215.87,220.13,174.41,167.46,177.49,160.40,157.32,153.18,139.84,138.98,150.78,141.16,131.00,124.13,125.29,140.50,139.23,145.28,128.76,128.08,132.30,128.88,122.76,124.15,135.39,135.45,135.66,134.50,
691.00,348.96,404.19,347.16,455.34,297.24,260.40,252.13,251.24,246.78,243.17,244.09,242.71,248.21,243.85,238.82,232.40,232.55,241.28,242.47,239.28,219.75,212.36,220.44,221.44,237.59,237.24,216.33,221.67,175.44,167.71,177.90,161.02,157.83,154.56,140.81,140.43,151.97,141.79,131.72,124.49,126.16,141.39,139.79,145.76,129.55,128.93,133.24,129.83,123.02,125.16,136.37,136.22,136.39,135.49,
692.00,352.26,407.30,349.53,458.65,299.94,261.81,254.81,252.48,248.97,243.72,245.67,243.72,249.75,245.86,240.80,233.80,233.61,241.97,244.11,240.42,222.13,213.77,222.13,222.91,239.25,239.44,217.85,222.71,175.26,169.42,178.56,161.64,159.11,156.58,141.51,141.60,152.98,142.09,132.85,125.56,127.21,142.29,141.41,146.37,130.52,129.84,133.82,130.71,123.32,125.56,137.23,137.23,137.23,136.06,
693.00,354.98,410.62,352.11,460.70,302.15,262.86,256.04,255.61,251.00,246.32,248.17,244.70,251.72,246.91,242.22,236.59,236.55,244.63,247.22,242.50,224.11,215.61,224.55,225.53,240.10,241.71,219.86,224.70,177.38,171.66,179.34,163.59,160.64,157.69,142.75,142.63,154.60,143.58,134.85,126.57,128.46,143.69,142.88,147.51,132.25,131.90,134.67,131.82,125.21,126.88,138.42,138.55,138.85,137.08,
694.00,356.30,413.78,354.94,464.11,304.33,265.44,258.30,257.46,252.56,248.97,251.47,246.85,255.55,250.12,244.02,238.40,239.67,247.09,248.81,244.74,225.71,217.26,227.35,228.02,242.11,243.54,222.40,226.51,179.36,172.70,180.48,165.28,161.38,158.82,143.97,143.67,155.89,145.60,136.09,128.57,129.61,145.20,144.11,149.29,133.52,132.40,135.63,133.48,126.50,128.73,139.36,139.68,139.74,138.60,
695.00,357.99,416.91,357.23,468.14,306.28,267.67,259.66,259.13,253.92,252.22,252.99,248.41,258.24,252.71,246.03,239.83,241.33,249.18,250.92,246.02,227.17,219.28,229.51,228.46,242.99,246.60,223.89,228.83,180.59,174.08,181.89,166.35,162.71,159.43,145.19,144.86,156.96,147.09,137.11,130.12,130.46,145.86,144.86,150.28,134.69,133.43,136.91,134.59,127.61,129.49,141.02,140.27,140.68,139.66,
696.00,360.77,419.32,358.84,471.57,308.31,269.25,261.36,259.84,255.73,253.96,253.92,250.22,258.72,254.37,247.34,241.34,242.57,250.46,252.19,246.72,228.59,219.92,230.28,229.99,245.20,248.49,226.58,229.78,181.64,174.74,183.00,167.05,164.29,161.37,146.05,145.91,158.06,147.84,138.04,131.22,131.87,147.41,145.95,151.56,135.61,134.18,137.63,135.66,129.14,130.49,142.01,141.14,141.43,140.75,
697.00,362.67,420.36,360.57,471.78,309.57,270.48,261.70,261.28,256.48,255.01,255.44,252.50,259.61,255.43,247.70,242.47,243.52,252.50,253.55,247.49,229.93,220.74,230.76,231.18,245.61,248.54,228.04,229.93,183.11,175.38,183.94,168.48,164.93,162.41,146.63,146.32,158.65,148.93,139.21,131.79,132.63,148.93,146.21,152.07,136.91,134.93,138.27,136.60,130.54,131.79,142.87,141.93,142.24,141.93,
698.00,363.49,421.15,360.44,473.50,308.76,271.12,261.90,259.77,256.63,254.37,256.38,253.48,260.07,256.12,247.40,241.74,243.62,253.35,253.48,247.82,230.25,221.81,230.51,231.29,245.78,248.17,228.65,229.93,183.49,175.88,184.81,169.00,166.14,161.80,146.64,146.41,158.66,149.21,139.07,132.50,132.78,148.81,146.13,152.53,136.89,134.86,138.65,137.44,130.72,132.69,142.24,142.18,142.41,142.58,
699.00,363.22,420.40,360.03,473.06,307.31,271.15,261.75,259.67,255.47,253.66,256.21,252.92,259.22,255.07,246.76,241.58,243.65,252.49,253.44,247.12,228.67,221.41,229.33,230.50,245.99,248.90,228.55,229.59,182.98,175.97,185.80,168.70,167.14,161.56,147.15,146.26,159.07,148.73,138.77,132.24,132.60,148.06,145.19,152.45,137.15,134.66,139.05,136.95,130.35,132.49,142.39,141.82,142.54,142.27,
700.00,362.73,419.16,359.87,472.70,306.75,271.39,262.20,258.98,254.70,252.51,254.96,252.07,257.70,253.99,245.94,241.16,242.47,251.24,252.68,246.67,228.26,220.23,228.40,230.24,246.52,248.54,227.92,229.25,183.40,175.59,185.64,167.90,167.77,162.44,146.97,146.53,158.81,147.93,138.54,131.69,132.39,148.79,144.78,152.23,137.13,134.44,139.38,136.36,130.18,132.33,142.17,142.33,142.50,141.46,
701.00,364.00,419.96,360.27,471.76,306.51,271.20,261.83,260.53,253.89,252.42,254.79,252.24,258.57,253.40,246.45,241.57,242.77,252.44,253.08,246.68,229.13,220.93,228.73,230.99,246.37,247.92,226.92,228.94,182.78,177.23,185.38,168.35,168.10,162.81,146.87,146.29,158.26,148.22,139.07,131.05,132.23,148.55,145.03,152.32,137.12,135.36,139.68,136.20,130.10,132.53,142.72,142.72,143.58,141.34,
702.00,365.04,421.88,361.17,472.59,306.37,271.01,261.87,261.19,254.56,253.42,255.69,252.74,259.13,253.88,247.92,242.70,243.37,252.06,253.42,248.63,229.22,221.44,230.38,232.64,246.57,248.84,227.17,229.45,182.87,178.52,185.60,169.39,168.49,162.56,147.37,146.69,158.45,148.97,139.60,131.74,132.87,148.85,145.54,152.85,136.86,135.85,139.50,136.76,130.93,132.87,142.82,143.37,144.63,142.23,
703.00,365.48,422.74,362.43,473.88,306.71,272.64,262.73,262.91,254.53,254.87,256.06,252.87,260.94,255.36,248.71,244.26,244.37,253.42,254.61,249.10,230.24,221.91,232.00,232.83,247.49,249.41,228.07,231.71,183.60,179.15,185.95,170.10,168.28,164.79,148.45,147.22,159.18,149.20,140.18,132.52,133.46,149.53,146.29,153.68,137.13,136.56,140.28,137.08,131.22,132.86,144.78,143.74,145.35,142.26,
704.00,367.53,423.91,363.39,475.46,308.21,272.42,263.53,263.69,255.34,255.98,256.09,254.22,261.75,256.15,250.31,245.66,244.75,253.51,255.75,250.72,231.56,223.07,233.23,233.98,247.25,250.65,227.97,232.44,183.14,179.91,186.91,169.59,169.25,166.70,148.62,148.52,159.76,149.74,140.39,132.65,134.14,151.00,147.96,154.67,137.35,138.08,140.91,137.65,132.18,133.58,145.92,144.63,146.09,142.92,
705.00,369.30,425.78,364.65,475.13,309.60,272.49,262.70,265.07,256.38,256.41,257.17,255.41,262.86,256.44,251.10,246.35,246.38,254.47,256.63,252.03,233.22,224.53,233.73,234.74,247.30,251.03,229.27,232.86,183.70,180.55,186.20,171.22,168.36,167.38,149.07,148.75,160.11,150.29,141.32,132.93,134.88,151.81,148.89,155.70,137.99,138.98,141.26,138.44,133.16,134.68,146.58,144.71,146.88,144.04,
