Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
335.00,227.33,241.16,231.62,256.90,217.90,206.10,200.74,198.76,193.39,190.31,186.24,184.00,184.63,182.85,179.36,177.34,176.87,181.61,181.66,180.48,173.95,170.79,174.72,177.01,180.76,179.38,164.33,164.89,137.59,130.99,132.70,122.35,117.54,116.08,106.01,104.53,110.12,102.02,92.71,86.36,85.73,94.04,92.49,96.31,87.99,87.35,89.23,87.43,83.71,84.71,91.34,90.21,89.99,88.94,
336.00,227.64,241.78,232.00,257.37,217.96,206.00,200.71,199.24,193.65,190.31,186.46,184.35,184.98,182.67,179.48,177.60,176.72,181.70,182.15,180.41,173.84,170.72,174.94,176.80,180.81,179.70,164.28,164.99,137.70,131.18,132.86,122.23,117.45,115.98,106.27,104.91,110.25,102.29,92.76,86.23,85.81,94.38,92.85,96.63,88.27,87.63,89.38,87.74,83.88,84.87,91.67,90.47,90.32,89.07,
337.00,228.87,243.09,233.02,258.97,219.39,206.64,201.25,199.87,194.49,191.24,187.51,184.83,185.99,183.23,180.41,177.93,177.50,182.65,182.85,181.03,174.63,171.33,175.57,177.20,181.60,180.26,164.77,165.47,138.25,131.77,133.37,122.40,118.28,116.63,106.72,105.37,110.93,102.92,93.22,86.61,86.29,94.84,93.32,97.07,88.64,88.10,89.88,88.18,84.43,85.33,92.20,90.83,90.84,89.74,
338.00,232.19,246.58,235.96,262.57,222.16,209.08,203.29,202.19,196.82,193.45,189.46,187.24,188.28,185.72,182.68,180.07,179.63,184.75,185.03,182.89,176.55,173.39,177.64,179.63,183.97,182.37,166.58,167.61,139.73,133.55,135.16,123.90,119.74,117.81,107.95,106.73,112.27,104.12,94.30,87.66,87.50,96.06,94.66,98.31,89.72,89.23,91.14,89.24,85.58,86.43,93.32,92.15,92.10,90.99,
339.00,236.35,251.19,240.00,267.40,225.96,212.43,206.45,205.37,199.92,196.70,192.61,190.07,191.54,189.00,185.64,183.22,182.78,187.70,188.19,185.73,178.99,175.98,180.23,182.45,186.63,185.23,169.28,170.15,142.27,135.66,137.13,126.02,121.75,119.81,109.71,108.48,113.98,105.73,95.88,89.13,89.07,97.78,96.28,100.13,91.20,90.77,92.82,90.62,86.99,87.89,94.98,93.81,93.81,92.40,
340.00,239.41,254.90,243.10,271.39,228.86,214.75,209.25,208.08,202.52,199.24,195.34,192.33,194.14,191.40,188.05,185.49,185.26,190.13,190.54,188.08,181.20,178.11,182.28,184.35,189.00,187.61,171.64,172.33,143.81,137.18,138.70,127.94,123.26,121.20,111.10,109.72,115.43,107.09,97.28,90.32,90.30,99.06,97.58,101.78,92.55,92.05,94.05,92.00,88.19,89.19,96.24,95.01,95.20,93.74,
341.00,240.73,256.55,244.38,273.25,229.86,215.28,209.86,208.37,203.21,199.91,196.43,192.84,194.65,192.36,188.95,186.14,186.15,190.89,191.52,188.91,181.86,178.80,183.28,184.87,189.81,188.20,172.50,173.04,144.31,137.60,139.24,128.41,123.91,121.75,111.41,109.98,116.15,107.50,97.69,90.91,90.93,99.54,97.96,102.14,92.86,92.45,94.59,92.42,88.64,89.48,96.67,95.50,95.64,94.30,
342.00,240.93,256.66,244.83,273.77,229.89,214.93,209.40,208.36,203.17,199.65,196.31,192.83,193.91,192.27,188.98,186.31,185.96,190.61,191.48,188.51,181.49,178.84,182.96,185.00,189.60,187.90,172.46,172.74,144.10,137.28,139.47,128.34,123.67,121.62,111.41,109.83,116.01,107.33,97.58,91.09,90.89,99.50,98.09,102.21,92.73,92.51,94.73,92.51,88.70,89.45,96.81,95.73,95.58,94.26,
343.00,240.87,256.65,244.74,274.08,229.46,214.71,209.22,208.09,202.65,199.57,196.34,192.44,193.70,192.13,188.61,186.09,185.73,190.46,191.24,188.72,181.43,178.63,182.81,184.72,189.13,187.86,172.58,172.64,144.11,136.99,138.95,128.24,123.40,121.66,111.26,109.71,116.05,107.18,97.45,91.21,90.78,99.45,98.18,102.29,92.82,92.56,94.69,92.48,88.59,89.60,96.91,95.78,95.71,94.22,
344.00,240.31,255.78,243.86,273.33,228.50,213.91,208.61,207.36,201.93,198.85,195.54,191.84,192.83,190.91,187.90,185.23,184.96,189.86,190.47,188.15,180.46,177.96,182.16,183.76,188.32,187.46,171.72,172.03,143.51,136.32,138.43,127.63,122.91,121.17,110.86,109.37,115.59,106.81,97.09,90.83,90.51,99.13,97.91,101.92,92.61,92.37,94.39,92.33,88.34,89.32,96.54,95.54,95.48,93.94,
345.00,239.38,254.61,242.90,272.36,227.56,212.59,207.33,206.45,200.83,197.76,194.45,190.82,191.63,189.54,186.92,184.32,183.94,188.92,189.19,187.22,179.34,176.91,181.25,182.75,187.32,186.69,170.76,171.08,142.86,135.84,137.59,126.86,122.64,120.58,110.24,108.82,114.95,106.26,96.59,90.37,90.07,98.71,97.27,101.35,92.12,91.88,93.97,92.05,87.99,89.02,96.30,95.22,94.99,93.54,
346.00,239.76,254.83,243.00,272.95,227.61,212.54,207.27,206.58,200.97,197.63,194.31,190.99,191.35,189.56,186.94,184.10,183.73,188.95,188.82,187.13,179.22,177.08,180.75,182.74,187.17,186.78,170.63,170.66,143.03,135.72,137.81,126.76,122.43,120.46,110.16,108.71,114.79,106.14,96.65,90.46,89.94,98.77,97.45,101.45,92.15,91.93,94.07,92.21,88.08,89.13,96.31,95.34,95.02,93.64,
347.00,241.55,257.00,244.82,275.22,229.13,213.76,208.61,207.74,202.14,198.94,195.35,192.55,193.03,190.95,188.09,185.14,184.85,190.48,190.14,188.37,180.65,178.18,181.86,183.77,188.32,187.75,171.63,171.74,143.82,136.74,138.68,127.62,123.13,121.26,110.86,109.48,115.51,106.92,97.39,91.05,90.57,99.51,98.22,102.20,93.02,92.70,94.81,92.84,88.67,89.84,97.01,96.11,95.89,94.28,
348.00,244.00,259.58,247.29,277.98,231.58,215.89,210.55,209.51,204.06,200.50,197.25,194.25,194.90,192.62,189.76,187.03,186.63,192.23,192.17,190.11,182.22,179.57,183.13,185.19,190.00,189.52,172.84,173.24,145.02,137.93,140.30,129.02,124.27,122.30,111.93,110.44,116.46,108.09,98.47,91.91,91.55,100.70,99.18,103.30,94.03,93.71,95.71,93.85,89.67,90.89,98.02,97.11,96.95,95.30,
349.00,246.07,262.67,249.64,281.26,233.70,217.51,212.38,211.50,205.64,202.42,199.17,196.01,196.85,194.79,191.21,188.84,188.27,193.97,193.99,191.64,184.14,180.91,184.91,186.75,191.98,191.03,174.52,174.83,146.06,139.32,141.47,130.27,125.41,123.58,112.80,111.30,117.74,109.26,99.43,92.87,92.48,101.89,100.05,104.45,94.97,94.69,96.68,94.82,90.66,91.82,99.16,97.95,97.82,96.45,
350.00,249.55,266.62,253.11,285.34,236.70,220.13,215.00,213.75,208.24,204.81,201.64,198.59,199.46,197.33,193.91,191.22,190.67,196.15,196.59,193.79,186.37,183.03,187.10,189.23,194.07,193.22,176.62,176.98,148.00,141.10,143.44,131.92,126.72,125.25,114.13,112.77,119.26,110.74,100.70,94.16,93.67,103.32,101.57,105.80,96.30,95.98,98.06,96.13,91.90,92.98,100.38,99.26,99.22,97.81,
351.00,254.60,272.44,258.23,291.52,241.47,224.67,219.04,217.74,211.99,208.65,205.49,202.50,203.49,201.42,197.62,195.07,194.55,199.85,200.62,197.53,189.99,186.19,190.77,193.02,197.84,196.71,180.18,180.35,150.53,143.54,146.19,134.46,129.33,127.64,116.31,115.08,121.58,113.02,102.76,96.06,95.60,105.42,103.53,108.02,98.33,97.92,100.07,98.02,93.82,94.94,102.54,101.35,101.40,99.77,
352.00,259.08,277.33,262.66,297.17,245.47,228.39,222.78,221.39,215.21,212.14,208.95,205.57,206.82,204.85,200.59,198.59,197.92,202.96,203.92,201.00,192.96,189.18,193.92,196.10,201.11,200.02,183.44,183.48,152.82,145.76,148.56,136.82,131.41,129.88,118.24,117.03,123.71,114.92,104.53,97.73,97.29,107.46,105.37,109.96,100.05,99.47,101.87,99.72,95.57,96.54,104.38,103.23,103.21,101.53,
353.00,261.34,280.04,264.85,300.39,247.33,229.93,224.74,223.25,216.85,213.83,210.39,207.09,208.36,206.34,202.23,200.11,199.52,204.48,205.52,202.51,194.24,190.53,195.74,197.56,202.47,201.45,185.00,184.89,154.11,146.90,149.62,137.64,132.54,130.93,119.13,118.03,124.75,115.91,105.40,98.58,98.13,108.40,106.14,110.89,100.81,100.21,102.76,100.53,96.35,97.33,105.37,104.18,104.08,102.61,
354.00,261.27,279.27,264.39,299.90,246.44,229.13,223.72,222.48,216.28,212.78,209.73,206.34,207.38,205.57,201.77,199.23,198.70,203.59,204.64,201.71,193.37,190.15,195.13,197.06,201.88,200.50,184.53,184.54,153.54,146.43,149.00,136.98,132.16,130.25,118.81,117.61,124.23,115.45,105.08,98.27,97.92,108.01,105.94,110.50,100.62,99.83,102.37,100.33,95.96,97.01,105.18,104.07,103.78,102.31,
355.00,257.22,275.08,260.28,295.79,242.33,225.51,220.00,218.79,212.76,209.29,206.14,202.99,203.92,202.46,198.36,195.79,195.50,200.38,201.41,198.48,190.45,186.86,191.84,193.67,198.65,196.90,181.43,181.47,150.94,143.90,146.69,134.84,129.97,128.06,116.87,115.66,122.25,113.58,103.48,96.80,96.41,106.26,104.33,108.78,98.98,98.34,100.76,98.66,94.53,95.43,103.68,102.53,102.21,100.55,
356.00,251.98,269.49,255.09,290.07,237.07,220.91,215.21,213.93,208.33,204.84,201.81,198.65,199.86,197.77,194.09,191.60,191.56,196.24,197.23,194.36,186.16,182.94,187.64,189.40,194.36,192.79,177.31,177.64,147.79,140.89,143.54,132.03,127.29,125.56,114.42,113.08,119.53,111.24,101.24,94.66,94.45,103.98,102.31,106.59,96.93,96.53,98.63,96.73,92.62,93.57,101.56,100.36,100.07,98.53,
357.00,247.62,265.14,250.56,284.98,232.71,216.61,211.19,209.56,204.53,200.97,198.05,195.04,196.21,193.74,190.68,187.88,187.90,192.66,193.41,190.68,182.66,179.39,184.04,185.62,190.59,189.20,173.74,174.40,145.17,138.29,140.87,129.79,125.07,123.16,112.23,110.99,117.15,109.18,99.35,92.92,92.97,102.03,100.40,104.60,95.15,94.85,96.68,94.99,90.89,91.93,99.67,98.49,98.15,96.93,
358.00,243.54,261.02,246.92,280.75,228.82,212.70,207.38,205.79,201.23,197.58,194.74,192.02,192.74,190.63,187.49,184.39,184.57,189.37,190.19,187.14,179.49,176.45,180.78,182.40,187.18,185.95,170.78,171.45,142.24,135.90,138.34,127.48,123.01,121.14,110.41,109.00,115.21,107.39,97.75,91.29,91.32,100.21,98.82,102.89,93.65,93.29,95.15,93.50,89.34,90.35,97.91,96.72,96.45,95.19,
359.00,242.89,261.28,246.68,280.81,228.60,212.12,206.65,204.92,200.91,197.07,194.37,191.93,193.00,190.43,187.06,184.06,184.36,188.77,189.65,186.83,178.84,175.69,179.98,182.02,186.63,185.35,170.03,170.81,142.00,135.50,138.33,127.57,122.75,120.83,110.01,108.88,114.90,107.17,97.67,91.14,91.18,99.88,98.72,102.84,93.46,93.16,95.06,93.23,89.33,90.33,97.70,96.55,96.45,95.00,
360.00,247.44,266.34,251.37,286.65,232.75,215.94,210.54,208.55,204.10,200.62,198.05,195.45,196.77,193.87,190.51,187.59,187.47,192.17,192.90,190.39,181.98,178.74,183.16,185.18,190.07,188.94,173.01,173.79,144.45,137.74,140.75,129.68,124.98,122.85,112.02,110.90,117.16,108.95,99.38,92.77,92.88,101.92,100.56,104.82,95.17,94.74,96.87,94.83,90.92,92.14,99.44,98.43,98.26,96.86,
361.00,252.78,271.82,256.59,292.80,237.37,219.61,215.05,212.85,208.04,204.81,201.96,199.40,201.06,198.09,194.20,191.41,191.11,196.01,196.62,194.12,185.52,182.06,186.82,188.67,193.88,192.71,176.75,177.43,147.28,140.56,143.55,132.21,127.41,125.14,114.38,113.27,119.64,111.03,101.46,94.67,94.79,104.09,102.64,107.07,97.16,96.55,98.88,96.95,92.79,94.01,101.54,100.50,100.37,99.00,
362.00,259.15,278.75,263.10,300.66,243.19,224.94,220.19,218.45,213.26,209.88,207.11,204.27,206.13,203.25,199.07,196.32,195.90,200.79,201.35,198.73,190.12,186.60,191.40,193.44,199.01,197.53,181.14,181.88,151.05,143.98,147.29,135.03,130.69,128.06,117.21,115.94,122.60,113.81,104.00,97.17,97.08,106.68,105.26,109.77,99.61,99.02,101.50,99.67,95.21,96.45,104.29,103.14,102.98,101.57,
363.00,269.80,290.37,273.19,313.09,252.74,233.73,228.73,226.85,221.34,217.92,215.24,212.12,214.16,211.36,206.70,204.05,203.71,208.70,209.04,206.47,197.57,193.79,198.80,201.03,207.03,205.00,188.17,189.17,157.07,149.68,153.00,140.03,135.72,132.78,121.63,120.50,127.35,118.14,108.09,101.18,100.96,111.12,109.60,114.26,103.57,103.10,105.54,103.67,99.22,100.37,108.62,107.51,107.17,105.62,
364.00,281.55,302.52,284.42,326.39,262.89,243.51,238.04,236.01,229.86,226.81,224.03,220.36,222.71,219.85,215.10,212.47,211.89,217.58,217.59,214.92,205.98,201.47,207.13,208.88,215.18,213.76,195.84,196.87,163.69,155.70,159.14,145.64,141.27,138.20,126.70,125.35,132.61,123.03,112.51,105.44,105.06,115.93,114.16,119.12,107.80,107.64,109.93,108.06,103.51,104.67,113.16,112.05,111.82,110.01,
365.00,290.55,312.21,293.18,336.62,270.79,250.93,245.35,243.11,236.94,233.60,230.65,227.21,229.37,226.64,221.40,218.85,218.37,224.31,224.36,221.43,212.42,207.65,213.47,215.16,221.85,220.30,202.18,202.93,168.51,160.31,163.89,150.10,145.79,142.61,130.59,129.20,136.61,127.01,116.00,108.68,108.48,119.58,117.85,123.03,111.25,111.00,113.32,111.68,106.95,108.10,116.87,115.63,115.43,113.65,
366.00,298.08,321.36,300.78,345.92,278.28,257.42,251.35,249.40,243.02,239.55,236.57,233.11,234.60,232.22,227.48,224.05,223.99,230.03,230.01,226.91,218.09,213.18,219.36,220.58,227.55,226.23,207.38,208.26,172.79,164.49,167.92,153.98,149.72,146.38,133.87,132.58,140.22,130.39,119.11,111.61,111.48,122.74,121.06,126.29,114.15,114.07,116.39,114.45,109.77,111.05,120.06,118.90,118.57,116.73,
367.00,303.58,327.44,306.44,352.79,283.38,261.84,255.44,253.62,247.26,243.53,240.57,237.35,238.56,236.35,231.52,227.84,227.80,234.23,234.29,230.91,222.03,216.77,222.99,224.42,231.51,230.06,211.19,211.75,175.42,167.49,170.67,156.99,152.29,149.05,136.34,135.08,142.85,132.82,121.41,113.66,113.45,125.07,123.37,128.77,116.33,116.10,118.58,116.31,111.97,113.14,122.25,120.97,120.94,118.91,
368.00,305.72,329.88,308.43,355.31,284.92,263.56,257.01,255.06,248.55,244.95,241.85,238.67,240.13,237.74,233.05,229.50,229.06,235.89,235.59,232.52,223.54,217.87,224.20,225.68,232.64,231.60,212.55,212.86,176.44,168.37,171.84,158.21,153.26,149.95,137.18,136.02,143.88,133.71,122.18,114.35,114.35,125.90,124.26,129.68,117.34,116.78,119.42,117.14,112.63,114.05,123.08,121.68,122.02,119.80,
369.00,303.90,328.18,306.64,353.75,283.14,261.89,255.51,253.41,247.09,243.47,240.25,237.44,238.77,236.10,231.63,228.04,227.67,234.13,234.33,231.07,222.05,216.51,222.58,224.04,231.24,230.11,211.64,211.39,174.98,167.41,170.77,157.37,152.15,149.33,136.24,135.26,143.10,132.99,121.48,113.72,113.76,125.29,123.64,128.91,116.92,116.05,118.94,116.60,111.97,113.52,122.49,120.97,121.24,119.24,
370.00,298.57,322.80,301.65,348.45,278.29,257.25,250.78,249.05,242.80,238.94,236.10,233.03,234.54,231.80,228.00,223.91,223.69,229.85,230.34,227.03,217.96,212.69,218.62,220.16,226.93,226.24,208.00,207.77,172.09,164.51,167.97,154.82,149.54,146.73,133.79,132.86,140.65,130.76,119.47,111.89,111.86,123.16,121.53,126.55,114.92,114.17,117.06,114.64,109.99,111.58,120.42,118.99,119.18,117.35,
371.00,290.72,313.87,293.67,339.45,270.34,250.07,243.80,241.66,235.92,232.05,229.39,226.47,227.89,225.53,221.30,217.79,217.14,223.28,223.92,220.72,211.77,206.69,211.89,213.91,220.55,219.31,202.03,202.03,167.21,159.95,163.15,150.36,145.15,142.62,130.10,129.09,136.69,127.19,116.07,108.95,108.77,119.84,118.09,123.04,111.93,111.01,113.92,111.67,106.90,108.43,117.18,115.60,115.83,114.16,
372.00,282.67,305.38,285.51,329.93,262.49,243.04,236.77,234.59,228.70,225.53,222.39,219.93,221.63,219.04,214.93,211.91,211.03,216.73,217.08,214.48,205.21,200.25,205.70,207.54,213.65,212.82,196.45,196.50,162.38,155.22,158.43,146.04,140.90,138.60,126.24,125.44,132.83,123.36,112.73,105.85,105.80,116.49,114.82,119.54,108.85,108.06,110.78,108.54,103.79,105.44,113.87,112.64,112.58,110.91,
373.00,276.83,299.25,279.66,323.74,257.24,237.92,231.98,229.90,224.02,220.84,218.11,215.30,217.36,214.29,210.51,207.13,206.60,211.87,212.80,209.99,200.76,195.85,201.29,202.99,209.52,208.54,191.97,192.25,159.23,152.09,155.08,143.06,137.90,135.79,123.75,122.73,129.90,120.91,110.50,103.61,103.69,114.07,112.33,117.06,106.52,105.87,108.59,106.34,101.82,103.29,111.62,110.52,110.11,108.74,
374.00,276.80,299.35,279.40,323.88,257.37,237.66,231.56,229.57,223.83,220.63,217.94,215.01,217.14,214.37,210.18,206.62,206.48,211.85,212.44,209.55,200.34,195.69,201.03,202.85,209.22,208.22,191.35,192.28,159.10,151.80,155.06,142.96,137.95,135.50,123.70,122.51,129.79,120.72,110.42,103.57,103.67,114.00,112.31,116.89,106.34,105.86,108.49,106.29,101.72,103.07,111.64,110.54,110.05,108.82,
375.00,283.86,307.00,286.10,332.08,263.68,243.21,236.76,235.00,229.12,226.14,222.79,220.25,222.26,219.62,215.15,211.75,211.54,216.84,217.46,214.51,205.05,200.26,205.73,207.51,214.41,212.81,195.76,197.06,162.99,155.41,158.71,146.26,141.09,138.73,126.68,125.44,132.92,123.64,113.09,106.17,106.08,116.84,115.15,119.85,109.04,108.54,111.19,108.96,104.22,105.58,114.38,113.33,112.86,111.39,
376.00,293.23,317.46,295.34,343.26,272.40,251.19,244.40,242.79,236.65,233.54,230.11,227.10,229.71,226.98,222.22,218.78,218.54,223.83,224.82,221.69,211.71,206.70,212.68,214.47,221.36,219.73,202.42,203.73,168.23,160.33,163.84,151.21,145.53,143.20,130.70,129.44,137.16,127.77,116.88,109.61,109.58,120.78,119.06,123.94,112.63,112.16,114.87,112.47,107.67,109.20,118.20,117.15,116.75,115.00,
377.00,302.22,327.03,304.14,354.41,280.62,258.32,251.77,250.10,243.95,240.53,237.23,233.72,236.59,233.61,228.93,225.15,224.95,230.47,231.87,228.31,218.14,213.16,218.93,220.85,228.26,226.58,208.28,209.80,173.12,165.01,168.78,155.63,149.96,147.39,134.58,133.12,141.20,131.69,120.41,112.83,112.90,124.39,122.56,127.73,116.03,115.53,118.27,115.94,110.91,112.42,121.75,120.61,120.31,118.53,
378.00,308.01,333.51,310.42,361.43,286.07,263.00,256.02,254.82,248.40,245.08,241.49,238.18,241.06,238.07,233.16,229.38,228.89,234.92,236.00,232.43,221.94,217.36,223.12,224.95,232.17,230.75,212.62,213.77,176.13,167.99,172.06,158.36,152.69,150.21,137.01,135.59,143.97,134.20,122.59,115.10,115.02,126.85,125.07,130.35,118.17,117.69,120.51,118.28,113.13,114.52,123.95,122.83,122.74,120.89,
379.00,305.25,330.41,307.77,358.32,282.93,260.27,253.27,252.34,245.99,242.49,238.95,235.79,238.37,235.38,230.77,226.98,226.13,232.29,233.71,230.20,219.58,215.20,220.66,222.57,229.77,228.40,210.89,211.43,174.00,165.98,170.15,156.67,151.07,148.69,135.52,134.20,142.54,132.96,121.23,113.95,113.85,125.57,123.94,129.23,117.13,116.52,119.38,117.17,111.96,113.42,122.61,121.54,121.48,119.78,
380.00,291.97,315.98,294.47,343.06,270.52,248.86,241.99,241.07,234.91,231.66,228.44,225.33,228.02,224.87,220.36,216.80,215.86,222.17,223.10,219.87,209.65,205.47,210.79,212.64,219.50,218.19,201.83,201.92,166.11,158.48,162.35,149.49,144.37,141.85,129.46,128.23,136.30,126.99,115.83,108.89,108.94,120.13,118.39,123.65,111.99,111.46,114.03,111.95,107.06,108.43,117.25,116.12,116.19,114.64,
381.00,276.98,299.71,279.67,325.63,256.51,235.80,229.27,228.34,222.45,219.40,216.40,213.76,216.32,212.80,208.81,205.35,204.61,210.63,211.18,208.18,198.53,194.68,199.55,201.21,207.82,207.07,191.08,191.26,157.27,150.25,154.07,141.61,136.78,134.53,122.82,121.51,129.25,120.23,109.82,103.15,103.40,113.92,112.17,117.30,106.25,105.73,108.15,106.27,101.59,102.80,111.28,110.10,110.07,108.85,
382.00,264.38,286.55,267.46,311.45,245.16,225.35,218.79,218.03,212.38,209.48,206.69,204.28,206.62,203.32,199.31,195.92,195.32,201.12,201.37,198.52,189.57,185.78,190.57,192.03,198.52,197.59,182.25,182.46,150.19,143.40,147.01,135.36,130.57,128.48,117.35,116.14,123.43,114.85,104.87,98.62,98.88,108.86,107.27,112.03,101.54,101.08,103.34,101.60,97.19,98.28,106.50,105.27,105.22,104.08,
383.00,255.05,276.44,257.94,300.77,236.14,216.84,210.52,209.66,204.66,201.33,199.03,196.71,198.77,195.93,192.01,188.49,188.29,193.77,194.10,191.14,182.50,178.96,183.44,185.06,191.23,190.22,175.59,175.52,144.72,138.06,141.51,130.46,125.93,123.71,112.93,111.90,118.91,110.65,101.05,95.05,95.40,104.81,103.31,107.84,98.00,97.49,99.65,97.81,93.60,94.74,102.76,101.49,101.42,100.30,
384.00,251.03,272.68,254.18,296.28,232.72,213.05,206.99,206.15,201.16,198.09,195.75,193.55,195.75,192.90,188.91,185.80,185.68,190.93,190.86,188.18,179.37,175.59,180.39,182.20,187.99,187.23,172.50,172.67,142.69,136.15,139.24,128.47,124.03,121.82,111.19,110.24,117.01,108.83,99.63,93.66,94.03,103.31,101.68,106.20,96.51,96.07,98.19,96.20,92.23,93.43,101.41,100.13,100.06,98.70,
385.00,254.86,277.39,258.17,301.15,235.96,216.00,210.34,209.16,203.97,201.37,198.98,196.44,198.80,195.96,191.84,188.63,188.58,193.72,193.76,190.99,182.12,178.37,183.24,185.04,190.87,190.22,174.86,175.19,145.02,138.30,141.31,130.37,125.87,123.82,112.89,111.92,118.86,110.49,101.30,95.12,95.44,105.04,103.30,107.85,98.15,97.43,99.75,97.80,93.76,94.93,103.01,101.86,101.48,100.17,
386.00,262.68,286.16,265.76,310.69,242.83,222.29,216.51,215.46,210.09,207.45,205.11,202.33,204.74,201.83,197.53,194.23,194.15,199.32,199.74,196.66,187.58,183.39,188.76,190.57,196.75,195.91,180.01,180.40,149.50,142.44,145.44,134.36,129.77,127.76,116.20,115.30,122.44,113.91,104.40,98.11,98.34,108.21,106.57,111.12,101.13,100.43,102.81,100.80,96.77,97.80,106.19,105.17,104.52,103.24,
387.00,272.88,297.34,275.72,322.64,251.60,230.32,224.51,223.22,217.79,215.20,212.62,209.93,212.43,209.41,204.92,201.46,201.36,206.44,207.19,203.87,194.39,190.30,195.74,197.82,203.90,203.29,186.97,187.07,155.29,147.81,151.04,139.23,134.70,132.60,120.55,119.62,127.01,118.18,108.39,101.92,101.87,112.38,110.58,115.34,105.01,104.16,106.71,104.65,100.38,101.45,110.25,109.11,108.47,107.07,
388.00,284.45,310.08,287.23,336.75,262.16,240.04,234.18,232.49,226.69,224.43,221.44,218.61,221.43,218.16,213.41,209.86,209.78,215.05,215.75,212.56,202.51,198.15,203.82,206.02,212.39,211.72,194.53,195.05,161.77,153.98,157.30,145.11,140.13,138.10,125.62,124.63,132.38,123.17,112.89,106.31,106.10,117.35,115.34,120.40,109.42,108.58,111.18,109.14,104.66,105.83,115.01,113.91,113.18,111.67,
389.00,294.01,320.41,296.63,348.44,271.02,248.18,241.85,240.19,234.19,231.63,228.60,225.44,228.91,224.98,220.35,216.83,216.39,221.99,222.92,219.80,209.20,204.72,210.49,212.66,219.49,218.74,201.25,201.83,166.87,158.85,162.30,149.64,144.72,142.83,129.70,128.57,136.78,127.33,116.65,109.78,109.64,121.22,119.25,124.70,113.05,112.14,114.97,112.82,108.23,109.38,118.93,117.72,116.94,115.47,
390.00,295.17,321.42,297.47,350.06,271.88,248.60,242.51,240.89,234.87,231.85,229.21,225.82,229.40,225.37,220.83,217.22,216.83,222.59,223.35,220.54,209.85,205.13,210.93,212.73,220.03,219.24,202.16,202.37,166.92,159.15,162.74,149.88,145.24,143.18,130.05,128.82,136.99,127.74,116.96,110.13,110.13,121.56,119.72,125.10,113.29,112.47,115.37,113.19,108.55,109.86,119.27,117.95,117.47,116.02,
391.00,290.03,316.00,292.18,343.94,266.81,243.81,237.96,236.20,230.50,227.40,224.88,221.75,224.87,221.26,216.75,213.14,212.68,218.46,219.12,216.40,205.96,201.50,206.92,208.65,215.68,214.95,198.33,198.61,163.83,156.17,159.73,147.05,142.60,140.39,127.64,126.44,134.61,125.43,114.83,108.12,108.09,119.40,117.49,122.82,111.18,110.43,113.27,111.05,106.59,107.89,116.98,115.69,115.47,113.85,
392.00,285.28,310.82,287.20,338.61,262.37,239.47,233.71,231.97,226.29,223.12,220.81,217.79,220.72,217.27,212.84,209.44,209.04,214.85,215.23,212.83,202.28,197.58,203.10,204.76,211.66,210.96,194.86,194.96,160.84,153.44,157.03,144.46,140.11,137.84,125.45,124.22,132.18,123.24,112.85,106.18,106.30,117.43,115.42,120.82,109.23,108.55,111.35,109.08,104.79,106.11,114.98,113.79,113.64,112.00,
393.00,277.54,302.42,279.29,329.48,255.01,232.66,226.84,225.36,219.55,216.59,214.54,211.44,214.68,210.99,206.71,203.74,203.12,208.72,209.02,206.87,196.51,191.68,197.40,198.50,205.58,205.09,189.44,189.58,156.15,148.96,152.42,140.10,136.27,133.98,121.92,120.55,128.46,119.74,109.86,103.22,103.35,114.20,112.20,117.47,106.32,105.62,108.22,106.12,101.83,103.31,111.69,110.55,110.57,108.96,
