DayOfYear,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
94,0.0,0.0,0.0,0.0,0.0,47.66834414849764,197.48197932243346,264.20261942702916,335.6817987920716,421.4617425918579,422.2536610722558,425.5850593231327,407.9376064503682,377.31448655434957,324.52105421856237,257.63580397084024,220.373805470136,81.67744041904807,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,21.58926928261962,115.43313405849604,221.5249480114011,345.3691804207232,371.6362278357148,261.6494875939272,304.93439577837415,308.84790664189785,269.3013351925527,241.25454917997587,182.92631814362235,157.24745313922773,77.61182881168061,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,64.70301072261354,253.63213463069505,353.74985976176447,421.90337299108506,428.1913091659546,427.1682764053345,393.51471457481387,502.58638146957384,502.5274388715625,406.758645477891,359.7151392757893,250.14843690656124,102.05064230465504,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,69.68677427342331,334.1274869610206,470.3877342921449,561.5539797018703,603.7668705613353,603.9347812155262,606.7324098050594,580.7965944766999,582.723856163025,485.0579253911972,402.84869899749754,346.9722305059433,157.4849323272705,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,119.20008393154421,424.02216796875,618.3327239990234,678.3035179138184,693.6625215530396,678.2831497192383,694.6114585638046,615.9770736455918,542.9230076789856,474.37228798270223,449.77868006229403,362.5007349252701,151.85766395665706,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,89.6073310858224,341.9892334864959,478.0745305918157,559.36270907633,626.2960347890854,675.8115761158872,642.3317079280503,604.1690063346119,561.8194164031186,540.9149242257361,461.22511411566376,396.4178454041481,170.30446323156357,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,147.10869362391531,408.9893460315652,520.2913324992171,555.9795144630596,608.8995314717292,577.1900689125061,588.5508481502533,629.1325100421906,531.7250940918923,445.97704401016233,378.9001290798187,315.0240305423737,138.51812079548836,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,120.09204208329982,353.93334877863526,480.2317203640938,552.9466084480285,581.6218621253968,634.6215649545193,665.4903369382024,657.16890348827,602.3533708333969,562.1520739197731,483.52382520437243,401.54073724746706,166.97566576004027,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,130.32987011149527,413.2972543001175,558.3713605105877,612.6948552131653,653.8418747425079,682.4137458324433,626.9819724917412,601.0537316322327,533.1154870510102,514.3108292758465,475.81351251451014,374.43122079372404,150.52994771786035,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,88.13514881773246,313.8234037070239,431.94359707298133,491.67407938241956,545.566346052289,575.0495712224395,514.4156496196986,499.66013096272945,503.71322444304826,437.00007089436986,365.28203843655064,299.21980546712877,135.92684243917466,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,130.44043704003562,367.5101457341003,502.1199392646551,654.6171348333359,605.398681974411,578.6660581300035,551.8875282302499,560.0715592585505,512.5254001915455,359.1448349938728,295.0560591819114,276.1530591093004,146.00205212515138,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,117.07080670762807,311.0255060732452,436.1188217636198,468.4138599522412,503.80773963017754,490.64582274469865,492.5543297527649,503.6895324841142,454.7269126176834,428.87904119201704,342.97653589504625,270.4151772737503,123.2876152932644,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,103.21165395192801,353.3002509541393,447.5030707624543,490.6829166692216,493.8040637582541,460.53539371055666,491.3287473109314,467.52094211404375,477.73573877182787,440.46712356248537,348.50442961698764,250.22582955524996,130.67266378771316,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,102.59506114075498,322.34795246612856,382.47982131351466,400.33983091248666,402.1248969569573,479.4832806464559,500.9445218403125,520.8793451115489,493.2032763782539,346.6286525011063,223.91945271807882,214.90383753180504,121.32970768492669,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,156.6881718105888,395.4677296651956,528.7322811405039,604.036450984329,538.5161861598492,577.617169046402,500.0525652885437,510.47168723344805,465.40803361535075,442.7025280673755,419.39033575602224,301.05945266075435,141.05053734779358,0.2974322894006036,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,2.2046342564863153e-07,112.49343612357043,322.6793138156645,474.44386858418585,553.1754189014434,569.8692863464355,641.862809753418,633.1825429916382,591.3774841308593,630.7155090332031,476.45550706386564,437.85231533050535,427.55357456207275,220.274893951416,0.8381271809339523,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.4872636085856004,150.20617885971288,360.44031839848094,463.1846676171388,509.2157280327838,508.7247384842496,524.742023076117,590.1964131355286,584.4831258296966,539.4536876499653,466.44515391886233,434.45934768915174,337.91533771753313,183.17321006854945,1.2861526502197262,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.9823681921434855,149.77152318973094,301.90573556423186,424.22583633996544,452.393279530108,573.3352500915528,596.0922817230224,490.23395738601687,528.4219278335571,476.33874850273133,427.24569442495704,388.4540722727776,314.436985142529,172.0007419988513,1.7074243334311223,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,1.3715266422977321,155.45721587874053,390.37986244037745,504.8749968410586,566.0466202029493,613.3549869554117,617.6354914786294,643.1766493983566,594.5955382883549,547.1281709512463,503.6902915048413,417.1926752012223,344.08062331080436,189.8898747444153,2.289994544815272,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,2.155892360024154,152.55384158879497,375.23000729692006,535.4909828186102,574.5033508778185,628.8705649372838,603.3210090460354,628.6514140876168,667.083165902696,609.8583889417121,524.256286967895,456.64405621862386,375.19165830612184,198.69191637039185,2.9838182024657725,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,2.7295476177842084,157.60099196992815,412.7978476341814,529.1122899033129,580.9357550293207,573.041830700636,527.1916381269693,484.47874242663386,549.5469009190798,564.4411486744881,587.9594677809625,508.32890447671525,381.7276910211891,174.02622131705283,3.697014954313636,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,3.286682749877241,168.31962847323157,390.60856323969784,475.4609029248357,540.2039557554497,508.1842790895142,527.9609959490597,561.4203902557492,562.7178988505154,557.2343051870819,497.27186656882986,434.5133209178224,376.1320563102141,186.77726761102676,4.302274259703699,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,5.538144112970182,168.2776002764702,341.05500848482325,428.8887344984105,535.2487174571579,555.6262180473656,567.5109912850545,558.6219077541479,570.7688318759203,562.2231045980006,520.3310047030915,465.80723099298774,368.6656289577484,232.73754789829255,7.049563470482826,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,6.481659808947316,180.7564943730904,383.673809575845,484.0217408260751,549.4816717026798,580.4863413104215,615.8608409555505,631.0587435696274,621.0974282860756,556.4954752378165,502.4380603387952,428.7229322642088,389.6627207693644,209.54844784736633,6.585083824396134,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,4.405730510180516,143.0306801155196,445.42373401354996,510.67331714630126,592.4430433273316,580.8030479624867,558.1426174163819,481.38704481124876,469.48564729690554,480.4581654191017,445.2605206906795,402.34320462420584,341.1365391731262,192.2162251570926,7.109795022853615,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,5.867688489446488,143.2613886774116,372.8189231723547,481.9025080808351,531.337191558248,549.7378546476364,533.1879917144776,583.4139264583588,563.7347188949585,534.7911015987396,491.6643201455474,430.9809179030359,337.06148676872255,213.6319580078125,8.585287947012693,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,6.422061322764255,156.6617549448565,309.9200099666976,410.25989354728307,451.27611531168225,489.82294880580156,529.8640557900071,522.9921070426702,500.0617666482925,484.9562042117119,474.927979695797,447.91457623690366,340.76654961295424,205.1297583371401,9.797240199569206,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,10.111894231231668,202.27336952420487,420.0574834831106,550.743415516615,644.9500222750939,693.9657860104577,639.6791607054765,656.8988316800445,571.1315303702198,593.316639444216,535.2074432752095,510.2084437092766,427.50260497033594,229.7794772386551,9.516984901018441,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,9.599403024077375,173.5308491706848,378.8658168276728,509.1828948788345,602.981877887249,639.1585862874985,658.3459991931916,616.0142426530831,582.646303665638,500.5508538365364,499.6977768421173,426.42743955571206,363.1776371533051,226.10640659332276,12.495589696615934,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,14.491219510816155,216.0200620653609,410.94096520218517,476.71837493535133,531.3504654485732,563.8728625511751,569.1471611802466,534.6335738912225,547.3176436662674,502.6101687908173,409.35092638134955,358.1806708097458,283.47093374729155,194.6278920173645,13.701645702123642,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,9.297975605690372,155.3173168594443,337.63010339587925,412.307627891656,416.43052494400763,437.77876873016356,414.3286450933665,442.9558187395334,437.85158867836,396.0328020587149,320.6872389788783,277.08325719853167,240.94722422398627,158.58154146671296,10.950088829600352,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,6.602882514285739,107.94452494871476,310.2790247641504,426.32142402752817,522.2947918002552,523.0006656531244,516.1512363672257,530.2579177856445,555.981542801857,517.7766842365265,406.78136029243467,411.38281469345094,319.136217576731,180.8699880179367,13.719302234984998,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,16.4799056192438,216.5003524718877,458.9483582494111,602.9903299909085,608.0295767784119,638.9373314797879,713.9102197811007,678.8107288127765,604.7721039772034,560.7349006652832,534.3502439498901,451.32410910129545,369.84144308269026,253.8754274368286,20.214855432510376,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,23.24115965529527,251.73537496337667,497.1053684234619,583.8692322731018,634.0739199638367,655.7574007034302,657.2901963233948,606.683462703228,544.9933623529971,550.4218617270659,544.7877030723961,506.3620950508863,377.38537365198135,250.04338707327844,25.402033319987822,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,25.95922650807223,266.3481382787228,484.8953616694904,638.9470158223528,679.7447383463383,745.971986579895,745.0433711409569,731.1877325057983,711.7620933532714,670.9611911773682,598.4056806743145,564.8851044421084,466.3226509988299,299.6542130470276,28.415867733955384,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,26.244599632644302,215.08460712974494,402.9575412404723,500.8967443346977,561.295101942122,628.1971256181598,610.6522552490235,614.4141894102097,650.3563403658569,651.9079180762171,584.220997980237,480.00621331632135,447.6810134202242,310.26465393304824,30.4828560590744,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,38.341378267109825,297.23916659355166,488.3456737791072,618.2945787932724,708.5453409016133,703.1369771957397,702.7084489822388,655.6860347270965,621.452967119217,581.5369584558546,528.7838799027871,460.60849028591366,351.72565245130613,216.2323704302311,25.31549340095371,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,23.795588153673595,234.52688540834933,449.65309884047747,549.4951916420293,583.7679051329848,603.9890181064605,597.108195066452,615.5337759196758,589.6220435112715,568.7058655261993,533.0390180215239,444.94978393575565,298.8817405745387,222.97864122390746,27.42408832013607,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,14.868415128697526,216.09206467866898,416.90308487415314,505.5911491155624,521.3301703453064,550.6211659431458,554.8884258270264,545.0397659733892,553.4815798163414,584.4375132083893,555.9567514419556,509.22076230049134,401.2323510296643,251.46169385910034,28.35428231358528,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,28.920981416916767,275.6574811430648,500.0735710144043,632.6832712650299,700.6832187652587,790.4748992919922,811.0005126953125,754.0143310546875,696.7069931030273,631.115894317627,551.6064414024353,488.05957357287406,391.48480598330497,240.55118403732777,33.24061714746058,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,18.826144689321517,174.0097153617243,341.0994841694833,451.58237269406453,499.933745521307,509.8837434472516,461.2474769949913,391.2713594913483,430.02579818367957,424.8298113280907,380.40405905246735,415.20911407470703,306.45972924232484,222.09550848007203,30.950441229343415,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,21.340128646977245,209.5169558763504,363.88164961944665,480.9392213043537,553.9248996296898,570.464850026369,484.717923258245,428.79986723959445,474.1671638011932,441.11069269776345,468.06533818729224,363.4567507408559,295.88324235528705,236.81450120210647,34.55994763379972,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,23.984813025150125,219.09653100162978,426.0518139235675,558.0325690834201,590.839561109338,513.9396781921387,515.9591399444267,444.16505290567875,491.7532404281199,519.3765892598909,448.75225542487317,412.46500783456725,355.81073223352433,236.74020161628724,37.62443411350253,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,32.42241949680901,212.2402093277172,362.49575845116163,472.0728067912161,535.133306503348,461.50656205249896,478.8877995682321,469.7854971952802,480.51769252603407,504.4683038132265,474.2962212574377,376.9984957248671,282.66681941747663,199.64404608979822,31.02554089806521,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,25.774408482725143,201.45102595525185,398.43365301191807,499.3918818831444,532.5876922667027,606.6479031801224,675.9923575401306,648.7670385837555,602.479015725851,560.549177506566,530.4947171124804,501.94545045250413,380.67550644540245,249.0347265922348,41.765473807532544,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,28.2904634540301,227.0334594964981,416.4245544433594,535.157652759552,546.8917501449585,529.9080069541931,543.9098384618759,512.2877161160111,512.5289385914803,494.60353643372656,466.85978413410487,396.9181210603565,303.3971136143431,209.34788072891533,32.57516469145194,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,37.237627602431175,245.0329235435609,392.12980423122644,477.2330102282077,541.5559041798115,522.8555844068527,576.9189767956734,584.9918269627029,524.3766659379005,552.8555478973315,487.22224124521017,441.93408607915046,361.6118620213121,257.71227196450343,44.77295179157526,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,37.86295711583807,229.001072149873,372.7195055587799,466.9155869064707,509.7992920417804,511.3462176994719,538.1920766337101,463.80654690722,375.8332121039537,421.5346546109766,453.9725582331419,423.2247934771702,362.8718886680901,215.7178113512695,39.196441016683856,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,50.62240072456916,320.82741050720216,503.73611640930176,643.5745264530182,671.2300626754761,661.2287509918212,713.3531451225281,719.4846950531006,574.6150661468506,517.2487518072128,459.8278517246246,390.0632466971874,381.7204406142235,265.25482672452927,48.60744104385376,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,38.84302369847177,295.23370400360125,475.9759215354919,579.3023607254029,596.9167984843255,606.7881162166595,578.487435311079,595.2379407902947,565.7323652032762,549.8085812985897,514.1905470848084,446.5299118623137,415.16183921694756,297.41358222961424,52.37174381613731,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,44.542977604609675,285.2757764919772,461.3764345448464,537.8082816973699,604.027059841156,589.8004912912845,608.5682626008987,652.2765390880173,593.5682952731847,571.9162560611963,572.8667762994767,515.6271511793136,413.70038837828326,251.82634878009557,48.596149196834496,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,46.35809057435354,275.3884153366107,457.1774365055462,559.0048749625682,633.5836621284485,638.3327021598816,648.2469958305359,657.2760468125343,609.9762176036835,529.407734232294,508.50953721478584,508.44376736357225,429.7204546404886,272.0931611560285,50.69267439471241,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,63.37889945347788,327.0282057762165,497.334486029216,602.2972819805145,679.0292811393738,619.9485941708087,626.2768474578858,668.0119713544846,659.8918142318726,563.5352677226067,529.3221235275269,503.6297085762024,445.5207475662231,307.5401806856768,58.60319535732275,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,55.79627866303781,304.5022597800824,458.41222050832585,491.1804100513458,510.1080189868808,531.8423267386854,540.3292519330978,563.9431419372559,530.9320208594203,497.68120582243864,525.9071211408358,431.6571212649345,367.51582253724337,242.80252237319945,49.16047748094977,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,54.62914981290233,288.6471274903044,499.3667793273926,621.8226490020752,635.0533559799194,619.3655656814575,603.4589332580566,646.8432667255402,643.1531329631805,588.0026476860046,570.0446940422058,496.96796960234644,419.2410485967994,293.41955149173737,65.57328190803528,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,54.10094104204764,266.85519258975984,454.8330941447988,507.60392770767214,535.4131620109081,545.2209151972347,579.1377751350403,560.1523245334625,562.5335765391588,519.9015907511115,465.6736142158508,489.6397143363953,423.4614133834839,288.6688750267029,63.54089951515198,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,68.77532342927148,344.9161626815796,531.5224025726318,628.7981464385987,648.7413266897202,625.8970175743103,583.7633749008179,625.3850725769996,590.4846817441285,500.3951583489776,464.29250486791136,477.46685886383057,389.43729305267334,289.64166034460067,72.60482532978058,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,83.27545533180236,345.6099037528038,529.9186127871275,639.418623195868,710.6386974334716,716.7750114440918,684.1850637435913,637.8251500606536,608.458990240097,545.955105805397,540.6770033359528,502.8611397504807,421.8198812079616,321.31642813682555,85.0580785036087,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,79.28845908790827,373.8241706848145,575.7843551635742,649.6352821350098,704.0922607421875,594.9492122530937,587.9771327853202,594.9585529267788,639.9426544189453,599.2977771759033,536.7037721037865,497.3376572285313,386.04346449898657,275.21943575143814,84.57255769968033,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,74.79301144723722,311.25163099840285,457.93150832653043,564.3420945446939,637.2741187460255,639.7771310206095,632.9544530893401,612.5523415802512,576.7144808650016,479.9043480992317,455.907250392437,450.5294586012918,367.2080031007528,279.92224529385567,75.60171440839767,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,66.3957034476362,366.46413066622335,577.2878291130066,655.8056503295899,666.0279048919678,625.3101619720459,577.9980396270752,577.4683421611786,618.8609414815903,619.0370204210282,581.0741395950317,576.6061515524983,500.3384703188203,349.7507727622986,87.0825385093689,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,75.49122250676155,346.08159252405164,537.49666005373,656.13785238266,690.0891836166381,683.9870742797851,687.5842937231064,652.2359444757924,643.5101356297731,615.440578282997,572.9133045725524,525.3370364001021,439.8264173835516,315.5989322423935,78.38729433981935,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,74.41827979089456,338.6120618488657,551.7349502563477,672.3127479553223,695.1128189086915,723.4245765686035,720.6349575042725,703.2105506896972,725.9176567077636,665.8450880050659,628.0094463348389,506.6665584564209,417.83054237365724,301.1510202050209,67.30854577720166,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,58.66959713933174,260.65555124447053,383.61478446361434,511.729254854779,581.3452763428911,543.7849165767432,550.7022442184391,444.1652711084832,516.242382420646,492.3920993760228,506.79077431894837,449.2655789342243,363.40378122068944,251.2764506429434,66.19400080256165,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,47.44527981132269,290.48062171978376,470.3517670024186,558.821665763855,627.3388217926025,633.4864155530929,647.9288841247559,668.1605618476867,615.6081860780716,579.2581326484681,526.2847530418076,476.5533665602241,386.8890726596117,262.0763718634844,74.80826497077942,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,64.14134047280386,333.20038903447045,506.8663380756974,636.8363918304443,718.3488971710206,656.7938228607178,692.1731753349304,645.8066880464554,650.5946106739691,682.7070246495307,665.56907081604,603.07768253088,501.23729767799375,371.45422248840333,94.92163944244385,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,61.7631431994479,325.191792678833,551.7077583312988,659.9894493103027,701.9306137084961,728.669107913971,721.5416515106356,679.1932725489329,614.647124171257,593.2953595802188,482.3505761915818,409.37338503599165,374.592969083786,303.89291696548463,85.63272290229797,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,92.0978721022606,380.3323947906494,538.786872124672,659.7208076477051,722.4539672851563,690.9883487701416,645.7161554336548,632.3723116874695,622.5463479064405,589.9218871861697,524.1101870477199,455.2853140359046,387.87564014196397,285.66716384887695,94.96330959428542,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,93.65935592651367,352.24908638371045,554.0052354335785,663.8650630950928,711.2586837768555,654.5126054763793,713.9050064086914,701.0030241012573,692.8716262802482,592.8381728386157,578.2148799657822,553.2462317883968,475.15439357757566,360.16337661743165,100.59376201629638,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,87.31255181785949,371.46487007141116,567.7707767486572,655.4503204345704,691.0225070953369,692.5252264738083,754.3016082763672,721.2606792449951,714.2337394714356,677.8302040100098,605.3926448822021,553.0853335142135,411.60557959079745,293.2998380661011,90.88427901268005,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,58.55943519874709,300.0885057926178,497.84610505104064,611.5867248535156,698.1054893493653,750.7929763793945,742.4937316894532,711.2158922880888,643.8334953211248,613.7910346597433,496.11508716084063,442.9874788045883,420.44110107421875,288.2795036315918,82.56678085029125,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,89.91598198413848,354.4085866451263,488.65077720064727,566.679144349508,623.8669443130493,661.1322479963303,666.6467198848725,646.8744497060776,608.102069067955,605.0283524036407,564.4989760257304,506.26418348992945,467.9431020336835,320.7095739364624,99.86666049957276,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,76.89948315620423,355.3308109223843,523.2921664714813,599.511750793457,679.8419792175293,666.1630416870117,634.8955924987793,622.3765411615371,609.3370132923126,608.9838053226471,581.8215810775757,563.0516181951431,474.710379582992,354.50979885761626,110.63355512619019,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,83.0265586747555,357.57620868682864,507.1251919269562,583.2191202163697,660.1550922393799,733.7837959289551,727.381065750122,698.45727891922,620.4100425004959,643.6015051364899,609.5147560119628,579.1849700944997,488.6186090707779,334.5467657446861,106.17574949264527,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,72.8695440351963,307.6296713404357,431.1640357481316,493.8019461680204,561.6379272192717,622.7056799912825,625.1849440769059,625.8160839557647,605.7645354032517,586.6275137901306,578.9474329471589,516.8297103285789,439.850368565321,316.93374314308164,98.56583662033081,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,75.90449577569962,380.80890674591063,570.4795585632324,661.755297088623,707.8078830718994,742.8578830718994,766.0104108810425,760.5470321655273,766.3591632843018,671.5384954452514,581.0422142899712,530.9364153815434,464.66705588102343,352.7614136695862,121.24983963966369,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,82.12537646889686,376.4537510871887,559.3046995043754,659.6324821472168,704.7551330566406,712.0731333255768,753.6463439941406,765.1970607757569,768.1426496186293,698.4402788912878,661.7381712913514,609.4244533538819,501.1298439025879,375.9330953995697,117.27334569708387,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,85.31429192349314,363.1208857059479,543.3736888885499,659.849853515625,717.8921157836915,738.1484474182129,715.5891677856446,667.0272356033325,676.4792781829834,687.172547531128,638.5775284744799,568.6016414642334,430.60783598423006,339.31199531555177,100.61907570362091,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,89.19028954449841,367.6425371430818,549.4554795265198,644.7092697143555,740.653112411499,774.6192379832268,776.5820236206055,832.5816345214844,789.254810333252,755.7152352333069,740.6426284790039,666.1336769104004,582.1846752166748,415.7255126953125,130.5894679069519,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,70.88101138413768,343.0419704914093,549.7586795806885,681.8626007080078,721.9272186279297,732.8404453277587,708.8227123260498,739.731347322464,755.0230558693409,710.6677739813924,681.5552067279816,625.030041885376,493.38014755249026,359.45962409973146,117.93087368011474,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,61.520469951629636,292.9237416476011,471.85249786376954,634.5547389984131,714.2210487365722,740.4659210205078,742.2692302703857,716.52230758667,681.2107820510864,676.6197797227651,646.218900538981,597.4098127365112,502.9041660308838,291.7041382789612,88.7845002412796,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,56.54567135304715,299.8122783660889,493.7117058068514,607.0944026470185,660.770663245488,702.5807836206629,717.1528890214861,706.7131802875549,637.5545301258564,598.1701726198197,546.1498081638152,520.8971874952318,440.09696560281884,326.61879074426724,97.41704969406128,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,72.42040326669812,345.96617488861085,520.8128433227539,623.4948249816895,696.2738756418228,696.80613874197,688.9955759480596,719.6015167668462,657.0706843852997,637.6130378182977,625.8349244222045,565.7684744091705,479.37120796364036,356.1937655210728,110.4523946762135,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,63.002328073978425,325.1994482457638,510.42755743207147,621.7049198150635,679.5242913246154,729.2306626200676,749.5775617837905,760.9722625732422,735.7113886356353,705.0744943618774,722.083349609375,630.358683013916,507.1503005027771,359.0003518640995,103.97775287403638,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,71.47353820800781,359.12280119856587,554.4535400867462,666.4769758224487,730.5386294364929,748.0379720687866,735.4752643585205,738.8576440811157,729.4853555679322,665.9704183578491,660.9223735213279,602.2742725610733,491.8587919086218,334.6807084083557,101.65665169209242,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,69.5826393131882,340.0839973986149,556.7675735473633,678.8268692016602,750.5773406982422,790.1177490234375,807.5855651855469,786.306169128418,782.837287902832,720.5090666770935,695.1049707412719,667.9917663574219,543.9208488464355,349.75628271102903,106.50740508711897,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,67.16510345482656,340.3107481479645,535.1158096313477,644.1499771118164,700.1448913574219,745.2169876098633,764.6361938476563,789.9093536376953,776.6445724487305,717.769803905487,638.8699244288262,543.1500478684902,447.57414131164967,312.03731460628404,82.11374865600374,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,69.00298610925674,367.6793357849121,568.9688247680664,688.0155746459961,757.6724822998046,806.2233779907226,816.1053619384766,780.9015562057496,754.8645307540894,716.8249001443386,676.5025428771972,596.4039926767349,498.9551962800324,352.8863010111265,108.09197317287325,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,73.56799744367599,384.15922317504885,589.9425704956054,703.0720031738281,775.3757507324219,799.3695129394531,793.7325454711914,763.6954944027544,732.8101714825258,723.0992044844119,713.1921592086553,659.6139307074249,546.5173743593507,381.93647460639477,118.61118111610412,0.0,0.0,0.0,0.0,0.0
