Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
333.00,246.82,243.01,232.58,218.80,207.41,191.92,250.42,251.63,251.96,252.37,253.39,254.72,252.31,253.22,255.45,228.66,258.59,256.01,261.17,254.72,250.09,237.81,228.67,268.41,269.00,273.72,272.86,269.88,266.27,256.85,245.56,266.42,263.13,255.34,254.14,257.93,257.76,259.70,248.29,248.23,277.44,284.09,283.81,285.93,286.77,281.36,274.56,264.18,251.53,
334.00,246.41,243.51,232.22,218.31,207.05,191.24,250.08,250.56,250.81,251.07,252.49,253.77,250.91,251.98,255.58,227.81,257.89,255.00,260.90,253.88,249.48,236.59,227.47,267.04,268.01,273.25,271.83,268.46,265.51,255.15,244.97,265.67,262.38,254.79,252.86,256.45,257.35,258.37,247.29,247.38,275.86,283.15,282.70,284.24,285.52,280.17,272.69,263.86,250.23,
335.00,247.41,244.57,233.20,219.19,207.53,191.85,252.12,251.14,251.62,252.31,253.00,254.86,251.62,252.61,257.11,228.40,258.58,255.64,261.62,254.86,250.74,236.54,228.50,267.69,269.36,274.95,273.08,269.66,266.22,256.33,245.85,266.71,263.48,256.23,253.78,256.82,258.29,259.17,248.59,248.10,277.10,283.67,283.67,284.65,285.24,281.61,273.67,264.07,250.15,
336.00,251.68,247.77,236.31,221.81,209.86,194.81,256.23,254.99,254.96,255.62,256.80,258.08,254.54,256.75,260.37,230.94,262.31,258.85,265.00,258.67,253.80,239.44,232.23,270.99,272.64,278.70,276.53,273.79,269.24,259.53,249.68,270.11,267.71,259.69,256.56,259.76,262.48,262.44,252.02,251.44,281.21,287.40,287.63,288.58,289.02,285.07,277.54,266.96,252.61,
337.00,256.85,252.13,240.51,226.23,213.36,199.11,261.06,259.69,259.84,260.83,262.21,262.59,259.29,261.79,265.69,234.66,267.02,262.99,269.77,263.80,258.93,244.46,236.75,276.00,277.57,284.16,282.03,279.37,274.24,264.60,255.78,275.09,273.30,264.90,261.08,264.14,267.40,267.62,257.16,256.14,286.88,293.04,293.38,294.64,294.45,290.86,283.15,270.98,257.30,
338.00,264.04,258.61,247.01,232.71,219.26,205.26,268.40,267.03,267.45,268.89,269.82,269.54,266.84,269.44,273.15,241.43,274.22,270.47,277.10,271.59,265.90,251.44,243.20,284.03,284.93,292.02,290.02,288.05,281.55,272.38,262.75,282.14,281.17,272.32,267.86,271.05,274.30,275.54,264.53,262.79,295.04,300.48,301.75,302.83,302.12,298.96,290.55,277.86,263.59,
339.00,274.30,267.83,256.17,241.15,227.31,212.96,277.76,277.50,277.39,279.02,279.98,279.67,276.85,279.94,282.77,250.47,284.19,280.61,286.91,281.83,275.55,261.11,252.31,294.97,295.79,302.65,300.45,299.10,291.81,282.91,272.32,292.13,291.24,281.98,277.90,281.33,284.42,285.83,274.46,272.70,306.23,311.25,312.94,314.20,313.45,309.74,301.37,288.32,273.13,
340.00,281.93,275.37,263.47,247.60,234.56,219.41,284.82,285.25,285.98,286.86,288.57,288.04,284.53,287.73,290.20,257.42,291.68,288.77,294.23,289.82,283.49,268.74,258.97,303.60,303.77,310.45,308.51,307.38,300.38,290.83,279.66,300.07,299.31,289.16,285.91,289.52,292.25,294.22,281.68,280.15,314.77,319.60,320.57,322.46,322.98,318.47,310.14,296.82,281.17,
341.00,285.30,278.53,267.25,250.59,238.03,222.00,287.56,288.68,289.83,290.19,291.82,291.99,288.26,290.66,293.59,260.53,295.09,292.57,298.15,292.99,287.13,272.02,261.40,307.33,307.21,313.37,312.13,310.64,304.34,294.04,282.41,303.39,302.74,292.21,289.52,293.47,295.29,297.40,284.40,283.09,317.93,323.34,323.54,326.17,326.41,322.07,313.60,300.64,284.74,
342.00,285.24,278.68,267.71,250.55,238.06,221.52,287.39,288.65,289.82,290.18,291.35,292.07,288.02,289.91,293.24,261.24,295.12,292.88,298.36,292.43,287.12,271.85,260.43,307.52,306.98,313.36,311.57,309.86,304.11,293.77,281.55,302.67,302.22,292.07,289.28,293.24,295.03,297.46,284.16,283.35,317.05,322.53,322.98,325.59,325.59,321.18,312.83,301.41,284.61,
343.00,286.21,280.29,268.37,251.70,239.17,221.84,288.03,288.85,290.53,290.27,291.50,292.40,288.59,290.04,293.76,262.13,296.57,294.00,299.71,292.93,287.89,272.64,261.27,308.30,307.79,313.64,312.39,309.72,305.67,294.03,282.11,304.00,303.30,292.29,289.71,294.08,295.41,297.76,284.56,283.51,317.26,323.28,323.79,325.63,326.79,321.91,313.33,302.68,285.11,
344.00,286.89,280.66,269.16,252.30,239.67,222.30,288.85,288.59,290.80,290.30,291.61,292.82,288.64,290.15,294.05,262.62,296.72,294.44,299.78,293.15,288.05,273.00,261.47,308.40,307.77,313.69,312.59,309.82,306.34,294.10,282.33,304.32,303.48,292.47,290.12,294.16,295.79,297.64,284.75,284.10,316.93,323.96,323.83,325.81,326.56,322.01,314.04,302.48,285.75,
345.00,287.75,281.72,269.83,253.23,240.00,222.33,290.09,289.44,291.16,290.99,292.21,292.81,289.37,290.84,295.37,263.47,297.88,294.77,300.97,293.58,288.64,273.90,262.60,309.50,308.46,314.67,313.56,310.48,307.00,294.86,283.40,305.51,304.30,293.00,290.42,294.20,296.59,297.27,285.65,284.55,317.40,324.61,325.21,326.82,326.99,322.60,314.28,303.03,286.21,
346.00,291.53,284.92,272.73,256.68,242.87,224.97,294.05,292.63,294.81,295.10,295.67,295.90,292.87,294.72,299.48,266.88,301.11,298.04,304.41,296.95,292.21,276.93,265.66,313.13,312.48,318.98,317.29,314.51,310.18,298.66,287.05,309.69,307.17,296.34,293.88,296.99,299.81,300.19,289.53,288.17,321.60,328.24,329.52,330.60,330.59,326.27,317.82,305.85,289.60,
347.00,299.21,291.76,279.97,263.18,248.84,230.94,301.66,300.02,302.51,302.54,303.50,303.27,299.92,302.47,307.32,273.19,308.86,305.36,311.62,304.50,299.15,283.42,272.68,320.41,320.38,326.71,325.60,323.00,317.46,305.53,294.65,317.61,315.15,303.65,300.92,304.01,307.39,306.98,297.15,295.16,329.92,336.52,337.75,339.18,338.53,334.48,325.52,312.31,296.42,
348.00,306.97,298.75,286.88,269.80,254.86,236.94,309.55,307.73,310.42,310.48,311.61,311.61,307.72,310.72,315.38,278.97,316.36,312.50,318.99,312.27,307.26,290.81,279.62,328.25,328.54,335.44,333.31,331.86,325.02,313.15,301.67,325.05,323.06,311.21,308.47,311.40,315.80,315.01,304.59,302.39,338.42,344.87,346.13,348.44,346.90,342.63,333.61,319.78,304.05,
349.00,313.82,306.01,293.33,276.83,261.03,242.71,316.78,316.08,318.34,318.51,319.81,319.03,315.91,318.69,323.20,285.26,324.07,319.90,326.50,319.73,315.21,297.93,286.30,336.05,336.75,343.87,341.61,339.96,332.32,320.86,308.27,332.84,330.84,318.60,315.73,318.95,323.03,323.03,311.83,308.87,346.82,352.90,354.29,356.98,355.16,350.56,341.09,327.20,310.96,
350.00,322.08,313.38,301.19,284.04,267.75,248.83,324.97,324.59,326.52,326.21,327.85,327.70,324.33,326.81,330.74,292.22,332.30,327.88,334.41,327.97,322.64,305.26,293.31,344.06,344.84,352.24,349.97,348.81,340.76,328.47,315.35,340.00,339.05,326.46,323.88,327.46,330.47,331.78,318.96,316.49,355.50,361.90,363.44,365.55,363.95,358.45,349.16,335.17,318.50,
351.00,332.46,324.08,310.72,293.12,276.42,256.37,334.89,335.30,336.72,335.90,338.67,338.37,334.83,337.17,340.72,301.41,343.25,338.69,345.56,338.83,332.94,314.95,302.71,355.05,355.46,362.97,360.87,359.42,352.02,338.83,324.69,350.58,349.87,337.18,334.24,338.27,341.02,343.18,328.92,325.81,366.62,373.58,374.62,376.33,375.54,369.54,359.95,345.94,328.35,
352.00,342.33,334.65,320.13,302.06,285.20,264.24,345.48,346.09,346.98,346.37,349.07,349.75,345.79,347.53,350.86,311.74,354.15,349.72,356.56,348.94,343.56,324.90,311.73,366.33,366.39,373.88,371.83,370.01,363.73,349.53,334.05,361.42,360.60,347.46,344.74,348.75,350.86,354.26,338.77,335.72,377.06,385.33,386.10,387.43,386.97,380.44,370.74,357.19,338.65,
353.00,349.17,341.82,326.52,307.76,290.68,269.07,352.20,352.75,353.83,352.93,355.33,356.76,352.23,354.05,357.27,318.31,361.13,357.15,363.60,355.47,349.52,330.99,317.34,373.55,373.72,381.18,378.66,376.43,370.96,355.82,340.29,368.41,366.64,354.05,351.38,355.47,357.51,360.64,345.02,342.94,384.23,392.14,393.32,394.13,393.73,387.47,377.44,364.47,344.79,
354.00,351.36,344.08,328.30,308.94,291.86,270.11,354.28,354.18,355.36,354.52,356.96,358.69,353.59,355.70,359.77,320.27,363.28,359.53,366.16,357.40,350.88,332.36,319.00,375.40,375.91,382.91,380.54,377.93,372.90,357.38,341.92,370.64,368.33,355.99,352.59,356.96,359.01,361.75,346.55,345.01,385.83,393.39,395.09,395.68,395.71,389.62,379.17,366.34,345.96,
355.00,346.61,339.48,323.65,304.31,287.81,266.51,349.25,348.49,350.68,350.03,351.69,353.33,348.19,351.01,355.38,315.98,358.23,354.93,361.34,352.75,346.25,327.45,314.30,370.22,370.56,377.65,375.18,372.10,367.69,352.56,336.99,365.61,363.14,351.45,347.43,351.53,354.06,356.12,341.86,340.00,380.50,387.50,389.11,390.14,389.61,384.98,374.17,361.55,341.05,
356.00,340.31,333.37,318.17,299.07,281.88,261.81,343.27,342.23,344.39,343.79,345.18,346.40,341.44,345.01,349.26,310.27,351.69,348.49,354.81,346.40,340.31,321.39,309.23,362.82,364.02,370.88,369.14,365.84,360.64,346.05,331.55,358.47,356.46,344.92,340.49,344.75,347.79,348.66,335.54,334.24,373.40,380.18,381.83,383.82,382.26,377.83,367.33,354.56,334.93,
357.00,334.99,328.00,313.96,295.50,277.54,258.35,337.80,336.82,339.70,339.04,340.49,340.71,336.27,340.62,345.12,304.60,346.02,342.86,349.78,342.06,335.56,316.99,305.64,357.85,359.21,366.29,363.91,360.24,355.01,341.66,327.50,353.34,351.46,339.79,335.43,339.89,342.93,343.51,330.71,329.22,368.69,374.53,377.11,378.18,377.10,373.17,362.84,348.92,330.09,
358.00,332.62,325.81,312.55,293.93,276.09,256.91,335.55,334.28,337.98,336.92,338.96,338.03,334.31,338.62,342.72,302.56,343.39,339.36,347.29,339.87,333.62,314.72,304.26,355.15,356.52,363.77,361.78,358.14,351.95,339.29,325.58,350.71,349.29,337.79,333.22,337.46,340.28,341.06,328.67,326.51,366.45,372.06,374.13,375.78,374.76,370.41,361.02,345.61,327.71,
359.00,337.51,329.98,316.42,298.07,279.55,260.33,339.72,338.98,342.42,341.40,343.25,342.39,339.07,342.54,346.07,306.06,347.18,342.71,350.98,344.03,337.89,318.53,308.10,359.19,360.93,368.80,365.88,363.07,355.70,343.94,329.50,354.89,353.49,341.56,337.80,342.08,344.46,345.50,332.32,330.17,371.26,376.91,378.40,380.77,379.13,374.58,365.29,349.65,332.25,
360.00,349.84,341.93,327.69,309.30,290.13,269.54,351.76,351.69,354.62,353.89,355.90,355.01,351.61,354.40,357.89,317.06,359.36,354.52,363.57,355.86,349.68,330.12,318.69,372.27,374.46,381.87,379.04,376.11,367.97,356.07,341.11,368.06,366.12,353.70,350.10,354.22,357.22,358.27,343.65,341.62,384.53,391.20,391.63,393.83,392.84,387.44,378.39,361.24,343.69,
361.00,364.57,355.12,340.91,321.74,302.72,280.74,365.98,366.04,369.05,368.39,370.11,370.43,366.84,368.84,371.74,329.72,373.92,368.61,378.30,370.24,363.34,343.85,330.65,387.41,389.61,397.18,394.37,391.39,382.80,370.54,354.23,383.66,380.87,367.86,364.72,369.11,371.48,373.29,357.16,354.86,400.01,406.91,407.60,409.57,408.98,403.05,393.68,375.92,357.33,
362.00,379.67,369.43,353.85,333.79,315.05,291.80,380.92,380.85,383.49,383.05,384.68,385.44,381.05,383.05,385.59,342.76,388.80,383.51,392.78,384.63,377.36,357.81,343.19,402.85,404.32,412.33,409.16,406.67,397.92,384.19,367.49,398.14,395.36,382.45,379.38,383.35,385.85,387.25,370.96,368.61,415.16,422.15,423.08,425.68,424.41,418.30,408.36,390.87,370.74,
363.00,398.54,388.13,370.69,350.13,331.03,305.97,399.48,400.08,401.64,401.79,402.92,404.77,399.57,401.29,405.10,359.94,407.59,402.98,412.37,403.33,395.31,375.69,359.51,422.18,423.78,432.06,429.33,425.93,417.23,403.22,385.42,417.99,414.83,400.70,397.54,401.71,404.94,406.31,388.50,386.53,434.54,442.55,444.15,446.14,444.58,438.37,426.96,410.97,389.00,
364.00,419.77,408.91,391.61,369.25,349.50,322.47,421.47,421.11,423.57,423.10,424.78,426.60,420.53,423.65,427.00,379.30,429.58,426.00,434.86,424.97,416.30,395.89,379.24,445.78,446.74,454.69,452.46,448.42,440.62,424.38,406.70,440.42,437.29,422.46,418.20,422.65,426.68,427.76,409.88,408.01,456.87,466.33,468.20,470.37,468.15,462.00,450.22,432.76,409.75,
365.00,436.55,426.08,407.68,384.21,362.77,335.44,438.53,437.56,440.41,439.00,441.07,443.41,436.76,440.52,444.30,393.90,446.78,442.44,452.40,441.85,433.07,411.96,394.99,463.04,464.18,473.06,470.23,465.89,458.52,440.73,424.08,457.36,454.63,438.77,434.54,438.66,443.64,444.19,426.63,424.39,474.16,483.15,486.88,488.68,486.95,479.62,467.51,450.67,426.14,
366.00,451.86,442.17,422.58,397.72,375.03,347.58,454.29,452.46,455.06,454.37,456.91,458.42,451.73,455.69,460.12,407.83,462.51,458.24,468.06,457.37,448.55,425.99,409.16,478.74,479.76,488.95,486.25,481.69,475.04,456.38,439.59,472.99,470.42,454.19,449.67,453.01,458.72,459.40,442.35,439.73,490.15,499.50,503.50,505.17,503.15,496.54,483.57,466.38,440.68,
367.00,464.98,455.65,435.23,410.20,385.68,358.12,467.59,465.23,467.72,467.43,470.27,471.08,464.61,468.86,473.61,419.70,475.84,471.25,481.64,470.53,461.81,437.77,421.20,492.85,494.00,502.85,500.35,495.91,488.67,469.76,452.63,487.16,483.65,467.41,462.35,465.78,472.38,472.71,455.15,452.42,504.65,513.96,517.38,519.41,517.73,510.21,497.64,480.13,453.42,
368.00,471.50,461.20,440.97,415.99,390.71,363.00,474.56,470.78,474.01,473.87,476.74,476.80,470.62,474.95,480.11,424.71,482.49,476.63,487.40,476.30,468.85,443.43,427.17,499.63,500.87,510.03,506.25,502.39,495.62,475.78,458.58,493.75,489.88,473.21,468.16,472.11,478.10,479.09,461.34,458.53,511.58,520.38,523.94,525.96,524.74,516.60,504.82,485.41,459.33,
369.00,470.66,460.58,440.47,415.10,389.89,363.19,473.56,470.40,473.29,472.90,476.23,475.79,470.04,474.24,479.55,423.91,482.05,475.19,486.67,475.44,468.76,443.22,426.59,498.75,500.09,509.09,505.95,501.61,494.24,474.75,457.70,493.24,489.03,472.62,467.48,471.45,476.87,478.68,460.35,457.57,511.16,519.34,522.62,524.97,523.61,515.72,503.73,484.60,458.54,
370.00,465.37,454.75,435.38,409.69,385.03,358.75,467.83,464.90,466.80,467.97,471.22,470.24,464.54,468.55,473.55,418.69,476.60,470.10,480.05,469.85,463.09,437.33,420.66,492.79,492.99,502.50,499.38,495.96,487.92,469.04,451.66,487.11,482.87,466.45,462.21,466.48,470.62,473.42,454.57,451.96,505.22,513.12,516.15,519.06,516.97,509.45,497.28,478.78,452.87,
371.00,452.99,442.59,424.35,399.60,375.88,349.46,456.37,453.77,455.13,456.10,459.35,458.28,451.80,456.41,461.28,407.88,464.45,457.38,467.80,457.83,450.66,426.58,409.60,481.02,480.55,489.62,486.34,482.98,474.89,456.60,439.56,474.59,469.72,454.31,449.59,455.20,458.38,461.95,442.02,440.01,491.62,499.49,502.63,505.74,504.07,496.04,484.19,466.18,441.64,
372.00,439.75,428.90,412.11,387.20,365.36,338.30,442.35,440.66,442.36,442.70,445.18,444.98,439.02,442.70,447.55,396.15,450.55,443.97,454.06,444.03,437.06,414.29,397.06,466.09,465.77,474.80,472.06,467.96,460.41,443.24,426.40,460.37,456.07,440.42,435.89,441.91,444.08,448.15,428.67,427.13,476.57,484.74,487.80,490.59,489.06,481.33,469.71,451.78,428.07,
373.00,432.28,421.67,404.63,380.30,358.92,332.16,434.14,433.37,434.21,434.73,437.56,437.65,431.24,434.49,438.79,389.17,442.38,436.99,445.78,436.50,428.37,406.52,389.10,457.45,456.77,465.88,463.39,459.01,451.40,435.25,417.90,451.55,447.61,432.82,428.19,433.69,435.69,439.13,420.57,418.88,467.12,476.02,478.74,482.00,479.39,472.87,460.61,443.54,420.21,
374.00,436.38,424.88,407.30,383.38,361.44,333.93,437.03,437.03,437.15,438.37,441.20,440.62,434.39,437.22,441.43,392.66,445.67,440.40,448.88,440.32,430.72,408.87,392.05,460.42,459.69,468.90,466.34,462.37,454.57,438.41,420.71,454.53,450.64,435.89,431.38,436.84,439.13,441.81,423.81,421.36,470.16,479.03,482.05,484.76,482.97,476.55,463.67,446.47,423.12,
375.00,453.54,441.82,423.42,399.37,375.63,346.98,454.38,454.60,454.90,455.31,458.50,458.06,451.73,454.24,459.06,408.44,463.10,457.47,467.15,457.97,447.93,424.42,407.59,478.04,477.95,487.41,485.23,480.55,472.22,455.83,436.54,472.14,468.17,453.18,448.23,453.38,456.22,458.63,441.12,437.72,488.20,497.64,500.80,503.29,501.32,495.40,482.23,463.74,439.51,
376.00,476.90,464.83,444.87,420.19,394.43,365.14,478.01,477.76,478.81,478.59,481.91,481.25,475.17,477.89,483.40,428.90,486.81,481.26,491.35,481.54,471.88,445.94,428.81,502.37,502.47,512.59,510.77,505.17,496.50,479.07,459.26,496.48,492.82,476.45,471.05,476.14,480.41,481.18,463.96,459.79,513.30,523.40,526.10,529.35,527.16,520.72,507.15,487.58,462.01,
377.00,497.34,485.05,463.56,438.27,411.21,381.39,498.72,498.12,499.07,499.46,502.67,501.75,494.95,498.27,504.43,447.37,507.54,501.95,512.46,502.22,492.00,464.79,447.17,524.42,524.48,534.92,533.39,526.75,517.73,499.82,478.72,517.80,513.42,496.62,491.16,496.46,500.70,501.44,483.78,478.75,535.50,545.61,548.46,551.53,549.28,543.17,528.86,508.06,481.64,
378.00,510.43,497.95,476.63,449.65,422.19,392.43,512.64,511.66,512.89,513.21,516.22,515.45,508.94,512.67,518.78,459.33,521.21,515.33,526.64,516.07,505.35,477.37,459.71,538.75,539.05,549.62,548.30,542.43,531.93,513.19,492.06,531.94,527.31,510.21,504.48,509.63,514.76,515.51,496.46,492.27,550.90,560.31,563.24,565.95,564.59,557.24,542.78,521.86,494.04,
379.00,507.79,495.92,474.54,447.09,419.70,390.95,510.61,508.36,510.63,510.64,513.77,513.24,506.56,510.50,517.08,456.35,518.47,512.38,523.74,512.75,503.59,474.81,457.23,536.34,536.96,547.50,545.87,540.30,529.85,510.70,489.80,528.99,524.62,507.49,501.96,506.87,511.50,513.45,493.66,489.44,548.74,557.57,559.59,563.49,562.67,553.52,539.65,518.93,491.78,
380.00,483.08,471.88,451.15,424.56,399.63,372.27,485.90,483.20,486.05,486.35,488.96,488.21,482.11,485.98,491.41,433.81,493.40,487.83,497.88,487.33,479.19,452.20,435.02,510.53,511.03,520.33,519.18,513.49,504.62,485.59,466.45,503.48,498.64,482.75,477.15,482.33,486.22,488.82,468.77,465.12,522.41,530.95,532.04,535.84,535.87,525.97,512.80,493.44,467.33,
381.00,452.89,441.64,422.85,397.43,374.94,348.65,454.59,452.82,454.91,455.86,457.84,457.64,451.76,455.05,459.93,406.69,462.10,456.96,465.95,456.12,448.30,423.73,407.33,478.21,478.97,487.65,485.66,481.53,472.89,454.98,436.97,471.16,466.98,452.12,447.20,452.43,455.13,457.77,438.56,435.81,489.56,497.37,498.79,501.88,501.77,491.69,479.64,461.75,437.47,
382.00,433.90,423.09,404.67,380.76,359.21,333.71,435.33,433.51,435.49,436.85,438.67,438.82,433.34,436.19,440.45,389.08,442.19,437.33,446.54,436.54,429.14,405.70,390.22,457.20,458.32,467.12,464.69,461.12,452.59,435.61,418.00,450.26,446.94,432.46,427.94,432.86,435.95,438.30,419.84,417.59,468.60,476.59,477.69,480.81,480.25,470.04,459.12,441.82,418.54,
383.00,423.61,413.03,394.71,371.71,350.74,325.39,424.59,423.38,424.90,426.04,428.05,428.02,422.80,425.40,429.34,380.03,431.32,426.67,435.66,425.51,419.11,396.15,381.01,446.21,446.87,455.29,453.28,449.19,441.33,424.64,407.81,438.83,436.20,421.95,417.29,422.02,424.85,427.33,409.79,406.92,456.18,464.50,465.74,468.88,468.55,458.21,447.68,431.20,408.13,
384.00,421.08,410.13,392.01,369.39,349.01,322.51,422.00,421.31,421.43,423.34,424.49,425.13,419.70,422.24,425.71,377.76,428.48,423.85,432.91,422.88,415.54,393.52,377.96,442.76,443.05,451.71,449.54,445.11,437.86,421.64,404.82,435.58,433.04,419.14,413.95,418.86,422.52,423.43,407.08,404.30,452.34,461.02,462.20,464.92,464.34,455.07,444.76,427.78,404.67,
385.00,432.12,421.10,402.14,379.10,358.00,330.41,433.10,432.40,432.73,434.35,435.23,436.22,430.17,433.22,437.39,387.64,439.89,435.17,444.54,434.07,426.30,403.52,387.78,454.46,454.81,464.38,461.41,456.91,448.69,432.74,415.25,446.83,444.47,429.90,424.83,428.98,433.99,433.44,417.41,414.92,463.98,472.36,474.31,476.94,476.37,467.66,456.61,439.41,415.67,
386.00,452.38,441.52,420.89,396.93,374.59,346.42,453.66,452.28,453.10,455.16,455.36,456.35,450.52,453.63,457.73,406.04,460.22,455.87,465.34,454.50,446.18,422.37,406.06,475.55,475.91,486.07,483.37,478.39,469.32,453.33,434.74,467.85,465.09,450.17,444.78,448.40,453.83,453.68,437.07,434.66,485.64,493.98,496.16,498.93,498.22,490.15,478.32,459.62,435.16,
387.00,474.71,463.59,442.36,416.25,392.78,363.86,476.27,474.56,475.62,477.14,477.64,478.16,472.30,476.14,480.36,425.97,483.81,478.55,487.54,477.03,468.34,443.43,426.66,498.73,499.78,509.63,506.13,501.61,492.32,475.08,456.71,490.80,487.21,472.60,466.42,470.45,476.15,475.55,458.37,455.99,509.76,517.19,519.64,523.40,522.48,514.81,501.31,482.99,456.85,
388.00,498.36,487.13,464.88,437.31,412.64,382.10,500.17,498.09,500.05,501.42,501.90,502.10,495.80,499.93,504.46,447.00,508.23,501.88,511.69,501.02,492.02,465.76,447.85,524.03,525.60,535.86,531.79,526.70,517.02,499.07,479.27,515.76,511.31,495.69,489.72,494.36,500.09,500.03,481.97,479.14,536.05,543.49,545.56,549.67,548.86,541.16,526.62,506.38,480.43,
389.00,519.40,507.84,485.02,456.01,429.93,398.77,521.07,518.78,521.59,522.27,523.84,523.42,516.82,521.34,525.84,465.97,529.92,523.05,533.88,521.86,513.08,485.32,467.00,546.42,548.20,558.80,554.73,549.23,539.17,519.73,499.37,537.63,532.86,516.23,510.45,515.05,520.59,521.94,502.30,499.32,558.48,566.46,569.08,573.03,571.90,563.66,548.54,527.95,500.99,
390.00,522.89,510.73,488.39,459.07,432.69,401.43,524.27,521.77,524.98,525.00,527.43,526.34,520.18,524.79,528.54,468.78,533.19,525.73,536.85,524.59,515.79,488.60,469.52,550.38,551.34,561.44,557.27,552.42,542.97,522.94,502.14,540.78,536.18,519.19,513.71,518.85,523.29,525.49,505.16,502.04,561.08,570.14,572.57,576.57,574.94,565.98,551.43,530.57,503.98,
391.00,511.56,499.45,477.93,449.13,423.43,392.81,513.02,511.05,513.65,513.90,516.31,515.48,509.09,513.69,517.41,458.50,521.95,514.59,525.90,512.75,504.20,478.05,459.36,538.66,539.35,549.06,544.89,539.94,531.90,511.20,490.38,529.38,524.63,507.43,502.30,508.09,512.06,514.50,493.90,490.24,548.91,557.98,560.03,563.77,562.49,553.46,539.26,519.02,492.68,
392.00,504.79,492.36,471.40,443.11,418.24,387.17,506.12,504.58,507.30,507.02,509.46,509.19,502.90,506.60,509.61,452.96,514.29,507.44,519.11,505.41,496.41,471.05,451.99,531.47,531.54,542.16,537.83,532.72,524.62,504.51,482.99,522.11,518.20,499.97,495.98,501.50,504.92,507.02,486.83,483.13,541.25,551.03,552.70,555.91,554.24,545.58,532.17,510.66,485.58,
393.00,497.83,486.04,464.05,436.45,411.88,381.85,499.25,497.82,499.18,499.90,501.76,502.29,495.23,498.77,502.05,446.29,507.43,501.10,511.58,497.66,489.12,463.72,445.34,523.70,522.95,533.84,529.61,524.82,516.85,496.34,475.43,514.63,510.76,492.78,488.68,493.70,497.30,499.51,478.41,475.40,532.38,542.66,544.82,547.85,545.70,537.28,523.97,503.70,478.16,
394.00,481.02,469.55,447.88,421.48,397.73,368.51,482.97,480.41,482.06,483.29,484.29,484.83,478.39,481.54,485.09,430.95,489.93,483.98,493.24,480.71,471.94,447.98,429.90,505.78,504.08,514.96,511.49,506.13,498.71,479.74,458.69,496.93,493.44,475.71,471.59,476.72,480.16,481.14,461.59,458.47,514.32,523.53,526.52,528.46,526.96,518.96,505.50,486.73,460.90,
395.00,487.67,475.64,453.96,427.35,403.24,373.81,489.39,486.90,488.28,490.02,490.83,491.57,485.17,487.95,491.97,436.62,496.03,490.79,499.79,487.64,478.15,454.00,436.03,511.54,510.13,522.35,518.41,512.78,504.87,486.37,465.15,503.16,500.13,481.87,477.71,483.06,487.12,486.69,468.78,465.15,521.39,530.73,533.51,535.75,533.24,526.45,512.32,492.95,466.86,
396.00,536.50,522.94,498.84,469.79,443.99,411.33,537.24,534.85,536.42,537.92,539.26,539.50,532.79,535.84,541.14,480.23,544.83,538.53,548.43,536.87,526.22,499.27,479.83,561.76,560.95,574.62,569.84,563.71,553.98,534.63,512.29,552.22,549.88,529.93,524.88,530.65,535.22,534.25,516.21,511.64,573.21,583.23,586.35,588.60,586.22,578.84,563.18,542.03,513.26,
397.00,593.13,577.68,552.01,519.76,491.41,455.38,593.76,590.78,592.89,594.21,596.78,596.28,588.57,591.96,599.23,530.28,602.48,595.27,606.55,594.13,582.59,551.77,530.60,621.76,620.62,634.54,629.66,623.16,612.13,590.28,566.66,610.34,607.66,586.20,579.50,586.16,591.38,591.16,570.75,566.17,633.16,644.81,647.10,649.93,648.30,639.78,622.00,598.90,567.34,
