Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
724.00,984.88,959.44,913.41,854.28,803.35,748.48,969.07,976.26,983.21,978.31,983.44,980.05,961.89,970.35,976.90,850.65,977.76,965.60,982.43,971.21,946.58,892.33,859.01,1007.37,1008.63,1027.81,1026.95,1011.79,1000.34,954.01,911.28,983.52,975.71,940.34,935.36,947.29,939.78,950.52,916.26,904.41,1010.93,1036.82,1043.87,1038.16,1040.84,1027.60,998.77,955.90,902.67,
725.00,978.46,950.93,907.87,848.34,802.64,743.95,966.51,973.52,977.06,969.98,976.75,967.81,955.92,961.63,969.16,847.61,973.52,956.79,979.23,965.21,940.54,885.59,850.83,1004.48,1001.52,1023.23,1022.14,1002.14,996.95,947.91,902.89,980.85,972.17,935.50,929.11,940.86,935.14,945.99,914.10,901.17,1007.65,1031.02,1035.33,1032.21,1033.36,1021.14,995.59,946.62,899.62,
726.00,974.68,946.09,905.24,848.65,802.47,743.09,965.75,973.98,972.76,969.97,971.01,966.03,953.96,956.49,965.31,846.20,972.50,956.05,979.85,959.04,938.39,886.61,850.67,1001.45,998.47,1020.87,1017.37,999.09,990.25,945.48,897.19,977.48,970.22,933.22,924.93,936.72,933.05,944.26,911.18,901.21,1006.16,1030.40,1033.90,1031.28,1031.18,1018.86,997.43,942.50,897.63,
727.00,971.51,943.54,905.67,850.70,805.30,739.47,968.47,974.83,971.17,968.51,969.02,963.65,951.93,958.20,966.34,844.09,972.68,958.24,981.39,957.07,938.37,884.94,849.45,999.42,997.61,1019.53,1013.26,994.61,986.23,943.81,898.15,979.31,967.87,935.10,922.77,933.59,934.14,941.12,908.13,901.45,1008.98,1028.27,1030.38,1031.82,1032.77,1016.28,998.51,942.59,897.82,
728.00,972.52,948.74,907.77,852.72,807.74,741.26,977.11,975.89,971.60,971.01,973.15,967.37,957.13,961.86,972.15,843.85,979.15,963.82,984.36,955.17,941.92,887.46,849.36,1001.89,1004.71,1026.28,1014.95,999.64,984.17,944.07,901.93,982.77,971.33,937.55,919.61,935.96,940.19,941.92,909.55,901.08,1016.14,1030.53,1027.75,1040.26,1035.26,1016.65,999.34,944.70,899.53,
729.00,974.25,957.43,912.50,857.11,812.06,745.29,985.79,973.72,978.74,979.20,978.68,977.14,966.02,971.07,978.03,850.02,980.50,970.55,987.58,962.23,953.52,891.50,855.23,1007.75,1012.95,1032.51,1020.16,1008.85,989.86,949.55,910.22,986.47,977.51,939.54,924.91,942.93,948.25,948.13,908.07,902.80,1022.04,1034.26,1029.49,1048.05,1042.33,1020.22,1003.77,951.64,906.53,
730.00,984.00,970.74,924.08,865.22,818.56,755.09,994.51,983.13,991.08,991.08,989.86,991.14,976.50,983.77,990.91,856.67,991.96,982.49,996.20,970.28,961.68,902.75,868.99,1018.34,1023.86,1042.05,1030.95,1021.30,998.06,960.81,921.93,996.72,986.73,949.60,935.65,954.24,956.85,956.91,916.94,911.18,1030.89,1041.06,1039.84,1060.76,1052.68,1025.84,1011.60,966.15,913.16,
731.00,995.76,986.83,936.02,873.54,828.41,764.60,1008.58,993.15,1007.59,1003.83,1005.45,1004.82,990.54,997.10,1008.05,867.62,1004.29,992.28,1007.59,986.73,975.11,912.99,881.44,1035.38,1035.26,1053.77,1048.55,1036.19,1014.73,975.81,936.77,1008.23,996.80,962.70,947.97,967.39,971.16,972.21,927.95,920.00,1042.86,1053.19,1056.32,1075.00,1068.27,1038.92,1019.20,980.74,925.10,
732.00,1015.38,1005.17,951.62,889.61,842.17,779.56,1024.12,1007.50,1022.91,1023.51,1024.38,1023.22,1011.02,1014.47,1023.23,885.26,1020.88,1005.47,1023.48,1006.03,990.90,929.19,897.17,1056.15,1052.33,1073.58,1068.97,1054.95,1034.88,997.60,951.00,1022.04,1013.34,976.36,967.60,983.93,985.38,991.20,945.21,937.06,1058.74,1072.14,1077.38,1093.09,1085.52,1058.47,1035.73,999.34,937.62,
733.00,1034.27,1020.56,965.05,903.85,856.28,791.57,1037.95,1024.91,1039.96,1040.13,1038.03,1037.87,1026.33,1028.76,1037.37,900.25,1034.78,1017.64,1038.96,1026.33,1004.09,945.07,911.79,1073.90,1065.54,1087.70,1087.36,1071.31,1053.42,1015.54,968.89,1038.28,1027.25,994.89,987.11,999.24,996.23,1010.36,959.36,954.35,1071.90,1092.21,1098.81,1105.17,1101.33,1076.74,1053.00,1014.71,954.10,
734.00,1051.77,1031.28,980.01,915.13,870.24,802.60,1053.00,1042.69,1052.36,1052.50,1050.73,1048.62,1041.99,1037.67,1049.11,911.69,1052.21,1029.47,1052.31,1037.72,1011.34,957.96,925.05,1089.09,1077.75,1101.91,1103.05,1084.23,1065.96,1028.34,977.70,1052.80,1042.88,1009.43,1000.68,1011.34,1008.30,1025.29,975.00,971.02,1086.05,1108.45,1113.06,1115.17,1114.29,1091.35,1064.98,1025.53,965.27,
735.00,1064.05,1036.83,987.90,925.37,879.34,806.25,1063.53,1053.11,1062.19,1062.19,1057.06,1058.62,1052.52,1045.46,1055.57,918.75,1060.85,1039.58,1061.59,1048.51,1021.81,965.67,929.69,1097.14,1085.83,1108.73,1112.01,1091.19,1074.08,1037.35,985.01,1058.84,1052.37,1018.47,1011.03,1016.46,1017.43,1032.74,985.15,982.85,1094.61,1120.78,1125.54,1122.19,1126.14,1105.91,1076.98,1030.51,976.53,
736.00,1073.05,1037.58,993.91,932.40,883.12,808.79,1070.84,1060.62,1066.03,1064.03,1060.42,1060.42,1055.61,1051.61,1058.22,922.38,1065.43,1046.60,1069.83,1048.81,1027.16,971.27,932.40,1097.89,1095.49,1113.91,1113.12,1094.88,1076.85,1039.19,984.09,1067.03,1060.42,1020.56,1014.14,1017.55,1021.95,1034.38,990.91,987.29,1100.09,1125.73,1128.74,1126.74,1129.34,1111.31,1083.46,1033.98,981.48,
737.00,1075.27,1036.55,994.80,932.05,881.74,808.89,1074.33,1064.14,1067.83,1062.03,1061.89,1062.27,1055.91,1050.16,1059.18,920.60,1069.09,1050.72,1073.58,1043.80,1027.90,974.83,932.80,1093.41,1096.92,1113.93,1109.26,1094.48,1075.41,1036.46,984.61,1069.05,1062.60,1018.78,1013.73,1018.69,1024.58,1033.14,992.74,987.22,1102.67,1126.93,1126.65,1129.13,1131.28,1112.72,1084.81,1034.54,986.34,
738.00,1073.57,1037.54,997.33,936.19,882.15,808.23,1074.65,1062.64,1067.88,1062.48,1063.10,1065.86,1054.63,1052.93,1059.86,921.11,1067.26,1054.62,1077.41,1038.78,1031.22,973.62,935.13,1092.96,1098.06,1116.38,1107.91,1095.59,1075.59,1036.01,983.19,1067.73,1064.79,1016.44,1011.53,1018.75,1030.14,1029.23,992.25,983.65,1103.44,1124.08,1124.40,1133.77,1132.40,1112.38,1085.89,1035.69,987.02,
739.00,1071.50,1041.50,999.56,938.39,881.02,807.99,1074.65,1060.94,1069.56,1064.48,1063.89,1066.44,1050.27,1058.15,1062.61,920.94,1067.87,1056.40,1079.52,1038.92,1034.40,975.28,935.36,1093.25,1100.15,1118.94,1107.58,1094.56,1074.05,1035.20,983.96,1067.04,1061.48,1015.23,1010.77,1020.19,1033.24,1027.74,989.82,984.02,1103.93,1122.62,1124.46,1135.67,1133.23,1110.76,1085.79,1037.05,987.26,
740.00,1074.97,1049.20,1003.41,940.74,883.56,812.13,1079.93,1063.98,1071.81,1069.12,1071.38,1070.62,1053.42,1062.82,1069.27,927.14,1074.74,1057.53,1082.54,1041.70,1036.53,975.66,939.58,1096.47,1105.03,1124.45,1112.30,1101.33,1075.07,1037.80,989.26,1067.58,1065.58,1017.01,1011.44,1027.70,1038.15,1034.13,992.02,984.32,1104.19,1125.90,1125.16,1141.64,1135.62,1111.46,1085.08,1044.36,987.84,
741.00,1074.78,1057.86,1008.06,942.47,885.65,817.84,1079.20,1068.94,1074.07,1077.68,1075.42,1076.64,1058.03,1065.97,1074.21,932.28,1077.68,1061.48,1083.96,1048.48,1043.58,980.97,942.54,1101.56,1106.86,1128.68,1118.48,1108.24,1077.92,1044.63,996.03,1067.99,1068.20,1021.93,1017.14,1030.82,1039.19,1041.59,994.58,988.74,1105.34,1131.34,1129.25,1145.93,1139.52,1116.42,1087.88,1048.98,988.10,
742.00,1079.28,1063.56,1012.81,945.69,893.94,823.29,1078.98,1072.95,1079.45,1082.98,1082.06,1081.68,1062.33,1072.02,1078.05,936.13,1081.03,1066.34,1087.64,1059.28,1050.17,983.05,950.92,1109.76,1112.54,1135.79,1125.93,1112.36,1085.31,1051.95,1003.97,1069.59,1071.27,1029.90,1019.52,1035.86,1039.11,1045.52,1000.07,993.12,1107.23,1138.02,1138.05,1150.00,1144.62,1121.10,1089.76,1053.83,989.66,
743.00,1085.53,1067.92,1017.75,946.24,897.20,830.93,1083.69,1079.82,1084.59,1088.83,1086.33,1082.41,1069.67,1074.44,1084.63,938.59,1087.89,1070.99,1090.91,1069.86,1052.49,992.31,957.66,1118.47,1115.41,1141.32,1132.07,1117.11,1091.57,1057.63,1005.81,1075.99,1074.72,1037.39,1024.97,1038.75,1041.02,1050.88,1005.19,1002.88,1110.26,1144.34,1148.83,1151.80,1150.95,1127.58,1092.42,1054.89,992.35,
744.00,1096.74,1069.20,1022.79,950.84,901.08,835.18,1085.33,1085.33,1088.03,1093.40,1089.37,1088.68,1080.60,1073.93,1088.02,944.11,1090.70,1077.26,1093.41,1077.26,1056.43,995.22,961.60,1124.99,1116.95,1145.17,1133.76,1118.97,1100.11,1062.47,1012.70,1079.95,1081.95,1043.64,1029.52,1040.29,1042.97,1053.73,1013.36,1010.00,1113.58,1148.53,1157.96,1158.62,1155.27,1135.76,1100.12,1059.78,995.89,
745.00,1097.71,1070.58,1025.53,957.35,901.72,837.77,1088.67,1091.53,1090.04,1093.87,1092.64,1089.66,1081.28,1076.48,1087.70,943.63,1092.36,1080.98,1098.94,1078.80,1062.34,1001.70,966.23,1128.25,1120.84,1146.05,1135.36,1121.12,1110.04,1064.70,1014.17,1087.58,1084.14,1046.21,1031.29,1039.50,1044.86,1052.23,1017.17,1013.22,1121.28,1149.74,1166.46,1158.92,1157.41,1140.17,1106.47,1058.54,1000.09,
746.00,1102.63,1070.68,1028.78,964.89,907.10,838.55,1096.05,1095.53,1092.04,1094.71,1095.59,1093.26,1083.37,1079.87,1087.79,944.81,1092.44,1081.27,1104.90,1075.51,1060.44,1001.95,966.46,1131.20,1123.98,1149.41,1137.54,1119.91,1113.63,1064.22,1017.61,1094.54,1087.09,1049.15,1033.26,1044.20,1049.96,1050.55,1021.62,1015.22,1131.96,1150.64,1170.36,1161.29,1157.91,1143.25,1109.49,1060.73,1006.96,
747.00,1100.89,1072.35,1030.95,970.60,905.91,838.10,1101.43,1095.65,1092.71,1098.31,1094.94,1099.38,1084.72,1080.27,1090.32,946.43,1093.96,1081.69,1105.68,1071.91,1061.08,1003.93,963.58,1129.77,1124.27,1150.21,1138.75,1121.33,1113.59,1064.00,1019.84,1097.25,1092.01,1046.86,1034.14,1045.62,1057.88,1053.07,1017.18,1016.19,1136.27,1147.28,1168.60,1164.79,1158.56,1143.99,1111.11,1063.47,1012.20,
748.00,1099.26,1073.86,1032.83,972.29,908.50,837.36,1103.73,1093.60,1095.18,1099.14,1098.18,1103.73,1080.36,1084.36,1090.96,948.10,1094.93,1080.25,1107.20,1070.25,1063.54,1002.25,959.76,1125.98,1127.68,1147.65,1139.00,1119.36,1111.67,1062.56,1023.45,1096.97,1094.94,1043.16,1035.12,1046.19,1060.04,1054.13,1014.88,1011.76,1140.79,1146.69,1163.30,1167.28,1156.31,1142.12,1111.18,1064.73,1013.08,
749.00,1096.90,1075.75,1029.64,970.49,908.98,835.87,1107.73,1093.17,1094.74,1097.00,1104.25,1104.94,1074.99,1083.84,1093.34,947.71,1097.52,1078.19,1106.41,1066.98,1060.39,998.08,958.72,1123.30,1128.53,1148.14,1139.43,1122.67,1103.37,1057.43,1019.50,1096.83,1093.97,1039.25,1034.83,1048.03,1060.29,1058.13,1009.89,1004.56,1143.64,1142.28,1154.02,1163.46,1154.61,1135.07,1108.67,1061.86,1013.33,
750.00,1094.01,1074.08,1027.73,967.87,909.65,836.37,1103.03,1086.79,1096.06,1095.81,1100.49,1102.45,1072.02,1083.48,1094.23,948.39,1091.98,1078.67,1103.35,1067.40,1058.00,993.00,956.70,1120.55,1127.97,1146.58,1138.85,1125.17,1097.15,1054.66,1019.03,1094.14,1088.84,1037.52,1035.66,1047.69,1056.17,1059.47,1008.34,996.15,1133.84,1141.93,1148.96,1161.92,1151.40,1132.33,1105.02,1062.62,1007.44,
751.00,1095.21,1076.59,1026.80,962.42,909.05,836.36,1097.13,1085.26,1099.32,1094.15,1101.55,1099.01,1072.83,1083.73,1094.50,948.86,1094.15,1079.30,1098.62,1071.38,1055.44,992.82,960.02,1118.33,1129.49,1145.91,1138.12,1126.78,1095.91,1052.38,1018.17,1091.44,1086.71,1040.24,1035.53,1050.23,1053.08,1062.37,1005.91,993.25,1125.07,1139.52,1145.83,1160.06,1151.87,1128.67,1104.49,1063.11,1003.28,
752.00,1097.30,1077.57,1024.30,957.85,910.38,838.65,1094.22,1086.33,1101.05,1093.79,1102.27,1091.97,1074.77,1083.25,1097.22,949.61,1092.52,1079.54,1096.83,1075.17,1054.05,994.35,964.92,1120.69,1129.22,1143.50,1138.25,1127.01,1094.30,1051.29,1015.86,1090.51,1080.40,1043.40,1034.75,1049.51,1047.69,1063.28,1009.07,990.84,1124.16,1145.32,1147.25,1155.93,1149.50,1127.95,1106.77,1058.51,998.30,
753.00,1100.08,1075.52,1021.20,960.78,909.78,837.98,1091.27,1085.09,1096.70,1091.87,1096.02,1089.01,1077.24,1077.42,1093.45,951.22,1089.84,1080.57,1093.68,1073.19,1053.83,992.42,964.70,1119.51,1124.65,1144.52,1137.15,1122.31,1093.76,1052.92,1011.04,1090.28,1077.63,1044.25,1034.09,1045.39,1042.53,1064.15,1009.59,992.34,1116.96,1143.93,1150.03,1152.45,1145.43,1130.21,1107.76,1056.17,996.34,
754.00,1098.58,1071.74,1022.02,960.35,910.55,835.76,1087.05,1088.32,1096.73,1089.24,1086.80,1084.28,1074.43,1076.79,1088.66,950.01,1086.89,1078.39,1094.88,1076.45,1051.64,996.36,963.30,1115.58,1124.33,1143.00,1138.12,1116.84,1095.89,1057.69,1011.93,1090.00,1076.96,1047.43,1032.12,1042.55,1039.44,1059.04,1011.17,993.67,1115.58,1145.95,1158.99,1152.00,1146.03,1133.92,1109.77,1056.68,995.85,
755.00,1095.27,1063.87,1016.75,955.20,906.35,831.41,1084.63,1084.12,1091.24,1082.56,1080.87,1077.81,1070.46,1069.68,1081.10,944.87,1082.62,1069.40,1088.94,1069.44,1045.37,994.47,956.02,1110.71,1119.33,1139.08,1133.23,1106.66,1092.00,1052.21,1004.62,1085.62,1075.27,1041.82,1022.36,1034.02,1038.06,1051.96,1008.40,997.76,1114.79,1142.10,1155.53,1144.15,1140.07,1129.41,1104.86,1051.47,995.99,
756.00,1076.77,1045.52,999.17,942.52,890.73,816.17,1070.86,1063.90,1070.22,1066.76,1060.50,1061.96,1050.85,1052.89,1065.07,925.37,1063.43,1054.01,1071.39,1049.62,1028.14,975.82,935.03,1093.16,1098.48,1117.80,1112.53,1084.67,1073.26,1036.39,984.30,1069.16,1060.15,1023.63,1000.57,1011.75,1023.57,1031.71,991.33,984.66,1098.19,1124.23,1139.10,1125.05,1123.65,1115.57,1088.89,1034.11,983.95,
757.00,1031.70,1002.22,960.56,909.01,853.45,781.54,1030.95,1021.62,1028.48,1025.44,1015.92,1021.44,1006.21,1012.70,1022.02,887.70,1022.20,1013.26,1029.43,1005.07,990.25,935.45,891.68,1047.13,1051.68,1074.14,1068.81,1040.46,1030.58,993.66,947.25,1029.05,1022.03,981.48,960.18,967.22,988.16,986.81,948.75,944.96,1055.49,1075.08,1095.07,1081.37,1079.66,1072.05,1042.37,996.53,946.87,
758.00,965.12,944.30,903.31,851.59,798.18,731.98,970.37,960.48,966.49,963.54,958.81,961.21,946.04,953.53,962.71,832.45,961.88,951.35,969.53,939.93,928.49,875.99,834.02,984.92,988.68,1005.42,1003.95,981.73,964.21,929.25,890.33,965.83,962.02,921.62,898.01,912.44,932.22,923.93,889.69,884.31,996.95,1006.23,1027.49,1020.54,1019.83,1004.00,978.10,940.52,893.37,
759.00,889.15,875.41,832.14,784.81,735.82,677.85,896.27,882.59,894.13,890.39,891.51,888.25,875.19,886.25,893.65,769.55,890.89,883.69,894.27,864.83,862.83,805.40,768.65,913.76,912.10,929.92,927.02,914.38,890.33,856.05,822.96,893.57,889.43,849.77,832.22,845.36,865.73,856.13,818.40,814.18,922.12,931.50,945.19,946.50,944.50,931.50,901.86,871.95,825.72,
760.00,809.91,803.82,761.53,717.11,669.65,620.35,815.84,808.53,817.05,815.08,819.79,814.77,798.80,813.86,819.64,705.85,818.57,811.12,819.79,790.73,788.60,732.47,704.78,837.89,834.70,851.13,847.93,842.45,814.61,782.82,756.96,817.20,813.70,778.11,765.32,780.08,790.73,784.64,745.56,741.60,844.13,849.00,863.75,868.01,867.10,850.52,823.90,800.16,752.40,
761.00,742.08,736.75,697.74,653.04,611.98,569.86,742.31,741.49,752.90,746.70,755.47,747.87,735.29,747.11,751.79,647.25,754.30,741.67,750.32,729.44,721.66,671.47,651.29,773.14,766.88,784.08,779.92,780.62,750.03,718.85,698.38,749.09,746.64,715.69,708.85,722.54,724.53,725.40,682.47,679.02,776.12,780.80,792.85,798.35,795.77,777.82,751.38,734.35,687.97,
762.00,703.06,696.97,661.08,611.49,578.13,541.22,699.00,699.51,710.67,703.57,716.25,706.87,698.74,705.09,710.67,613.90,713.08,698.62,707.26,691.14,677.83,636.60,621.25,737.05,727.92,744.28,737.18,739.08,712.70,682.51,658.93,709.40,705.73,674.27,674.27,690.50,683.40,689.49,644.84,644.34,731.98,744.92,750.50,755.83,756.33,740.09,712.45,692.67,648.65,
763.00,693.88,679.33,646.66,601.54,571.91,533.83,682.46,686.19,697.61,688.59,697.61,688.66,683.40,689.81,695.29,600.24,699.17,682.38,692.25,680.21,660.11,627.66,616.19,719.85,713.50,730.44,721.19,720.39,703.74,674.80,650.32,696.16,690.87,664.21,664.10,675.38,668.67,675.56,637.52,634.58,716.58,734.17,738.78,740.23,738.89,728.80,700.73,678.50,633.64,
764.00,701.07,683.65,653.41,605.66,578.32,536.41,692.48,696.29,702.95,692.94,701.53,694.57,691.52,689.64,696.85,604.95,703.87,685.63,699.50,686.79,662.76,637.82,624.45,727.49,718.95,738.41,726.22,721.80,714.18,681.66,653.62,706.40,700.10,670.99,668.40,677.55,675.31,678.72,647.11,645.23,722.21,741.31,746.84,745.07,746.03,733.69,709.30,680.29,639.70,
765.00,728.51,704.12,673.64,630.15,598.48,555.06,717.04,717.88,725.48,719.03,720.12,719.40,715.59,708.70,717.83,622.52,721.30,707.54,723.14,709.95,685.43,661.81,644.32,751.02,737.24,762.06,746.44,739.21,734.63,704.91,672.90,728.53,722.40,693.84,686.63,694.97,696.87,695.86,672.04,670.59,748.26,766.30,774.32,769.32,767.80,759.80,735.00,702.97,665.57,
766.00,765.22,740.54,707.06,666.42,629.66,583.28,758.96,754.21,760.71,757.57,750.70,756.44,749.09,742.29,754.60,655.64,758.65,748.18,763.00,742.75,723.81,694.07,673.67,782.87,772.55,798.38,784.32,770.71,770.79,741.30,705.31,765.67,758.79,728.23,718.60,722.88,732.83,727.55,706.61,704.40,786.92,800.06,810.61,807.01,803.96,798.61,776.30,739.01,702.19,
767.00,808.52,780.25,745.91,705.97,663.34,613.63,807.04,797.61,802.39,799.15,795.32,799.57,787.96,784.26,797.98,690.20,802.27,793.97,808.33,782.30,765.82,729.95,702.45,825.60,814.70,845.09,831.55,814.64,810.75,778.90,746.50,807.81,798.74,771.06,754.39,758.53,772.07,765.05,751.85,742.02,835.37,839.97,854.33,852.04,847.63,837.85,816.41,780.31,741.26,
768.00,849.17,825.26,787.69,742.64,695.08,642.59,851.24,837.54,844.33,844.12,841.80,847.74,831.42,831.74,841.27,728.41,840.71,839.52,851.02,825.60,814.09,766.32,733.99,869.43,864.06,892.88,879.07,861.98,848.51,815.09,785.05,848.40,842.92,810.60,793.93,801.16,814.09,811.13,784.07,780.89,877.77,884.24,893.77,898.69,894.75,881.06,854.98,821.21,783.52,
769.00,885.86,868.01,823.05,778.37,728.86,675.07,890.05,880.04,883.83,885.43,886.69,891.37,869.27,876.63,886.69,761.29,879.00,882.02,893.40,866.97,857.18,803.05,769.97,910.82,904.88,937.19,924.11,904.72,885.37,853.00,825.36,888.23,879.22,845.58,831.08,840.75,853.33,849.82,819.64,816.68,914.60,925.22,936.03,942.36,937.74,920.27,892.35,862.29,818.71,
770.00,915.19,908.37,859.14,804.46,757.30,698.12,923.43,915.44,920.59,918.52,925.22,925.34,904.19,911.46,926.76,791.80,919.50,914.02,929.08,903.22,893.07,834.34,800.73,944.95,940.32,972.39,962.36,944.62,921.36,883.82,860.80,920.39,912.43,878.87,862.63,878.74,886.09,887.35,847.65,846.11,943.69,961.51,963.46,978.56,975.15,951.12,923.03,893.80,849.07,
771.00,939.09,937.54,888.79,828.76,782.96,723.23,948.52,948.21,951.62,944.35,959.04,957.96,934.29,942.95,955.33,818.08,947.29,936.61,954.10,933.67,922.84,865.12,828.76,975.60,969.88,1002.99,992.16,976.53,953.01,912.63,888.18,951.15,940.63,903.19,892.05,910.46,915.72,919.59,873.17,874.72,971.43,995.10,994.01,1010.26,1005.16,979.63,952.86,920.83,872.55,
772.00,963.95,964.69,911.94,851.27,804.72,741.06,967.86,974.85,978.67,969.42,980.26,980.27,957.08,968.56,974.11,838.14,970.24,953.87,978.67,962.40,946.82,888.63,856.80,997.47,994.21,1026.86,1013.65,1003.59,980.23,941.43,911.82,970.94,965.50,928.25,915.83,936.80,934.45,943.76,893.32,898.69,991.13,1022.23,1019.14,1033.91,1030.77,1007.47,977.99,948.35,896.39,
773.00,982.50,978.47,929.86,863.94,822.26,758.30,984.30,997.35,996.19,984.68,996.62,992.88,974.54,980.59,992.29,853.64,992.67,967.14,995.81,979.03,961.87,910.02,878.60,1018.62,1008.27,1042.99,1027.58,1020.96,1001.62,959.07,924.22,989.57,980.78,948.40,936.13,951.73,948.61,958.78,912.73,913.14,1010.23,1045.09,1038.47,1053.32,1050.01,1027.71,1000.22,963.40,911.39,
774.00,1001.59,988.07,946.74,878.97,834.08,769.87,996.58,1010.28,1009.55,999.53,1005.51,1004.24,990.12,987.59,1003.95,869.86,1009.49,976.97,1007.87,990.78,970.75,921.27,889.17,1034.23,1023.56,1055.42,1039.73,1032.30,1018.85,976.13,935.39,1000.81,995.37,963.69,949.51,961.70,958.87,969.66,923.93,925.67,1025.07,1061.75,1053.37,1066.03,1065.13,1048.78,1018.55,976.97,924.41,
775.00,1020.41,992.50,954.87,892.86,843.89,778.43,1008.33,1018.00,1016.96,1009.61,1012.23,1010.94,996.99,997.77,1010.90,877.53,1015.09,985.89,1016.47,996.69,977.96,929.86,894.64,1042.80,1035.32,1063.52,1046.62,1039.56,1028.55,986.93,941.16,1013.56,1004.88,971.15,961.52,964.84,970.45,974.89,931.94,932.86,1040.14,1070.83,1070.67,1073.49,1074.86,1063.03,1032.79,985.15,933.11,
776.00,1028.97,995.55,957.73,900.19,849.52,779.80,1020.31,1021.40,1015.84,1016.19,1019.66,1011.08,999.81,1003.06,1016.49,881.43,1019.59,993.24,1021.97,997.21,980.04,931.60,894.13,1046.09,1042.76,1068.82,1052.94,1043.41,1030.85,989.49,942.64,1018.00,1010.21,978.23,963.86,964.45,974.48,975.84,938.60,936.29,1050.55,1072.93,1074.45,1079.93,1082.17,1068.96,1037.06,988.12,939.39,
777.00,1030.09,996.12,958.03,903.98,849.62,776.87,1026.89,1017.40,1012.50,1018.89,1022.51,1014.90,1000.89,1007.01,1021.08,886.29,1019.90,1003.60,1024.90,994.21,984.62,928.55,890.88,1048.06,1046.98,1070.37,1052.57,1040.48,1027.79,987.71,942.77,1023.59,1010.90,976.63,963.94,965.02,984.31,974.92,940.86,937.66,1058.38,1072.15,1074.65,1083.44,1085.35,1070.34,1039.47,988.03,938.74,
778.00,1027.54,999.92,953.73,905.64,850.60,777.64,1025.22,1015.46,1012.24,1019.82,1025.69,1015.55,999.40,1012.81,1017.30,888.26,1018.11,1006.08,1028.96,993.71,989.17,925.54,888.45,1043.69,1047.44,1071.55,1056.01,1041.28,1025.02,988.83,947.00,1022.99,1012.00,974.10,965.00,964.20,985.14,976.90,938.43,941.65,1059.23,1066.43,1074.48,1082.02,1084.77,1063.73,1038.24,989.64,937.39,
779.00,1024.38,1002.38,951.50,900.98,845.70,775.59,1026.22,1012.93,1013.40,1020.48,1031.80,1017.92,995.55,1018.98,1017.55,885.91,1019.64,1004.94,1027.28,991.03,990.12,921.86,886.38,1043.75,1048.62,1071.68,1056.39,1043.63,1018.83,982.45,945.60,1020.10,1012.46,972.37,963.79,967.28,983.48,978.98,939.92,940.14,1056.83,1060.79,1071.80,1082.00,1082.10,1054.77,1034.49,988.00,934.68,
780.00,1020.12,1004.91,949.10,895.59,841.92,779.74,1026.67,1014.72,1016.36,1018.32,1034.36,1019.63,996.56,1018.81,1017.83,883.97,1021.27,1004.08,1025.35,993.61,992.80,924.06,889.37,1041.88,1050.07,1070.52,1060.22,1044.99,1019.96,981.01,946.48,1013.08,1013.41,969.56,963.99,970.54,981.83,985.92,941.09,937.97,1054.65,1060.87,1069.87,1082.47,1084.27,1052.19,1029.28,989.19,933.56,
781.00,1020.75,1008.26,953.85,892.63,841.42,782.06,1019.10,1016.66,1023.25,1017.40,1033.16,1017.40,1001.79,1016.56,1014.12,882.74,1019.10,1003.30,1029.65,996.70,990.17,924.92,890.96,1045.59,1049.64,1071.09,1059.71,1043.87,1021.53,984.33,951.27,1012.43,1011.64,967.89,965.35,973.71,978.57,990.11,943.11,938.10,1047.14,1065.25,1071.96,1080.13,1082.59,1047.96,1029.75,991.68,930.70,
