Date,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,
307.00,35.01,35.14,34.81,34.57,34.68,34.59,33.92,30.70,31.60,32.36,33.25,32.58,21.33,21.14,25.15,28.34,31.48,19.12,14.50,32.25,31.81,29.36,30.26,25.92,31.47,31.92,8.52,23.02,32.68,30.37,31.71,32.04,25.03,30.14,29.03,2.97,3.46,1.22,0.17,0.04,1.16,18.18,
308.00,41.47,41.11,41.08,40.35,40.86,40.34,39.89,35.98,36.31,37.75,38.77,38.22,25.19,24.72,28.96,33.20,37.00,22.26,17.10,37.61,37.20,34.32,35.29,30.65,36.66,37.42,10.01,27.19,38.19,35.41,37.08,36.96,29.06,35.09,33.84,3.52,4.07,1.45,0.21,0.06,1.36,21.63,
309.00,48.60,48.11,47.53,47.50,47.45,46.95,46.71,41.83,42.18,43.78,45.37,44.68,29.52,28.61,33.63,38.70,43.39,25.81,20.06,43.25,43.33,40.07,41.17,35.71,43.06,43.58,11.72,31.65,44.24,41.06,43.03,43.00,33.79,40.73,39.22,4.09,4.78,1.70,0.25,0.07,1.63,25.52,
310.00,56.32,55.31,54.97,55.27,55.49,54.55,54.26,48.86,49.42,50.33,52.58,51.84,33.91,33.07,38.69,45.30,50.42,29.86,23.16,50.29,50.79,46.75,47.93,41.63,50.05,50.22,13.67,36.94,51.01,48.08,49.68,50.18,39.28,47.30,45.50,4.73,5.52,1.98,0.29,0.08,1.91,29.85,
311.00,63.55,62.79,62.18,62.52,63.06,62.25,61.97,56.02,56.29,56.88,59.59,58.61,38.41,37.76,43.94,51.68,56.99,33.96,26.41,57.15,58.30,53.36,54.72,47.62,56.99,57.15,15.66,42.26,57.59,54.93,56.38,56.99,44.70,54.07,51.90,5.40,6.27,2.26,0.33,0.09,2.19,33.89,
312.00,70.97,70.62,69.62,69.82,70.65,69.94,69.54,63.12,63.33,63.72,66.88,65.74,42.92,42.21,49.68,57.76,63.58,38.07,29.72,63.54,65.84,59.95,61.57,53.70,63.72,64.12,17.61,47.60,64.26,61.97,63.04,64.15,50.11,60.74,58.19,6.11,7.03,2.55,0.37,0.10,2.45,38.17,
313.00,78.35,78.22,77.45,77.35,78.12,77.40,77.45,70.14,70.51,70.58,73.99,72.69,47.59,46.64,55.25,63.89,70.24,42.29,33.05,70.42,72.73,66.35,68.42,59.32,70.76,71.08,19.61,52.82,71.10,68.64,69.83,71.31,55.29,67.48,64.41,6.78,7.85,2.81,0.40,0.11,2.73,42.40,
314.00,85.70,86.33,85.37,84.84,85.91,85.58,84.95,77.36,77.90,78.12,81.11,79.93,52.19,51.33,61.04,70.44,77.05,46.63,36.45,77.79,80.45,72.89,75.66,65.42,77.80,78.65,21.66,58.15,78.54,75.66,76.74,78.55,60.94,74.27,71.18,7.52,8.68,3.12,0.44,0.12,3.02,46.58,
315.00,93.84,94.68,93.43,92.87,93.95,94.17,93.40,84.67,84.81,85.80,88.45,87.38,57.24,56.49,67.36,77.19,84.17,51.30,40.26,85.72,88.03,79.46,82.55,71.94,85.39,86.15,23.71,63.66,86.40,82.87,83.84,86.04,66.79,81.37,77.84,8.28,9.56,3.43,0.48,0.14,3.32,51.12,
316.00,102.86,103.32,102.30,101.52,102.48,102.86,101.74,92.11,92.63,93.80,96.52,95.30,62.72,61.97,73.81,84.18,92.14,55.72,43.96,94.20,96.01,86.53,89.84,78.68,93.53,94.82,25.92,69.53,95.19,90.25,91.48,94.23,72.93,88.40,85.14,9.02,10.51,3.75,0.52,0.17,3.65,56.11,
317.00,112.77,113.17,111.98,111.51,112.23,113.09,111.59,100.78,101.73,102.99,105.37,104.38,68.32,67.91,80.97,92.46,101.36,61.03,47.98,103.51,104.75,94.58,98.10,86.14,102.46,104.17,28.39,76.36,104.39,99.00,100.57,103.48,79.83,96.45,93.34,9.88,11.54,4.11,0.56,0.20,4.03,61.39,
318.00,122.15,122.48,120.80,121.18,121.51,122.47,120.80,108.98,110.26,111.29,113.82,112.72,73.81,73.91,87.35,100.20,109.99,66.15,51.62,112.04,113.32,102.42,105.84,93.05,110.79,112.62,30.67,82.94,112.96,107.31,109.07,111.83,86.50,104.35,100.90,10.71,12.44,4.47,0.60,0.22,4.39,66.53,
319.00,130.01,129.71,128.04,128.71,128.75,130.15,128.37,115.92,117.09,117.95,121.21,119.78,78.37,78.48,92.82,106.52,117.07,70.59,54.73,119.14,120.31,109.13,112.07,98.71,117.75,119.28,32.57,88.03,119.85,114.27,116.14,118.93,91.89,110.80,107.01,11.40,13.20,4.73,0.65,0.24,4.64,70.78,
320.00,137.73,137.52,135.51,135.67,136.57,137.55,135.75,122.80,124.36,124.51,128.25,127.07,82.80,83.05,97.93,113.34,124.50,74.90,57.81,126.30,126.75,116.04,119.30,104.28,124.50,126.41,34.53,93.59,126.73,121.17,123.19,125.62,97.16,117.34,113.37,12.08,13.93,5.00,0.69,0.25,4.89,75.12,
321.00,146.10,145.89,143.53,143.96,144.71,145.46,143.42,130.01,132.16,131.84,135.81,135.16,87.64,87.64,103.30,120.04,132.05,79.17,61.09,133.45,133.99,122.93,126.37,110.06,131.84,133.34,36.52,99.01,133.98,128.51,130.55,132.59,102.87,124.97,120.04,12.82,14.70,5.29,0.74,0.26,5.15,79.54,
322.00,156.16,155.53,153.04,152.91,154.20,154.43,152.80,138.63,140.91,140.57,145.06,144.14,93.77,93.68,109.57,127.83,140.56,84.35,65.20,142.13,142.71,131.26,135.31,116.74,140.40,141.88,39.00,105.48,142.89,136.94,139.11,140.92,109.37,133.32,128.24,13.67,15.63,5.63,0.78,0.27,5.46,84.96,
323.00,169.02,168.39,165.67,165.29,166.99,167.12,165.19,150.21,152.56,152.27,157.72,156.34,102.09,101.55,119.04,138.55,152.16,91.37,70.78,154.46,154.74,142.07,146.78,126.53,152.61,154.33,42.23,114.27,155.36,148.38,151.03,152.91,118.79,144.42,139.05,14.83,17.02,6.09,0.85,0.28,5.89,92.27,
324.00,184.18,183.41,180.64,180.21,182.30,182.21,179.91,163.83,165.83,165.92,171.38,170.24,111.00,111.05,129.38,150.69,165.60,99.49,77.32,167.97,168.18,154.50,159.74,138.22,165.77,168.21,46.04,124.62,168.81,160.97,164.47,166.55,129.09,157.14,151.70,16.13,18.54,6.63,0.92,0.30,6.42,100.40,
325.00,200.61,199.68,196.75,196.70,198.34,198.04,196.17,178.44,180.17,180.89,186.76,185.38,120.99,121.26,140.71,163.86,180.10,107.67,84.16,182.53,183.44,167.78,172.98,151.35,180.61,183.00,50.13,135.86,183.43,175.26,179.55,181.59,141.04,170.84,165.56,17.50,20.20,7.22,0.99,0.32,7.00,109.44,
326.00,217.48,216.19,213.30,212.92,215.18,214.86,213.21,194.11,194.87,196.29,202.54,201.11,131.42,131.52,153.05,177.48,195.41,116.50,91.26,198.15,199.14,181.98,187.47,164.34,195.76,198.73,54.32,147.79,198.67,189.95,194.53,197.11,152.96,185.11,180.01,18.95,21.88,7.85,1.07,0.35,7.60,118.71,
327.00,231.96,230.62,228.40,227.79,230.29,229.87,227.91,208.01,208.17,209.47,216.48,214.60,140.36,140.51,163.61,189.34,208.88,124.71,97.56,211.87,213.00,194.03,199.96,176.18,209.02,212.06,57.95,158.48,212.29,203.29,208.11,210.69,163.92,197.75,192.87,20.23,23.41,8.39,1.15,0.37,8.12,126.94,
328.00,243.35,242.40,239.88,239.46,242.09,241.98,239.04,218.97,218.03,220.34,227.17,225.38,147.42,147.73,171.48,198.80,219.29,130.61,102.50,222.23,224.12,203.63,210.25,185.35,219.29,222.23,60.86,166.75,222.54,213.72,218.03,221.18,172.11,207.83,202.58,21.26,24.53,8.83,1.19,0.39,8.52,133.18,
329.00,252.04,250.90,248.90,247.92,250.60,250.29,247.67,226.76,225.56,228.33,235.34,233.16,152.81,152.40,177.43,205.83,226.50,135.10,105.94,230.53,231.83,210.81,217.99,191.93,227.46,230.22,62.82,172.82,230.24,221.77,225.04,229.06,178.59,215.46,209.59,21.95,25.35,9.15,1.24,0.40,8.79,137.96,
330.00,258.81,257.51,255.97,254.98,257.88,257.30,254.18,233.42,232.42,234.84,241.36,239.78,156.92,156.06,182.34,211.33,232.33,139.16,108.80,237.01,238.65,216.80,224.44,197.07,233.46,236.89,64.44,177.82,237.10,227.84,231.08,235.37,183.55,221.73,215.21,22.56,26.08,9.40,1.27,0.41,9.00,141.87,
331.00,263.77,262.26,260.63,259.93,262.82,261.75,258.60,237.67,236.63,239.31,245.99,243.91,159.43,158.41,185.46,215.79,236.01,141.86,110.65,241.82,243.23,220.79,229.08,200.55,238.04,241.43,65.69,180.99,241.90,231.97,235.55,239.77,187.20,225.94,218.80,22.99,26.57,9.56,1.29,0.42,9.16,144.49,
332.00,266.74,265.35,263.89,263.25,266.36,265.09,261.81,240.22,240.27,242.51,248.61,246.77,160.77,160.23,187.81,218.73,238.55,144.00,111.78,244.85,245.61,223.60,231.81,202.82,240.78,244.63,66.43,183.14,244.62,234.57,238.40,242.36,189.31,228.58,220.80,23.19,26.89,9.65,1.31,0.42,9.26,146.25,
333.00,267.79,266.20,264.83,264.30,267.15,266.35,263.10,241.14,241.57,243.33,249.53,247.78,160.92,160.83,188.56,219.81,239.81,144.60,112.24,246.01,246.34,224.98,232.45,203.61,241.83,246.18,66.82,183.50,245.68,235.85,239.65,243.50,189.89,229.54,221.57,23.21,26.94,9.66,1.32,0.42,9.31,146.74,
334.00,266.84,265.78,264.31,263.57,267.07,265.92,262.63,240.29,241.55,242.66,248.91,247.02,160.65,160.57,188.75,219.31,239.86,144.47,111.95,245.64,245.94,225.03,231.96,202.92,241.11,245.53,66.77,183.85,245.97,235.60,240.10,243.35,189.21,228.75,221.29,23.11,26.89,9.62,1.30,0.41,9.30,146.63,
335.00,268.28,267.31,265.35,264.86,268.19,267.89,264.07,240.95,242.91,243.98,250.65,247.41,160.99,161.58,190.00,220.47,241.54,145.31,112.44,246.73,247.22,226.25,232.91,204.01,242.81,246.73,67.12,184.61,247.51,237.13,241.44,244.77,189.80,230.07,222.23,23.18,26.99,9.64,1.31,0.41,9.37,147.37,
336.00,272.37,272.00,269.75,269.27,272.59,272.04,268.74,244.61,246.43,247.54,255.03,251.76,163.10,164.45,193.26,223.46,245.42,147.41,114.18,250.30,251.20,230.04,236.30,207.33,246.71,250.29,68.07,187.57,250.98,241.28,245.33,249.04,192.80,233.78,226.17,23.51,27.39,9.77,1.32,0.41,9.47,149.67,
337.00,278.31,278.16,275.15,275.01,277.93,277.78,274.76,249.69,250.88,252.86,260.71,257.27,166.87,167.90,197.22,227.68,251.10,150.16,116.53,255.63,257.03,234.96,241.42,211.86,252.21,255.73,69.40,191.29,256.24,246.29,250.64,254.95,196.38,239.34,230.80,23.98,27.88,9.94,1.33,0.40,9.65,152.82,
338.00,286.30,286.51,283.31,282.88,286.12,285.29,283.08,257.48,258.25,260.30,268.48,264.83,172.35,172.71,203.36,234.27,258.09,154.57,119.78,262.67,264.44,241.57,249.03,218.25,259.48,263.45,71.29,196.98,263.69,252.93,257.93,262.84,202.30,246.57,237.79,24.68,28.67,10.22,1.37,0.41,9.90,157.35,
339.00,297.86,297.86,293.69,293.48,296.98,295.97,294.28,267.83,268.47,270.41,279.08,275.67,179.14,179.00,210.95,243.28,267.63,160.69,124.33,272.59,274.62,250.05,258.46,226.70,269.38,274.04,73.85,203.95,273.56,262.64,267.87,272.88,210.57,256.33,247.47,25.65,29.72,10.60,1.41,0.42,10.25,163.31,
340.00,306.45,306.12,301.64,301.33,305.36,303.73,302.63,276.34,275.70,278.17,287.29,283.80,184.60,183.70,216.10,249.82,275.23,165.23,127.76,280.11,282.29,256.58,266.01,232.86,277.05,281.95,75.81,209.12,281.19,269.82,275.53,280.20,216.57,263.88,254.62,26.37,30.51,10.88,1.45,0.42,10.50,167.92,
341.00,309.90,308.79,304.82,304.77,308.49,307.34,305.81,280.03,279.30,281.79,290.45,287.36,187.00,186.00,218.29,252.50,278.10,167.30,129.23,283.69,285.91,259.14,269.60,235.62,279.91,285.51,76.67,211.25,284.74,272.63,278.64,283.61,219.15,267.28,257.75,26.65,30.81,10.97,1.46,0.43,10.60,170.05,
342.00,309.95,308.78,305.01,304.92,308.69,307.16,305.37,280.38,279.67,281.91,290.63,287.31,187.10,185.76,218.29,252.89,278.14,167.33,129.18,283.71,285.96,259.18,269.60,235.36,280.03,285.96,76.64,211.28,284.79,272.48,278.59,283.26,219.99,266.81,258.55,26.60,30.81,10.95,1.46,0.42,10.59,170.21,
343.00,311.28,309.96,306.06,306.04,309.99,308.21,306.06,280.65,280.96,282.87,291.83,288.59,187.35,186.62,218.24,253.68,279.07,167.52,129.53,285.44,287.09,260.18,270.79,235.89,281.21,286.67,76.77,212.14,285.91,273.87,279.67,284.48,221.07,267.84,259.17,26.61,30.83,10.97,1.45,0.43,10.60,170.92,
344.00,311.21,310.36,306.92,306.99,310.65,308.75,306.17,281.25,281.04,283.59,292.68,288.79,187.41,187.03,218.89,254.67,280.19,167.51,129.81,286.59,288.11,261.29,271.72,236.39,282.10,287.26,76.88,212.73,286.80,274.86,280.33,285.33,221.53,268.34,259.68,26.60,30.89,10.97,1.46,0.42,10.61,171.08,
345.00,312.27,311.98,308.31,308.45,311.83,310.11,307.52,281.97,282.47,284.92,293.65,290.44,188.08,187.93,219.82,256.09,281.49,167.81,130.25,287.95,289.26,262.75,272.84,237.14,283.57,288.45,77.15,213.60,287.83,276.30,281.37,286.73,222.30,269.08,260.52,26.66,30.96,10.99,1.46,0.43,10.62,171.49,
346.00,316.78,316.89,312.82,312.80,316.08,314.38,311.75,285.26,285.95,288.57,297.86,294.47,190.55,190.30,222.81,259.72,286.01,169.95,131.88,291.81,293.08,266.58,276.44,240.27,287.38,292.81,78.10,216.98,291.73,280.40,285.14,290.89,225.23,272.72,263.94,26.96,31.30,11.11,1.47,0.43,10.75,173.69,
347.00,325.39,325.46,320.75,320.94,324.52,322.62,320.21,293.00,293.79,296.17,305.11,302.65,195.68,195.34,228.73,266.25,293.72,174.57,135.45,299.30,301.05,273.94,283.64,246.89,295.31,300.50,80.15,222.73,299.78,288.00,293.18,298.71,230.82,279.90,270.87,27.64,32.09,11.39,1.50,0.44,11.01,178.18,
348.00,333.67,333.56,329.12,329.47,333.26,331.05,328.87,301.28,301.39,304.22,313.10,310.69,200.64,200.16,235.08,273.13,302.15,179.57,139.10,306.83,308.62,281.31,291.03,253.66,303.45,308.04,82.20,228.30,308.54,295.53,300.89,306.45,236.96,287.14,278.08,28.38,32.96,11.67,1.55,0.44,11.28,182.64,
349.00,342.22,341.79,337.27,337.44,341.44,339.61,337.44,308.27,309.05,311.48,320.77,318.51,205.71,205.19,240.80,279.87,309.31,184.44,142.19,313.65,316.08,287.95,297.33,260.16,310.70,315.30,84.16,234.20,316.08,302.88,308.44,313.65,242.79,294.02,284.82,29.01,33.70,11.91,1.57,0.44,11.53,187.17,
350.00,351.20,350.10,346.51,346.69,350.06,348.75,346.06,316.51,316.95,319.22,329.01,326.65,210.88,210.59,247.43,287.04,317.43,189.15,145.99,322.06,324.43,295.77,305.24,267.02,318.53,323.52,86.39,240.60,324.69,310.82,316.61,321.88,248.85,301.67,292.49,29.68,34.49,12.20,1.60,0.45,11.82,192.48,
351.00,362.07,361.29,357.64,358.17,361.55,359.99,357.48,326.91,327.26,329.50,340.56,337.03,218.10,217.19,255.56,297.05,327.80,195.38,150.88,332.94,335.28,305.44,315.61,275.98,329.32,333.95,89.20,248.47,335.72,321.25,326.69,332.68,256.92,311.28,302.08,30.62,35.55,12.58,1.65,0.46,12.18,199.17,
352.00,373.35,372.39,368.67,369.19,372.38,371.34,368.41,337.16,337.03,339.15,351.12,347.43,224.95,223.53,263.30,306.56,337.90,201.16,155.62,344.02,345.47,314.64,325.58,284.71,339.32,344.57,91.72,256.43,346.22,331.43,336.25,343.44,265.08,321.54,311.79,31.49,36.60,12.93,1.69,0.46,12.52,205.39,
353.00,380.43,379.11,375.62,376.06,379.06,378.82,375.01,343.57,343.81,345.57,357.85,353.22,229.22,227.28,268.06,312.70,344.13,205.01,158.39,350.63,352.42,320.57,331.67,290.14,345.60,351.24,93.34,261.90,352.15,337.56,342.73,349.83,270.27,327.67,317.88,32.00,37.18,13.13,1.73,0.47,12.71,209.31,
354.00,381.82,380.91,377.45,378.15,381.10,380.68,376.64,345.56,346.24,347.51,359.70,354.64,230.01,227.87,269.02,313.97,345.60,205.59,158.89,352.81,354.56,321.56,333.95,291.54,347.28,352.89,93.68,262.87,353.37,338.61,343.96,351.65,271.33,329.73,319.39,32.09,37.30,13.15,1.73,0.47,12.72,210.30,
355.00,376.14,375.85,371.68,372.92,376.24,375.49,371.46,340.25,341.52,342.91,354.77,349.42,226.46,224.48,265.02,309.19,340.82,202.75,156.44,348.21,349.83,316.79,329.69,287.36,342.42,348.23,92.21,259.49,348.45,333.32,339.23,346.87,267.84,325.43,315.03,31.63,36.73,12.94,1.70,0.46,12.52,207.11,
356.00,370.10,369.66,366.27,365.85,370.10,368.62,365.15,334.40,335.88,337.44,348.30,343.18,222.48,220.91,260.08,304.01,335.10,199.64,153.74,342.05,343.61,311.14,323.64,282.22,337.18,342.57,90.45,255.21,342.49,327.72,333.97,340.66,263.20,320.08,310.01,31.04,36.06,12.67,1.67,0.46,12.25,203.55,
357.00,365.24,364.53,361.50,361.17,365.48,363.64,360.11,329.96,331.64,333.56,344.20,338.63,219.31,218.64,256.70,299.57,330.63,196.76,151.50,337.80,339.39,307.13,319.68,278.19,332.70,338.06,89.18,251.88,337.62,323.17,329.99,336.27,259.94,315.58,306.11,30.59,35.51,12.46,1.64,0.45,12.07,201.00,
358.00,363.36,362.82,359.96,358.73,363.08,361.48,358.36,327.42,329.52,331.73,342.32,337.52,218.04,217.54,255.49,298.05,328.72,195.39,150.53,336.08,337.60,304.74,317.60,276.53,330.78,336.35,88.59,250.03,335.59,321.28,328.27,334.72,258.24,313.85,303.70,30.40,35.29,12.36,1.62,0.44,11.97,200.01,
359.00,368.68,368.14,364.91,364.18,367.81,366.40,363.44,332.04,333.37,336.52,346.87,342.77,221.44,220.87,259.55,302.64,333.67,197.99,152.96,340.78,342.23,309.59,321.92,280.06,335.78,341.73,89.79,253.81,340.80,326.13,333.52,339.90,262.21,318.24,308.16,30.83,35.73,12.51,1.64,0.45,12.15,202.96,
360.00,382.76,381.36,378.61,377.20,381.32,379.85,376.74,344.49,345.71,348.88,359.71,356.00,229.84,229.26,269.43,314.13,346.28,205.20,158.82,353.46,355.05,321.36,333.38,290.20,348.36,354.43,93.02,263.20,353.46,338.89,346.29,352.93,272.10,329.99,319.86,31.91,37.01,12.96,1.68,0.47,12.56,210.73,
361.00,397.99,396.43,393.01,392.21,396.51,395.80,392.04,359.17,359.99,362.92,374.20,370.77,238.86,238.11,280.37,326.82,359.84,212.73,164.93,368.13,369.30,334.94,346.61,302.08,362.11,368.44,96.78,273.66,367.41,352.72,360.45,366.89,283.09,343.29,332.93,33.13,38.43,13.48,1.74,0.47,13.03,218.91,
362.00,413.71,412.17,408.63,407.62,412.04,411.38,407.36,373.75,374.19,377.09,388.83,385.79,247.96,247.52,291.70,339.65,374.43,221.33,171.42,382.72,383.99,348.25,360.56,314.46,376.43,383.09,100.63,284.27,382.76,367.15,375.19,381.86,294.22,357.12,346.40,34.38,39.88,13.98,1.80,0.49,13.53,227.44,
363.00,434.35,432.89,428.56,428.38,432.64,432.05,427.53,392.91,393.09,396.41,408.35,404.86,260.35,259.67,306.73,356.68,393.68,232.23,179.80,401.61,403.22,366.32,378.76,330.59,395.39,402.71,105.54,298.79,402.29,386.08,394.29,400.84,308.78,375.61,364.77,36.02,41.78,14.66,1.88,0.51,14.18,238.83,
364.00,457.39,456.98,451.53,451.44,456.37,455.32,450.93,414.24,415.07,417.76,429.97,427.47,273.81,273.97,323.14,375.50,414.35,244.74,189.16,423.70,425.17,385.91,399.24,348.34,416.62,424.03,111.05,314.75,424.38,407.08,415.64,422.65,325.31,396.03,385.40,37.85,44.01,15.43,1.98,0.53,14.90,251.65,
365.00,475.40,475.07,469.20,469.41,474.50,473.57,468.90,430.64,431.08,433.68,447.00,444.53,284.76,284.62,335.71,390.54,430.75,254.50,196.45,440.60,441.38,401.01,415.06,362.43,433.47,440.88,115.32,327.06,441.68,422.79,431.57,439.57,338.01,411.39,400.78,39.28,45.67,16.00,2.06,0.55,15.45,261.44,
